Date,VISASTEEL
2017-01-02,17.0
2017-01-03,17.1
2017-01-04,17.25
2017-01-05,17.8
2017-01-06,17.65
2017-01-09,18.5
2017-01-10,18.5
2017-01-11,20.6
2017-01-12,19.65
2017-01-13,19.75
2017-01-16,19.65
2017-01-17,19.5
2017-01-18,19.8
2017-01-19,20.95
2017-01-20,20.1
2017-01-23,20.5
2017-01-24,20.25
2017-01-25,21.6
2017-01-27,22.45
2017-01-30,22.95
2017-01-31,21.15
2017-02-01,22.05
2017-02-02,21.75
2017-02-03,21.75
2017-02-06,21.85
2017-02-07,21.7
2017-02-08,21.4
2017-02-09,23.05
2017-02-10,22.35
2017-02-13,21.05
2017-02-14,20.5
2017-02-15,20.0
2017-02-16,20.8
2017-02-17,20.3
2017-02-20,22.45
2017-02-21,23.1
2017-02-22,22.2
2017-02-23,21.75
2017-02-27,21.2
2017-02-28,21.95
2017-03-01,23.85
2017-03-02,22.7
2017-03-03,22.95
2017-03-06,22.8
2017-03-07,22.4
2017-03-08,21.6
2017-03-09,21.8
2017-03-10,21.7
2017-03-14,21.85
2017-03-15,22.05
2017-03-16,22.3
2017-03-17,21.7
2017-03-20,21.55
2017-03-21,20.75
2017-03-22,20.5
2017-03-23,21.15
2017-03-24,21.0
2017-03-27,22.15
2017-03-28,21.1
2017-03-29,21.05
2017-03-30,21.2
2017-03-31,21.2
2017-04-03,21.45
2017-04-05,22.05
2017-04-06,22.5
2017-04-07,22.25
2017-04-10,22.7
2017-04-11,22.65
2017-04-12,22.05
2017-04-13,21.95
2017-04-17,21.75
2017-04-18,21.55
2017-04-19,21.05
2017-04-20,21.6
2017-04-21,21.8
2017-04-24,21.75
2017-04-25,21.65
2017-04-26,21.7
2017-04-27,21.5
2017-04-28,21.65
2017-05-02,21.8
2017-05-03,25.1
2017-05-04,27.75
2017-05-05,26.15
2017-05-08,25.75
2017-05-09,28.2
2017-05-10,27.2
2017-05-11,27.2
2017-05-12,27.5
2017-05-15,28.8
2017-05-16,29.4
2017-05-17,28.8
2017-05-18,27.2
2017-05-19,26.9
2017-05-22,26.25
2017-05-23,25.05
2017-05-24,24.15
2017-05-25,24.85
2017-05-26,25.7
2017-05-29,26.85
2017-05-30,25.6
2017-05-31,25.6
2017-06-01,25.45
2017-06-02,25.35
2017-06-05,24.85
2017-06-06,24.45
2017-06-07,24.15
2017-06-08,25.55
2017-06-09,25.45
2017-06-12,25.0
2017-06-13,25.1
2017-06-14,24.6
2017-06-15,24.7
2017-06-16,25.0
2017-06-19,24.7
2017-06-20,24.95
2017-06-21,25.5
2017-06-22,24.55
2017-06-23,24.05
2017-06-27,23.25
2017-06-28,22.95
2017-06-29,23.5
2017-06-30,23.3
2017-07-03,23.0
2017-07-04,22.8
2017-07-05,23.0
2017-07-06,23.1
2017-07-07,23.05
2017-07-10,23.1
2017-07-11,23.1
2017-07-12,22.95
2017-07-13,23.05
2017-07-14,22.65
2017-07-17,22.85
2017-07-18,22.5
2017-07-19,22.65
2017-07-20,22.5
2017-07-21,22.35
2017-07-24,22.25
2017-07-25,22.05
2017-07-26,23.45
2017-07-27,22.8
2017-07-28,22.6
2017-07-31,22.6
2017-08-01,22.65
2017-08-02,22.3
2017-08-03,22.0
2017-08-04,21.6
2017-08-07,21.05
2017-08-08,20.85
2017-08-09,20.45
2017-08-10,19.7
2017-08-11,18.65
2017-08-14,19.45
2017-08-16,20.2
2017-08-17,21.3
2017-08-18,20.75
2017-08-21,19.75
2017-08-22,19.85
2017-08-23,20.0
2017-08-24,20.35
2017-08-28,20.15
2017-08-29,17.7
2017-08-30,17.55
2017-08-31,16.9
2017-09-01,18.3
2017-09-04,17.55
2017-09-05,17.75
2017-09-06,17.95
2017-09-07,17.7
2017-09-08,18.05
2017-09-11,18.0
2017-09-12,17.5
2017-09-13,17.45
2017-09-14,17.45
2017-09-15,17.55
2017-09-18,17.85
2017-09-19,17.75
2017-09-20,17.7
2017-09-21,17.55
2017-09-22,17.2
2017-09-25,19.9
2017-09-26,18.6
2017-09-27,17.45
2017-09-28,17.3
2017-09-29,17.45
2017-10-03,17.45
2017-10-04,17.25
2017-10-05,16.95
2017-10-06,17.15
2017-10-09,17.15
2017-10-10,17.6
2017-10-11,17.35
2017-10-12,17.15
2017-10-13,18.1
2017-10-16,21.6
2017-10-17,23.2
2017-10-18,23.85
2017-10-19,23.1
2017-10-23,25.95
2017-10-24,25.4
2017-10-25,24.2
