Date,KANSAINER
2017-01-02,324.5
2017-01-03,330.65
2017-01-04,340.85
2017-01-05,335.4
2017-01-06,337.75
2017-01-09,336.35
2017-01-10,337.75
2017-01-11,341.2
2017-01-12,335.35
2017-01-13,337.2
2017-01-16,333.95
2017-01-17,332.9
2017-01-18,324.65
2017-01-19,333.6
2017-01-20,332.8
2017-01-23,341.35
2017-01-24,337.05
2017-01-25,345.3
2017-01-27,349.15
2017-01-30,347.9
2017-01-31,344.6
2017-02-01,354.6
2017-02-02,358.75
2017-02-03,354.9
2017-02-06,355.55
2017-02-07,359.55
2017-02-08,354.3
2017-02-09,352.65
2017-02-10,357.1
2017-02-13,352.15
2017-02-14,355.5
2017-02-15,345.4
2017-02-16,344.2
2017-02-17,347.6
2017-02-20,350.85
2017-02-21,356.75
2017-02-22,364.0
2017-02-23,365.0
2017-02-27,354.5
2017-02-28,355.85
2017-03-01,355.75
2017-03-02,355.75
2017-03-03,352.65
2017-03-06,358.9
2017-03-07,360.2
2017-03-08,360.85
2017-03-09,368.8
2017-03-10,360.35
2017-03-14,366.75
2017-03-15,365.7
2017-03-16,370.3
2017-03-17,371.2
2017-03-20,368.95
2017-03-21,371.8
2017-03-22,367.3
2017-03-23,368.8
2017-03-24,365.5
2017-03-27,368.75
2017-03-28,368.4
2017-03-29,373.6
2017-03-30,374.6
2017-03-31,378.65
2017-04-03,374.0
2017-04-05,379.4
2017-04-06,378.65
2017-04-07,389.2
2017-04-10,388.85
2017-04-11,391.6
2017-04-12,377.8
2017-04-13,381.0
2017-04-17,385.25
2017-04-18,386.6
2017-04-19,387.45
2017-04-20,383.1
2017-04-21,384.85
2017-04-24,384.1
2017-04-25,382.7
2017-04-26,383.5
2017-04-27,389.1
2017-04-28,393.05
2017-05-02,399.15
2017-05-03,403.9
2017-05-04,398.7
2017-05-05,402.8
2017-05-08,406.15
2017-05-09,403.9
2017-05-10,405.8
2017-05-11,406.65
2017-05-12,410.85
2017-05-15,433.4
2017-05-16,427.65
2017-05-17,425.85
2017-05-18,420.0
2017-05-19,413.5
2017-05-22,400.35
2017-05-23,399.9
2017-05-24,393.15
2017-05-25,398.05
2017-05-26,408.3
2017-05-29,409.75
2017-05-30,408.85
2017-05-31,404.1
2017-06-01,402.1
2017-06-02,408.55
2017-06-05,411.25
2017-06-06,416.2
2017-06-07,414.4
2017-06-08,421.2
2017-06-09,421.6
2017-06-12,421.35
2017-06-13,420.25
2017-06-14,414.5
2017-06-15,417.45
2017-06-16,417.8
2017-06-19,417.95
2017-06-20,417.7
2017-06-21,423.65
2017-06-22,426.55
2017-06-23,426.25
2017-06-27,418.5
2017-06-28,418.55
2017-06-29,426.15
2017-06-30,440.3
2017-07-03,451.35
2017-07-04,447.3
2017-07-05,443.0
2017-07-06,436.85
2017-07-07,442.35
2017-07-10,444.4
2017-07-11,455.15
2017-07-12,450.8
2017-07-13,450.15
2017-07-14,449.35
2017-07-17,445.15
2017-07-18,437.55
2017-07-19,450.9
2017-07-20,448.35
2017-07-21,451.3
2017-07-24,447.6
2017-07-25,454.3
2017-07-26,447.0
2017-07-27,454.15
2017-07-28,450.05
2017-07-31,457.5
2017-08-01,456.45
2017-08-02,457.5
2017-08-03,451.15
2017-08-04,446.45
2017-08-07,455.55
2017-08-08,453.1
2017-08-09,451.9
2017-08-10,444.8
2017-08-11,443.55
2017-08-14,457.95
2017-08-16,460.35
2017-08-17,467.0
2017-08-18,460.65
2017-08-21,456.35
2017-08-22,454.85
2017-08-23,457.3
2017-08-24,468.2
2017-08-28,472.7
2017-08-29,473.65
2017-08-30,473.45
2017-08-31,508.6
2017-09-01,490.25
2017-09-04,481.05
2017-09-05,487.15
2017-09-06,480.05
2017-09-07,477.05
2017-09-08,479.5
2017-09-11,482.0
2017-09-12,489.4
2017-09-13,488.65
2017-09-14,513.1
2017-09-15,496.35
2017-09-18,498.2
2017-09-19,496.65
2017-09-20,487.2
2017-09-21,485.2
2017-09-22,478.85
2017-09-25,464.85
2017-09-26,458.0
2017-09-27,455.65
2017-09-28,469.15
2017-09-29,484.1
2017-10-03,480.05
2017-10-04,478.85
2017-10-05,488.4
2017-10-06,484.05
2017-10-09,479.65
2017-10-10,479.8
2017-10-11,481.2
2017-10-12,481.75
2017-10-13,488.95
2017-10-16,482.7
2017-10-17,492.1
2017-10-18,484.05
2017-10-19,487.85
2017-10-23,489.95
2017-10-24,497.35
2017-10-25,488.5
2017-10-26,495.25
2017-10-27,502.15
2017-10-30,509.75
2017-10-31,513.15
2017-11-01,504.65
2017-11-02,510.3
2017-11-03,500.85
2017-11-06,495.15
2017-11-07,498.5
2017-11-08,495.35
2017-11-09,497.6
2017-11-10,502.7
2017-11-13,499.7
2017-11-14,491.8
2017-11-15,491.35
2017-11-16,495.4
2017-11-17,496.55
2017-11-20,493.0
2017-11-21,483.6
2017-11-22,483.85
2017-11-23,499.6
2017-11-24,500.5
2017-11-27,498.1
2017-11-28,503.4
2017-11-29,496.95
2017-11-30,496.7
2017-12-01,500.8
2017-12-04,497.2
2017-12-05,500.6
2017-12-06,495.7
2017-12-07,496.1
2017-12-08,498.75
2017-12-11,499.15
2017-12-12,504.75
2017-12-13,508.55
2017-12-14,494.95
2017-12-15,510.65
2017-12-18,524.5
2017-12-19,536.45
2017-12-20,552.0
2017-12-21,559.2
2017-12-22,561.2
2017-12-26,561.95
2017-12-27,557.8
2017-12-28,556.05
2017-12-29,574.85
