Date,HCLTECH
2017-01-02,828.5
2017-01-03,835.15
2017-01-04,856.95
2017-01-05,844.65
2017-01-06,814.4
2017-01-09,838.3
2017-01-10,837.85
2017-01-11,833.25
2017-01-12,847.7
2017-01-13,850.25
2017-01-16,830.55
2017-01-17,837.75
2017-01-18,844.05
2017-01-19,844.15
2017-01-20,838.75
2017-01-23,857.3
2017-01-24,848.8
2017-01-25,841.25
2017-01-27,844.2
2017-01-30,840.25
2017-01-31,811.15
2017-02-01,813.95
2017-02-02,827.15
2017-02-03,830.75
2017-02-06,824.1
2017-02-07,815.7
2017-02-08,808.5
2017-02-09,819.7
2017-02-10,828.4
2017-02-13,827.3
2017-02-14,832.0
2017-02-15,830.3
2017-02-16,845.0
2017-02-17,839.25
2017-02-20,844.0
2017-02-21,851.3
2017-02-22,834.2
2017-02-23,842.85
2017-02-27,839.95
2017-02-28,840.1
2017-03-01,849.1
2017-03-02,843.75
2017-03-03,852.9
2017-03-06,855.55
2017-03-07,857.35
2017-03-08,847.7
2017-03-09,844.35
2017-03-10,846.35
2017-03-14,853.6
2017-03-15,842.9
2017-03-16,855.4
2017-03-17,865.75
2017-03-20,864.35
2017-03-21,859.3
2017-03-22,872.75
2017-03-23,876.65
2017-03-24,873.05
2017-03-27,852.15
2017-03-28,859.9
2017-03-29,877.6
2017-03-30,875.85
2017-03-31,874.75
2017-04-03,866.25
2017-04-05,850.5
2017-04-06,853.5
2017-04-07,849.3
2017-04-10,833.05
2017-04-11,833.8
2017-04-12,831.65
2017-04-13,809.1
2017-04-17,810.8
2017-04-18,808.05
2017-04-19,808.6
2017-04-20,814.9
2017-04-21,812.75
2017-04-24,819.55
2017-04-25,819.95
2017-04-26,800.25
2017-04-27,809.7
2017-04-28,814.1
2017-05-02,822.05
2017-05-03,835.1
2017-05-04,818.0
2017-05-05,829.6
2017-05-08,840.2
2017-05-09,849.75
2017-05-10,843.6
2017-05-11,838.7
2017-05-12,847.65
2017-05-15,848.55
2017-05-16,849.6
2017-05-17,853.55
2017-05-18,848.4
2017-05-19,844.7
2017-05-22,857.45
2017-05-23,864.9
2017-05-24,854.85
2017-05-25,859.6
2017-05-26,859.1
2017-05-29,864.45
2017-05-30,868.15
2017-05-31,864.25
2017-06-01,862.25
2017-06-02,857.9
2017-06-05,858.7
2017-06-06,889.45
2017-06-07,880.5
2017-06-08,868.35
2017-06-09,860.75
2017-06-12,865.55
2017-06-13,847.15
2017-06-14,853.65
2017-06-15,844.4
2017-06-16,839.0
2017-06-19,842.5
2017-06-20,854.25
2017-06-21,843.45
2017-06-22,849.15
2017-06-23,851.85
2017-06-27,840.2
2017-06-28,848.4
2017-06-29,847.6
2017-06-30,850.9
2017-07-03,838.15
2017-07-04,841.55
2017-07-05,837.5
2017-07-06,840.65
2017-07-07,831.9
2017-07-10,849.65
2017-07-11,850.65
2017-07-12,854.0
2017-07-13,858.6
2017-07-14,850.35
2017-07-17,868.1
2017-07-18,880.7
2017-07-19,895.4
2017-07-20,885.65
2017-07-21,904.95
2017-07-24,907.4
2017-07-25,895.05
2017-07-26,892.7
2017-07-27,890.25
2017-07-28,893.1
2017-07-31,892.9
2017-08-01,884.2
2017-08-02,882.0
2017-08-03,875.75
2017-08-04,890.65
2017-08-07,886.0
2017-08-08,882.0
2017-08-09,878.75
2017-08-10,882.9
2017-08-11,872.3
2017-08-14,860.1
2017-08-16,864.5
2017-08-17,871.4
2017-08-18,876.25
2017-08-21,874.05
2017-08-22,875.85
2017-08-23,880.0
2017-08-24,867.5
2017-08-28,867.65
2017-08-29,852.55
2017-08-30,849.2
2017-08-31,865.3
2017-09-01,865.75
2017-09-04,860.6
2017-09-05,859.9
2017-09-06,851.05
2017-09-07,859.3
2017-09-08,859.5
2017-09-11,860.7
2017-09-12,864.05
2017-09-13,871.3
2017-09-14,880.8
2017-09-15,887.05
2017-09-18,897.35
2017-09-19,893.65
2017-09-20,889.45
2017-09-21,870.3
2017-09-22,884.45
2017-09-25,874.05
2017-09-26,873.65
2017-09-27,874.65
2017-09-28,875.2
2017-09-29,874.8
2017-10-03,882.55
2017-10-04,886.6
2017-10-05,893.15
2017-10-06,907.9
2017-10-09,902.8
2017-10-10,899.6
2017-10-11,908.95
2017-10-12,916.0
2017-10-13,926.5
2017-10-16,923.0
2017-10-17,923.3
2017-10-18,923.7
2017-10-19,922.3
2017-10-23,937.25
2017-10-24,914.55
2017-10-25,907.05
2017-10-26,869.05
2017-10-27,854.95
2017-10-30,836.35
2017-10-31,855.8
2017-11-01,840.65
2017-11-02,857.9
2017-11-03,847.15
2017-11-06,845.05
2017-11-07,876.75
2017-11-08,878.6
2017-11-09,875.95
2017-11-10,867.05
2017-11-13,869.5
2017-11-14,869.8
2017-11-15,848.35
2017-11-16,851.9
2017-11-17,840.0
2017-11-20,842.15
2017-11-21,837.7
2017-11-22,842.15
2017-11-23,853.7
2017-11-24,858.4
2017-11-27,860.7
2017-11-28,859.25
2017-11-29,853.15
2017-11-30,848.0
2017-12-01,830.0
2017-12-04,847.95
2017-12-05,848.0
2017-12-06,858.6
2017-12-07,863.5
2017-12-08,870.45
2017-12-11,880.0
2017-12-12,875.2
2017-12-13,866.35
2017-12-14,882.85
2017-12-15,891.8
2017-12-18,885.0
2017-12-19,869.45
2017-12-20,869.85
2017-12-21,890.25
2017-12-22,886.9
2017-12-26,888.45
2017-12-27,883.65
2017-12-28,878.3
2017-12-29,890.5
