Date,NAUKRI
2017-01-02,890.25
2017-01-03,884.35
2017-01-04,860.45
2017-01-05,861.55
2017-01-06,874.45
2017-01-09,858.15
2017-01-10,849.15
2017-01-11,848.05
2017-01-12,850.4
2017-01-13,849.2
2017-01-16,851.2
2017-01-17,862.0
2017-01-18,879.7
2017-01-19,879.75
2017-01-20,858.8
2017-01-23,862.45
2017-01-24,851.15
2017-01-25,848.2
2017-01-27,851.85
2017-01-30,863.45
2017-01-31,824.0
2017-02-01,833.5
2017-02-02,829.2
2017-02-03,835.0
2017-02-06,833.2
2017-02-07,836.15
2017-02-08,836.7
2017-02-09,831.7
2017-02-10,858.85
2017-02-13,849.8
2017-02-14,857.0
2017-02-15,833.75
2017-02-16,838.7
2017-02-17,840.55
2017-02-20,835.6
2017-02-21,834.8
2017-02-22,839.3
2017-02-23,852.9
2017-02-27,854.3
2017-02-28,856.85
2017-03-01,846.0
2017-03-02,845.0
2017-03-03,839.4
2017-03-06,824.55
2017-03-07,826.05
2017-03-08,823.15
2017-03-09,822.9
2017-03-10,820.15
2017-03-14,815.3
2017-03-15,821.9
2017-03-16,837.8
2017-03-17,840.0
2017-03-20,830.8
2017-03-21,839.5
2017-03-22,837.55
2017-03-23,826.9
2017-03-24,817.8
2017-03-27,808.35
2017-03-28,810.65
2017-03-29,808.85
2017-03-30,811.6
2017-03-31,801.2
2017-04-03,820.15
2017-04-05,842.95
2017-04-06,839.5
2017-04-07,840.8
2017-04-10,854.45
2017-04-11,854.9
2017-04-12,837.15
2017-04-13,841.0
2017-04-17,836.55
2017-04-18,838.3
2017-04-19,826.4
2017-04-20,815.4
2017-04-21,810.3
2017-04-24,825.15
2017-04-25,812.3
2017-04-26,804.55
2017-04-27,824.25
2017-04-28,835.55
2017-05-02,845.75
2017-05-03,847.95
2017-05-04,844.9
2017-05-05,842.05
2017-05-08,843.75
2017-05-09,846.55
2017-05-10,849.1
2017-05-11,844.4
2017-05-12,836.5
2017-05-15,855.5
2017-05-16,861.1
2017-05-17,877.35
2017-05-18,871.4
2017-05-19,850.15
2017-05-22,848.55
2017-05-23,854.45
2017-05-24,845.45
2017-05-25,852.5
2017-05-26,871.1
2017-05-29,890.2
2017-05-30,912.65
2017-05-31,914.1
2017-06-01,908.6
2017-06-02,910.1
2017-06-05,946.0
2017-06-06,1052.75
2017-06-07,1087.0
2017-06-08,1038.5
2017-06-09,1038.9
2017-06-12,1022.9
2017-06-13,1019.2
2017-06-14,1031.2
2017-06-15,1008.35
2017-06-16,1010.0
2017-06-19,999.25
2017-06-20,990.35
2017-06-21,975.4
2017-06-22,988.4
2017-06-23,985.75
2017-06-27,985.1
2017-06-28,990.3
2017-06-29,993.0
2017-06-30,1034.15
2017-07-03,1035.25
2017-07-04,1018.15
2017-07-05,1024.55
2017-07-06,1040.75
2017-07-07,1044.55
2017-07-10,1039.35
2017-07-11,1041.75
2017-07-12,1042.9
2017-07-13,1046.05
2017-07-14,1014.7
2017-07-17,1024.2
2017-07-18,1013.1
2017-07-19,1032.2
2017-07-20,1018.25
2017-07-21,1011.0
2017-07-24,986.4
2017-07-25,997.4
2017-07-26,981.15
2017-07-27,990.4
2017-07-28,993.25
2017-07-31,993.9
2017-08-01,984.8
2017-08-02,999.25
2017-08-03,998.6
2017-08-04,1034.6
2017-08-07,1038.0
2017-08-08,1040.6
2017-08-09,1037.1
2017-08-10,991.45
2017-08-11,956.25
2017-08-14,969.05
2017-08-16,953.9
2017-08-17,957.2
2017-08-18,952.35
2017-08-21,936.6
2017-08-22,940.75
2017-08-23,945.55
2017-08-24,936.55
2017-08-28,946.8
2017-08-29,934.05
2017-08-30,940.25
2017-08-31,962.25
2017-09-01,950.95
2017-09-04,953.35
2017-09-05,959.0
2017-09-06,960.0
2017-09-07,968.25
2017-09-08,983.2
2017-09-11,967.35
2017-09-12,995.9
2017-09-13,1028.15
2017-09-14,1106.85
2017-09-15,1189.65
2017-09-18,1146.1
2017-09-19,1136.2
2017-09-20,1092.6
2017-09-21,1093.0
2017-09-22,1063.6
2017-09-25,1012.2
2017-09-26,1060.65
2017-09-27,1029.1
2017-09-28,1081.8
2017-09-29,1105.6
2017-10-03,1078.85
2017-10-04,1069.6
2017-10-05,1063.3
2017-10-06,1064.1
2017-10-09,1048.3
2017-10-10,1045.95
2017-10-11,1034.6
2017-10-12,1054.1
2017-10-13,1074.45
2017-10-16,1111.0
2017-10-17,1123.75
2017-10-18,1107.7
2017-10-19,1105.05
2017-10-23,1109.15
2017-10-24,1107.65
2017-10-25,1097.75
2017-10-26,1093.25
2017-10-27,1117.1
2017-10-30,1136.35
2017-10-31,1136.75
2017-11-01,1197.1
2017-11-02,1231.2
2017-11-03,1195.7
2017-11-06,1179.0
2017-11-07,1226.05
2017-11-08,1212.3
2017-11-09,1216.2
2017-11-10,1196.65
2017-11-13,1180.35
2017-11-14,1171.2
2017-11-15,1166.6
2017-11-16,1172.85
2017-11-17,1182.2
2017-11-20,1207.6
2017-11-21,1201.15
2017-11-22,1204.9
2017-11-23,1204.85
2017-11-24,1218.4
2017-11-27,1207.9
2017-11-28,1266.7
2017-11-29,1266.4
2017-11-30,1269.5
2017-12-01,1289.8
2017-12-04,1274.55
2017-12-05,1263.35
2017-12-06,1249.5
2017-12-07,1231.8
2017-12-08,1229.1
2017-12-11,1207.85
2017-12-12,1236.6
2017-12-13,1228.85
2017-12-14,1231.35
2017-12-15,1235.0
2017-12-18,1278.85
2017-12-19,1300.0
2017-12-20,1275.9
2017-12-21,1279.35
2017-12-22,1285.35
2017-12-26,1276.65
2017-12-27,1296.1
2017-12-28,1312.55
2017-12-29,1390.6
