Date,SHREEPUSHK
2017-01-02,172.4
2017-01-03,178.9
2017-01-04,186.25
2017-01-05,185.1
2017-01-06,184.9
2017-01-09,188.95
2017-01-10,187.15
2017-01-11,185.55
2017-01-12,182.4
2017-01-13,189.6
2017-01-16,190.85
2017-01-17,185.0
2017-01-18,186.75
2017-01-19,186.45
2017-01-20,196.05
2017-01-23,204.9
2017-01-24,201.7
2017-01-25,199.7
2017-01-27,196.25
2017-01-30,192.6
2017-01-31,189.3
2017-02-01,195.8
2017-02-02,193.05
2017-02-03,193.75
2017-02-06,195.4
2017-02-07,192.0
2017-02-08,195.2
2017-02-09,198.75
2017-02-10,192.65
2017-02-13,185.6
2017-02-14,180.85
2017-02-15,174.3
2017-02-16,177.5
2017-02-17,183.35
2017-02-20,178.8
2017-02-21,177.3
2017-02-22,172.5
2017-02-23,173.8
2017-02-27,180.15
2017-02-28,178.2
2017-03-01,181.35
2017-03-02,180.5
2017-03-03,183.75
2017-03-06,182.05
2017-03-07,179.65
2017-03-08,181.05
2017-03-09,178.0
2017-03-10,176.55
2017-03-14,176.0
2017-03-15,175.6
2017-03-16,179.5
2017-03-17,176.9
2017-03-20,182.4
2017-03-21,182.3
2017-03-22,178.7
2017-03-23,184.75
2017-03-24,189.95
2017-03-27,196.55
2017-03-28,195.5
2017-03-29,196.55
2017-03-30,196.7
2017-03-31,200.45
2017-04-03,209.5
2017-04-05,212.6
2017-04-06,213.6
2017-04-07,204.5
2017-04-10,209.7
2017-04-11,206.4
2017-04-12,200.5
2017-04-13,197.85
2017-04-17,200.75
2017-04-18,200.1
2017-04-19,201.4
2017-04-20,202.3
2017-04-21,202.55
2017-04-24,202.05
2017-04-25,200.95
2017-04-26,196.7
2017-04-27,195.65
2017-04-28,194.2
2017-05-02,194.35
2017-05-03,195.0
2017-05-04,209.65
2017-05-05,202.35
2017-05-08,211.45
2017-05-09,208.65
2017-05-10,207.15
2017-05-11,207.4
2017-05-12,202.55
2017-05-15,214.1
2017-05-16,211.8
2017-05-17,217.65
2017-05-18,207.25
2017-05-19,207.6
2017-05-22,207.4
2017-05-23,208.55
2017-05-24,203.0
2017-05-25,207.7
2017-05-26,212.35
2017-05-29,224.3
2017-05-30,227.4
2017-05-31,229.45
2017-06-01,228.6
2017-06-02,227.35
2017-06-05,222.1
2017-06-06,221.95
2017-06-07,218.75
2017-06-08,222.0
2017-06-09,228.2
2017-06-12,230.4
2017-06-13,233.35
2017-06-14,237.75
2017-06-15,238.2
2017-06-16,239.15
2017-06-19,236.45
2017-06-20,231.8
2017-06-21,233.0
2017-06-22,228.8
2017-06-23,227.25
2017-06-27,221.95
2017-06-28,223.6
2017-06-29,228.15
2017-06-30,229.6
2017-07-03,230.05
2017-07-04,226.7
2017-07-05,227.25
2017-07-06,228.75
2017-07-07,224.6
2017-07-10,224.25
2017-07-11,223.1
2017-07-12,225.75
2017-07-13,233.7
2017-07-14,232.6
2017-07-17,229.3
2017-07-18,228.05
2017-07-19,232.45
2017-07-20,234.6
2017-07-21,229.7
2017-07-24,228.55
2017-07-25,232.8
2017-07-26,230.45
2017-07-27,227.75
2017-07-28,229.55
2017-07-31,230.0
2017-08-01,225.0
2017-08-02,225.4
2017-08-03,228.5
2017-08-04,220.5
2017-08-07,215.5
2017-08-08,210.35
2017-08-09,204.75
2017-08-10,191.35
2017-08-11,195.8
2017-08-14,204.3
2017-08-16,206.6
2017-08-17,202.9
2017-08-18,202.1
2017-08-21,199.0
2017-08-22,199.55
2017-08-23,198.7
2017-08-24,198.85
2017-08-28,201.7
2017-08-29,204.25
2017-08-30,208.05
2017-08-31,224.9
2017-09-01,229.35
2017-09-04,225.75
2017-09-05,224.85
2017-09-06,224.9
2017-09-07,222.25
2017-09-08,216.0
2017-09-11,214.75
2017-09-12,213.5
2017-09-13,211.65
2017-09-14,214.6
2017-09-15,216.95
2017-09-18,217.3
2017-09-19,224.8
2017-09-20,223.0
2017-09-21,218.95
2017-09-22,210.9
2017-09-25,205.6
2017-09-26,207.3
2017-09-27,201.05
2017-09-28,203.75
2017-09-29,207.2
2017-10-03,205.45
2017-10-04,204.45
2017-10-05,213.35
2017-10-06,254.7
2017-10-09,253.55
2017-10-10,248.5
2017-10-11,243.4
2017-10-12,252.5
2017-10-13,245.75
2017-10-16,239.8
2017-10-17,252.85
2017-10-18,266.95
2017-10-19,260.8
2017-10-23,256.15
2017-10-24,259.45
2017-10-25,257.2
2017-10-26,255.5
2017-10-27,260.0
2017-10-30,271.3
2017-10-31,267.45
2017-11-01,263.3
2017-11-02,260.5
2017-11-03,255.8
2017-11-06,257.3
2017-11-07,255.1
2017-11-08,250.55
2017-11-09,251.15
2017-11-10,253.05
2017-11-13,258.15
2017-11-14,256.3
2017-11-15,249.7
2017-11-16,267.05
2017-11-17,267.7
2017-11-20,264.25
2017-11-21,261.3
2017-11-22,265.15
2017-11-23,262.2
2017-11-24,257.9
2017-11-27,261.2
2017-11-28,260.3
2017-11-29,276.35
2017-11-30,275.0
2017-12-01,269.2
2017-12-04,273.55
2017-12-05,268.85
2017-12-06,267.65
2017-12-07,267.95
2017-12-08,269.7
2017-12-11,263.35
2017-12-12,260.5
2017-12-13,254.05
2017-12-14,257.95
2017-12-15,259.25
2017-12-18,255.35
2017-12-19,259.35
2017-12-20,264.05
2017-12-21,269.45
2017-12-22,274.4
2017-12-26,277.55
2017-12-27,272.4
2017-12-28,274.4
2017-12-29,271.05
