Date,HDIL
2017-01-02,61.7
2017-01-03,61.95
2017-01-04,62.8
2017-01-05,63.65
2017-01-06,63.4
2017-01-09,63.05
2017-01-10,63.4
2017-01-11,63.5
2017-01-12,63.0
2017-01-13,62.6
2017-01-16,64.6
2017-01-17,63.5
2017-01-18,63.55
2017-01-19,63.25
2017-01-20,60.45
2017-01-23,61.15
2017-01-24,62.6
2017-01-25,63.25
2017-01-27,62.3
2017-01-30,62.7
2017-01-31,62.4
2017-02-01,66.05
2017-02-02,64.4
2017-02-03,65.35
2017-02-06,70.35
2017-02-07,68.1
2017-02-08,68.8
2017-02-09,69.85
2017-02-10,69.4
2017-02-13,68.4
2017-02-14,68.55
2017-02-15,63.85
2017-02-16,64.95
2017-02-17,65.05
2017-02-20,65.65
2017-02-21,66.25
2017-02-22,65.8
2017-02-23,68.25
2017-02-27,67.05
2017-02-28,68.9
2017-03-01,69.8
2017-03-02,67.8
2017-03-03,68.25
2017-03-06,70.65
2017-03-07,70.95
2017-03-08,69.6
2017-03-09,71.25
2017-03-10,72.2
2017-03-14,75.7
2017-03-15,76.1
2017-03-16,76.1
2017-03-17,75.4
2017-03-20,76.35
2017-03-21,78.35
2017-03-22,76.9
2017-03-23,77.95
2017-03-24,77.7
2017-03-27,78.6
2017-03-28,78.65
2017-03-29,77.8
2017-03-30,82.0
2017-03-31,81.95
2017-04-03,82.25
2017-04-05,83.25
2017-04-06,84.25
2017-04-07,82.45
2017-04-10,82.8
2017-04-11,84.3
2017-04-12,84.9
2017-04-13,85.7
2017-04-17,93.15
2017-04-18,87.8
2017-04-19,90.05
2017-04-20,89.9
2017-04-21,91.85
2017-04-24,94.0
2017-04-25,93.75
2017-04-26,89.85
2017-04-27,92.1
2017-04-28,90.8
2017-05-02,89.25
2017-05-03,87.9
2017-05-04,88.3
2017-05-05,86.35
2017-05-08,92.9
2017-05-09,97.3
2017-05-10,95.5
2017-05-11,94.7
2017-05-12,95.35
2017-05-15,99.3
2017-05-16,97.55
2017-05-17,95.3
2017-05-18,90.7
2017-05-19,91.35
2017-05-22,89.4
2017-05-23,82.95
2017-05-24,83.85
2017-05-25,86.5
2017-05-26,87.7
2017-05-29,84.95
2017-05-30,85.9
2017-05-31,89.15
2017-06-01,90.75
2017-06-02,89.85
2017-06-05,93.8
2017-06-06,93.25
2017-06-07,93.05
2017-06-08,88.75
2017-06-09,87.9
2017-06-12,86.6
2017-06-13,85.75
2017-06-14,89.4
2017-06-15,92.05
2017-06-16,91.6
2017-06-19,90.05
2017-06-20,89.2
2017-06-21,89.35
2017-06-22,86.95
2017-06-23,85.85
2017-06-27,85.3
2017-06-28,87.8
2017-06-29,87.45
2017-06-30,85.15
2017-07-03,85.95
2017-07-04,84.85
2017-07-05,86.25
2017-07-06,86.95
2017-07-07,85.25
2017-07-10,85.9
2017-07-11,84.35
2017-07-12,85.2
2017-07-13,84.85
2017-07-14,85.05
2017-07-17,85.8
2017-07-18,84.9
2017-07-19,87.5
2017-07-20,88.3
2017-07-21,86.35
2017-07-24,85.65
2017-07-25,86.05
2017-07-26,86.45
2017-07-27,86.5
2017-07-28,85.85
2017-07-31,86.75
2017-08-01,85.45
2017-08-02,85.85
2017-08-03,83.5
2017-08-04,75.75
2017-08-07,69.25
2017-08-08,56.4
2017-08-09,57.2
2017-08-10,56.2
2017-08-11,58.45
2017-08-14,63.05
2017-08-16,62.6
2017-08-17,61.4
2017-08-18,59.7
2017-08-21,58.2
2017-08-22,59.55
2017-08-23,61.75
2017-08-24,61.6
2017-08-28,62.1
2017-08-29,60.3
2017-08-30,62.25
2017-08-31,62.1
2017-09-01,64.05
2017-09-04,62.3
2017-09-05,62.8
2017-09-06,64.3
2017-09-07,66.1
2017-09-08,64.15
2017-09-11,65.25
2017-09-12,65.9
2017-09-13,64.8
2017-09-14,63.35
2017-09-15,61.85
2017-09-18,62.65
2017-09-19,63.05
2017-09-20,62.05
2017-09-21,60.95
2017-09-22,58.45
2017-09-25,55.85
2017-09-26,56.05
2017-09-27,54.25
2017-09-28,55.85
2017-09-29,56.5
2017-10-03,55.5
2017-10-04,55.2
2017-10-05,56.65
2017-10-06,56.7
2017-10-09,57.4
2017-10-10,57.25
2017-10-11,55.2
2017-10-12,56.15
2017-10-13,55.7
2017-10-16,55.65
2017-10-17,55.85
2017-10-18,54.65
2017-10-19,54.3
2017-10-23,54.25
2017-10-24,55.25
2017-10-25,56.15
2017-10-26,57.6
2017-10-27,56.75
2017-10-30,59.3
2017-10-31,59.1
2017-11-01,60.8
2017-11-02,58.65
2017-11-03,59.3
2017-11-06,61.5
2017-11-07,60.35
2017-11-08,59.15
2017-11-09,61.45
2017-11-10,60.4
2017-11-13,58.2
2017-11-14,59.45
2017-11-15,57.35
2017-11-16,59.75
2017-11-17,63.95
2017-11-20,64.45
2017-11-21,62.7
2017-11-22,61.4
2017-11-23,61.55
2017-11-24,62.25
2017-11-27,61.95
2017-11-28,61.35
2017-11-29,61.6
2017-11-30,62.6
2017-12-01,59.85
2017-12-04,58.05
2017-12-05,57.55
2017-12-06,56.7
2017-12-07,57.65
2017-12-08,57.05
2017-12-11,55.8
2017-12-12,54.6
2017-12-13,52.65
2017-12-14,53.7
2017-12-15,53.35
2017-12-18,53.15
2017-12-19,53.0
2017-12-20,55.85
2017-12-21,56.65
2017-12-22,57.85
2017-12-26,59.05
2017-12-27,57.15
2017-12-28,59.1
2017-12-29,65.55
