Date,MANPASAND
2017-01-02,553.3
2017-01-03,544.45
2017-01-04,554.05
2017-01-05,550.1
2017-01-06,537.65
2017-01-09,535.15
2017-01-10,539.0
2017-01-11,542.35
2017-01-12,541.8
2017-01-13,560.7
2017-01-16,561.2
2017-01-17,556.0
2017-01-18,586.0
2017-01-19,601.95
2017-01-20,602.35
2017-01-23,608.7
2017-01-24,621.45
2017-01-25,635.0
2017-01-27,636.3
2017-01-30,626.85
2017-01-31,628.6
2017-02-01,644.5
2017-02-02,637.3
2017-02-03,659.9
2017-02-06,681.2
2017-02-07,689.65
2017-02-08,700.95
2017-02-09,699.95
2017-02-10,703.0
2017-02-13,684.55
2017-02-14,687.05
2017-02-15,683.7
2017-02-16,690.9
2017-02-17,688.1
2017-02-20,695.8
2017-02-21,702.35
2017-02-22,696.6
2017-02-23,689.0
2017-02-27,698.4
2017-02-28,721.7
2017-03-01,739.85
2017-03-02,739.45
2017-03-03,737.1
2017-03-06,739.2
2017-03-07,726.45
2017-03-08,709.95
2017-03-09,711.3
2017-03-10,710.45
2017-03-14,724.7
2017-03-15,715.4
2017-03-16,720.8
2017-03-17,729.75
2017-03-20,736.85
2017-03-21,719.9
2017-03-22,709.6
2017-03-23,719.7
2017-03-24,714.45
2017-03-27,701.95
2017-03-28,702.05
2017-03-29,718.35
2017-03-30,723.05
2017-03-31,704.5
2017-04-03,707.65
2017-04-05,713.9
2017-04-06,707.5
2017-04-07,706.5
2017-04-10,704.25
2017-04-11,715.35
2017-04-12,714.9
2017-04-13,722.9
2017-04-17,712.1
2017-04-18,714.4
2017-04-19,725.6
2017-04-20,719.6
2017-04-21,717.4
2017-04-24,711.5
2017-04-25,710.35
2017-04-26,705.55
2017-04-27,705.5
2017-04-28,702.05
2017-05-02,703.25
2017-05-03,697.1
2017-05-04,689.1
2017-05-05,682.95
2017-05-08,692.4
2017-05-09,695.15
2017-05-10,707.55
2017-05-11,696.15
2017-05-12,737.4
2017-05-15,774.5
2017-05-16,774.9
2017-05-17,785.1
2017-05-18,795.2
2017-05-19,793.75
2017-05-22,784.7
2017-05-23,755.95
2017-05-24,732.0
2017-05-25,780.25
2017-05-26,845.75
2017-05-29,821.5
2017-05-30,798.8
2017-05-31,799.9
2017-06-01,796.15
2017-06-02,780.65
2017-06-05,799.15
2017-06-06,775.3
2017-06-07,774.45
2017-06-08,770.9
2017-06-09,769.0
2017-06-12,756.15
2017-06-13,761.8
2017-06-14,771.8
2017-06-15,781.95
2017-06-16,781.45
2017-06-19,793.5
2017-06-20,797.9
2017-06-21,804.55
2017-06-22,796.3
2017-06-23,781.85
2017-06-27,765.5
2017-06-28,750.65
2017-06-29,773.85
2017-06-30,787.35
2017-07-03,777.3
2017-07-04,777.4
2017-07-05,770.5
2017-07-06,774.25
2017-07-07,775.7
2017-07-10,770.3
2017-07-11,770.55
2017-07-12,760.85
2017-07-13,759.9
2017-07-14,771.2
2017-07-17,753.1
2017-07-18,749.9
2017-07-19,744.8
2017-07-20,746.75
2017-07-21,767.65
2017-07-24,780.8
2017-07-25,785.9
2017-07-26,794.9
2017-07-27,791.2
2017-07-28,807.15
2017-07-31,799.4
2017-08-01,803.05
2017-08-02,793.0
2017-08-03,788.3
2017-08-04,778.25
2017-08-07,779.55
2017-08-08,773.55
2017-08-09,763.2
2017-08-10,780.3
2017-08-11,792.3
2017-08-14,802.5
2017-08-16,802.85
2017-08-17,820.8
2017-08-18,819.8
2017-08-21,812.5
2017-08-22,819.4
2017-08-23,830.85
2017-08-24,825.3
2017-08-28,816.15
2017-08-29,817.15
2017-08-30,809.25
2017-08-31,787.0
2017-09-01,805.1
2017-09-04,793.8
2017-09-05,811.85
2017-09-06,832.85
2017-09-07,828.25
2017-09-08,834.3
2017-09-11,860.75
2017-09-12,898.2
2017-09-13,895.85
2017-09-14,905.65
2017-09-15,961.5
2017-09-18,956.9
2017-09-19,964.35
2017-09-20,962.4
2017-09-21,962.9
2017-09-22,976.4
2017-09-25,967.95
2017-09-26,952.15
2017-09-27,458.65
2017-09-28,471.65
2017-09-29,467.2
2017-10-03,467.75
2017-10-04,478.9
2017-10-05,476.35
2017-10-06,468.4
2017-10-09,466.75
2017-10-10,465.0
2017-10-11,448.2
2017-10-12,450.05
2017-10-13,446.3
2017-10-16,449.85
2017-10-17,445.9
2017-10-18,439.0
2017-10-19,451.1
2017-10-23,435.9
2017-10-24,432.4
2017-10-25,443.55
2017-10-26,444.5
2017-10-27,441.45
2017-10-30,436.7
2017-10-31,438.4
2017-11-01,438.0
2017-11-02,424.55
2017-11-03,430.5
2017-11-06,429.65
2017-11-07,429.0
2017-11-08,429.9
2017-11-09,427.05
2017-11-10,436.45
2017-11-13,435.7
2017-11-14,428.7
2017-11-15,420.75
2017-11-16,407.9
2017-11-17,403.75
2017-11-20,402.65
2017-11-21,413.05
2017-11-22,404.85
2017-11-23,403.8
2017-11-24,400.25
2017-11-27,398.1
2017-11-28,394.8
2017-11-29,393.1
2017-11-30,393.15
2017-12-01,392.6
2017-12-04,374.2
2017-12-05,379.25
2017-12-06,382.4
2017-12-07,388.55
2017-12-08,379.2
2017-12-11,367.4
2017-12-12,361.3
2017-12-13,371.95
2017-12-14,403.5
2017-12-15,403.25
2017-12-18,420.65
2017-12-19,436.6
2017-12-20,441.3
2017-12-21,447.15
2017-12-22,437.35
2017-12-26,432.35
2017-12-27,436.9
2017-12-28,440.5
2017-12-29,437.95
