Date,MTNL
2017-01-02,20.25
2017-01-03,19.95
2017-01-04,19.8
2017-01-05,20.05
2017-01-06,19.6
2017-01-09,20.35
2017-01-10,20.2
2017-01-11,19.95
2017-01-12,21.35
2017-01-13,20.35
2017-01-16,20.35
2017-01-17,20.35
2017-01-18,20.15
2017-01-19,20.05
2017-01-20,19.6
2017-01-23,19.75
2017-01-24,19.95
2017-01-25,19.95
2017-01-27,21.0
2017-01-30,21.45
2017-01-31,21.2
2017-02-01,20.5
2017-02-02,20.3
2017-02-03,24.35
2017-02-06,23.4
2017-02-07,24.95
2017-02-08,25.2
2017-02-09,24.7
2017-02-10,23.8
2017-02-13,23.05
2017-02-14,23.3
2017-02-15,21.85
2017-02-16,21.55
2017-02-17,21.7
2017-02-20,22.35
2017-02-21,22.25
2017-02-22,22.05
2017-02-23,22.45
2017-02-27,22.15
2017-02-28,22.85
2017-03-01,22.9
2017-03-02,22.35
2017-03-03,22.85
2017-03-06,22.7
2017-03-07,22.55
2017-03-08,26.05
2017-03-09,24.85
2017-03-10,24.3
2017-03-14,23.9
2017-03-15,24.2
2017-03-16,24.35
2017-03-17,25.05
2017-03-20,24.95
2017-03-21,24.15
2017-03-22,24.1
2017-03-23,24.65
2017-03-24,24.4
2017-03-27,24.1
2017-03-28,24.65
2017-03-29,24.2
2017-03-30,24.25
2017-03-31,24.0
2017-04-03,24.5
2017-04-05,26.1
2017-04-06,25.45
2017-04-07,24.9
2017-04-10,25.15
2017-04-11,25.4
2017-04-12,25.55
2017-04-13,26.0
2017-04-17,26.9
2017-04-18,25.75
2017-04-19,25.9
2017-04-20,25.95
2017-04-21,26.1
2017-04-24,27.15
2017-04-25,26.35
2017-04-26,25.85
2017-04-27,25.6
2017-04-28,26.1
2017-05-02,25.35
2017-05-03,25.2
2017-05-04,24.15
2017-05-05,23.9
2017-05-08,24.05
2017-05-09,24.15
2017-05-10,25.1
2017-05-11,24.55
2017-05-12,24.3
2017-05-15,24.0
2017-05-16,23.8
2017-05-17,23.8
2017-05-18,23.05
2017-05-19,22.3
2017-05-22,22.05
2017-05-23,20.9
2017-05-24,21.65
2017-05-25,22.35
2017-05-26,22.55
2017-05-29,21.6
2017-05-30,21.2
2017-05-31,20.8
2017-06-01,20.95
2017-06-02,21.1
2017-06-05,20.85
2017-06-06,20.5
2017-06-07,20.6
2017-06-08,21.05
2017-06-09,22.55
2017-06-12,22.25
2017-06-13,22.75
2017-06-14,22.15
2017-06-15,22.25
2017-06-16,21.65
2017-06-19,21.6
2017-06-20,21.35
2017-06-21,21.5
2017-06-22,21.75
2017-06-23,20.8
2017-06-27,20.4
2017-06-28,20.35
2017-06-29,20.45
2017-06-30,20.2
2017-07-03,20.6
2017-07-04,20.6
2017-07-05,21.25
2017-07-06,20.75
2017-07-07,20.95
2017-07-10,21.6
2017-07-11,21.2
2017-07-12,22.4
2017-07-13,21.65
2017-07-14,21.4
2017-07-17,21.35
2017-07-18,21.1
2017-07-19,21.3
2017-07-20,21.15
2017-07-21,21.0
2017-07-24,20.85
2017-07-25,21.25
2017-07-26,21.35
2017-07-27,21.0
2017-07-28,21.0
2017-07-31,20.75
2017-08-01,20.6
2017-08-02,20.65
2017-08-03,19.85
2017-08-04,19.5
2017-08-07,19.45
2017-08-08,18.9
2017-08-09,18.5
2017-08-10,17.75
2017-08-11,17.2
2017-08-14,17.9
2017-08-16,18.6
2017-08-17,18.4
2017-08-18,18.1
2017-08-21,17.7
2017-08-22,17.25
2017-08-23,17.4
2017-08-24,19.55
2017-08-28,19.55
2017-08-29,19.25
2017-08-30,19.45
2017-08-31,19.15
2017-09-01,19.2
2017-09-04,18.9
2017-09-05,19.15
2017-09-06,20.0
2017-09-07,19.8
2017-09-08,19.8
2017-09-11,19.85
2017-09-12,20.75
2017-09-13,20.35
2017-09-14,20.2
2017-09-15,20.0
2017-09-18,19.8
2017-09-19,20.4
2017-09-20,19.9
2017-09-21,20.05
2017-09-22,20.45
2017-09-25,20.4
2017-09-26,20.4
2017-09-27,20.1
2017-09-28,20.15
2017-09-29,19.7
2017-10-03,19.55
2017-10-04,19.5
2017-10-05,19.45
2017-10-06,19.85
2017-10-09,20.1
2017-10-10,20.9
2017-10-11,20.05
2017-10-12,20.0
2017-10-13,20.05
2017-10-16,20.05
2017-10-17,20.25
2017-10-18,20.05
2017-10-19,19.9
2017-10-23,20.2
2017-10-24,20.05
2017-10-25,20.05
2017-10-26,21.0
2017-10-27,20.75
2017-10-30,21.35
2017-10-31,21.15
2017-11-01,22.35
2017-11-02,23.35
2017-11-03,23.2
2017-11-06,25.8
2017-11-07,24.45
2017-11-08,23.1
2017-11-09,23.45
2017-11-10,22.8
2017-11-13,22.85
2017-11-14,22.3
2017-11-15,21.15
2017-11-16,21.45
2017-11-17,21.5
2017-11-20,21.75
2017-11-21,21.55
2017-11-22,21.55
2017-11-23,21.35
2017-11-24,21.2
2017-11-27,21.3
2017-11-28,21.7
2017-11-29,21.45
2017-11-30,21.3
2017-12-01,21.35
2017-12-04,21.45
2017-12-05,21.05
2017-12-06,20.75
2017-12-07,21.05
2017-12-08,21.15
2017-12-11,21.2
2017-12-12,20.6
2017-12-13,20.5
2017-12-14,20.15
2017-12-15,20.25
2017-12-18,20.35
2017-12-19,21.4
2017-12-20,25.45
2017-12-21,24.7
2017-12-22,24.65
2017-12-26,24.85
2017-12-27,24.1
2017-12-28,25.05
2017-12-29,24.9
