Date,LIBERTSHOE
2017-01-02,145.8
2017-01-03,167.95
2017-01-04,163.8
2017-01-05,165.95
2017-01-06,164.5
2017-01-09,164.15
2017-01-10,164.95
2017-01-11,176.85
2017-01-12,185.8
2017-01-13,179.95
2017-01-16,176.8
2017-01-17,173.15
2017-01-18,172.8
2017-01-19,172.4
2017-01-20,167.15
2017-01-23,166.95
2017-01-24,168.45
2017-01-25,169.55
2017-01-27,177.1
2017-01-30,173.1
2017-01-31,174.3
2017-02-01,174.45
2017-02-02,173.55
2017-02-03,170.4
2017-02-06,177.4
2017-02-07,173.45
2017-02-08,171.6
2017-02-09,173.0
2017-02-10,171.4
2017-02-13,168.75
2017-02-14,167.6
2017-02-15,162.05
2017-02-16,162.4
2017-02-17,162.0
2017-02-20,168.0
2017-02-21,169.6
2017-02-22,167.4
2017-02-23,166.2
2017-02-27,164.5
2017-02-28,167.65
2017-03-01,164.1
2017-03-02,163.15
2017-03-03,162.65
2017-03-06,163.25
2017-03-07,163.25
2017-03-08,161.9
2017-03-09,161.8
2017-03-10,160.4
2017-03-14,163.65
2017-03-15,163.2
2017-03-16,164.35
2017-03-17,169.7
2017-03-20,172.9
2017-03-21,168.8
2017-03-22,167.4
2017-03-23,168.6
2017-03-24,166.15
2017-03-27,164.95
2017-03-28,168.3
2017-03-29,169.0
2017-03-30,169.0
2017-03-31,174.15
2017-04-03,173.35
2017-04-05,175.75
2017-04-06,173.15
2017-04-07,169.05
2017-04-10,167.3
2017-04-11,170.7
2017-04-12,170.05
2017-04-13,168.5
2017-04-17,170.35
2017-04-18,166.35
2017-04-19,167.7
2017-04-20,168.55
2017-04-21,177.5
2017-04-24,178.1
2017-04-25,174.15
2017-04-26,180.95
2017-04-27,182.65
2017-04-28,189.85
2017-05-02,191.95
2017-05-03,186.05
2017-05-04,184.35
2017-05-05,177.9
2017-05-08,174.95
2017-05-09,175.5
2017-05-10,186.0
2017-05-11,182.2
2017-05-12,178.95
2017-05-15,185.95
2017-05-16,182.3
2017-05-17,183.05
2017-05-18,179.45
2017-05-19,180.3
2017-05-22,175.6
2017-05-23,168.15
2017-05-24,167.1
2017-05-25,168.15
2017-05-26,167.95
2017-05-29,170.45
2017-05-30,182.4
2017-05-31,178.45
2017-06-01,178.55
2017-06-02,179.35
2017-06-05,180.65
2017-06-06,176.55
2017-06-07,174.8
2017-06-08,176.9
2017-06-09,180.9
2017-06-12,180.6
2017-06-13,178.65
2017-06-14,176.65
2017-06-15,176.4
2017-06-16,176.15
2017-06-19,176.2
2017-06-20,178.5
2017-06-21,176.95
2017-06-22,177.55
2017-06-23,172.7
2017-06-27,168.95
2017-06-28,171.0
2017-06-29,170.8
2017-06-30,170.15
2017-07-03,171.35
2017-07-04,198.65
2017-07-05,188.65
2017-07-06,190.0
2017-07-07,189.65
2017-07-10,187.15
2017-07-11,183.5
2017-07-12,193.3
2017-07-13,193.05
2017-07-14,187.9
2017-07-17,187.3
2017-07-18,192.0
2017-07-19,192.6
2017-07-20,206.4
2017-07-21,204.25
2017-07-24,207.35
2017-07-25,202.9
2017-07-26,204.55
2017-07-27,196.75
2017-07-28,195.5
2017-07-31,198.95
2017-08-01,196.2
2017-08-02,195.15
2017-08-03,199.15
2017-08-04,196.1
2017-08-07,195.9
2017-08-08,192.35
2017-08-09,185.8
2017-08-10,178.3
2017-08-11,172.5
2017-08-14,175.2
2017-08-16,177.8
2017-08-17,179.45
2017-08-18,177.2
2017-08-21,175.25
2017-08-22,172.95
2017-08-23,173.8
2017-08-24,180.55
2017-08-28,182.0
2017-08-29,183.5
2017-08-30,185.75
2017-08-31,187.3
2017-09-01,187.95
2017-09-04,183.95
2017-09-05,188.0
2017-09-06,185.3
2017-09-07,184.0
2017-09-08,203.35
2017-09-11,244.0
2017-09-12,271.05
2017-09-13,253.0
2017-09-14,275.05
2017-09-15,282.5
2017-09-18,297.2
2017-09-19,295.25
2017-09-20,284.05
2017-09-21,289.95
2017-09-22,269.65
2017-09-25,271.15
2017-09-26,269.65
2017-09-27,259.3
2017-11-14,251.4
2017-11-15,243.35
2017-11-16,244.15
2017-11-17,245.3
2017-11-20,245.6
2017-11-21,250.45
2017-11-22,252.05
2017-11-23,247.75
2017-11-24,245.7
2017-11-27,247.2
2017-11-28,246.2
2017-11-29,243.85
2017-11-30,241.45
2017-12-01,237.15
2017-12-04,235.35
2017-12-05,237.4
2017-12-06,235.7
2017-12-07,240.8
2017-12-08,239.75
2017-12-11,237.65
2017-12-12,234.8
2017-12-13,234.25
2017-12-14,224.95
2017-12-15,246.65
2017-12-18,256.0
2017-12-19,259.5
2017-12-20,256.85
2017-12-21,254.45
2017-12-22,248.8
2017-12-26,249.1
2017-12-27,249.0
2017-12-28,257.0
2017-12-29,259.55
