Date,AURIONPRO
2017-01-02,143.25
2017-01-03,147.65
2017-01-04,150.0
2017-01-05,154.1
2017-01-06,150.2
2017-01-09,145.5
2017-01-10,147.9
2017-01-11,143.25
2017-01-12,139.1
2017-01-13,139.4
2017-01-16,139.15
2017-01-17,140.55
2017-01-18,139.95
2017-01-19,139.3
2017-01-20,137.4
2017-01-23,136.45
2017-01-24,138.9
2017-01-25,137.95
2017-01-27,136.5
2017-01-30,133.5
2017-01-31,127.05
2017-02-01,130.35
2017-02-02,128.9
2017-02-03,126.45
2017-02-06,128.15
2017-02-07,128.95
2017-02-08,127.8
2017-02-09,134.85
2017-02-10,134.95
2017-02-13,135.6
2017-02-14,126.15
2017-02-15,123.8
2017-02-16,124.4
2017-02-17,123.15
2017-02-20,122.45
2017-02-21,123.45
2017-02-22,119.75
2017-02-23,117.3
2017-02-27,114.15
2017-02-28,128.75
2017-03-01,125.9
2017-03-02,128.1
2017-03-03,124.5
2017-03-06,122.7
2017-03-07,123.15
2017-03-08,122.25
2017-03-09,122.1
2017-03-10,120.5
2017-03-14,123.65
2017-03-15,123.7
2017-03-16,123.25
2017-03-17,122.05
2017-03-20,121.9
2017-03-21,122.35
2017-03-22,122.45
2017-03-23,121.75
2017-03-24,123.45
2017-03-27,122.35
2017-03-28,120.4
2017-03-29,120.85
2017-03-30,123.35
2017-03-31,124.1
2017-04-03,133.25
2017-04-05,137.65
2017-04-06,134.1
2017-04-07,129.4
2017-04-10,130.3
2017-04-11,132.25
2017-04-12,130.95
2017-04-13,129.5
2017-04-17,129.5
2017-04-18,128.0
2017-04-19,129.6
2017-04-20,127.9
2017-04-21,127.95
2017-04-24,128.5
2017-04-25,129.75
2017-04-26,129.5
2017-04-27,128.35
2017-04-28,125.75
2017-05-02,130.1
2017-05-03,134.75
2017-05-04,130.55
2017-05-05,127.75
2017-05-08,130.4
2017-05-09,129.95
2017-05-10,130.05
2017-05-11,126.0
2017-05-12,122.95
2017-05-15,124.0
2017-05-16,124.5
2017-05-17,122.05
2017-05-18,119.7
2017-05-19,117.65
2017-05-22,115.0
2017-05-23,113.35
2017-05-24,116.3
2017-05-25,117.6
2017-05-26,120.25
2017-05-29,117.5
2017-05-30,117.1
2017-05-31,116.15
2017-06-01,116.4
2017-06-02,114.8
2017-06-05,113.55
2017-06-06,113.65
2017-06-07,113.0
2017-06-08,110.65
2017-06-09,106.15
2017-06-12,104.5
2017-06-13,106.55
2017-06-14,127.25
2017-06-15,126.5
2017-06-16,129.1
2017-06-19,127.55
2017-06-20,126.75
2017-06-21,126.0
2017-06-22,130.4
2017-06-23,126.15
2017-06-27,122.7
2017-06-28,119.55
2017-06-29,119.5
2017-06-30,119.0
2017-07-03,123.65
2017-07-04,122.65
2017-07-05,122.65
2017-07-06,121.95
2017-07-07,121.0
2017-07-10,121.25
2017-07-11,119.05
2017-07-12,119.75
2017-07-13,122.25
2017-07-14,124.35
2017-07-17,122.6
2017-07-18,120.5
2017-07-19,120.1
2017-07-20,117.1
2017-07-21,117.35
2017-07-24,117.85
2017-07-25,129.55
2017-07-26,127.0
2017-07-27,124.6
2017-07-28,127.8
2017-07-31,129.0
2017-08-01,126.9
2017-08-02,125.85
2017-08-03,128.25
2017-08-04,125.3
2017-08-07,125.15
2017-08-08,126.1
2017-08-09,122.2
2017-08-10,117.3
2017-08-11,114.95
2017-08-14,118.65
2017-08-16,117.05
2017-08-17,116.45
2017-08-18,117.65
2017-08-21,117.1
2017-08-22,116.55
2017-08-23,116.2
2017-08-24,117.7
2017-08-28,122.05
2017-08-29,127.05
2017-08-30,128.3
2017-08-31,125.9
2017-09-01,126.1
2017-09-04,129.75
2017-09-05,128.4
2017-09-06,133.0
2017-09-07,132.1
2017-09-08,131.35
2017-09-11,137.6
2017-09-12,134.95
2017-09-13,136.1
2017-09-14,148.15
2017-09-15,142.55
2017-09-18,142.85
2017-09-19,148.55
2017-09-20,150.6
2017-09-21,157.95
2017-09-22,150.4
2017-09-25,151.95
2017-09-26,153.1
2017-09-27,146.85
2017-09-28,142.0
2017-09-29,146.8
2017-10-03,145.05
2017-10-04,143.85
2017-10-05,146.65
2017-10-06,146.4
2017-10-09,146.25
2017-10-10,144.0
2017-10-11,138.85
2017-10-12,140.8
2017-10-13,139.45
2017-10-16,135.95
2017-10-17,133.2
2017-10-18,144.45
2017-10-19,147.0
2017-10-23,147.0
2017-10-24,154.3
2017-10-25,151.05
2017-10-26,161.25
2017-10-27,163.9
2017-10-30,172.65
2017-10-31,168.9
2017-11-01,169.0
2017-11-02,173.05
2017-11-03,175.2
2017-11-06,175.75
2017-11-07,168.7
2017-11-08,166.0
2017-11-09,175.2
2017-11-10,170.4
2017-11-13,172.95
2017-11-14,173.6
2017-11-15,168.8
2017-11-16,166.25
2017-11-17,169.1
2017-11-20,169.3
2017-11-21,169.9
2017-11-22,171.6
2017-11-23,170.9
2017-11-24,174.95
2017-11-27,188.85
2017-11-28,188.65
2017-11-29,183.2
2017-11-30,184.6
2017-12-01,178.65
2017-12-04,174.7
2017-12-05,171.3
2017-12-06,179.2
2017-12-07,180.0
2017-12-08,180.55
2017-12-11,182.2
2017-12-12,175.25
2017-12-13,172.15
2017-12-14,172.8
2017-12-15,172.85
2017-12-18,177.2
2017-12-19,186.1
2017-12-20,188.55
2017-12-21,187.7
2017-12-22,190.05
2017-12-26,224.0
2017-12-27,212.5
2017-12-28,229.0
2017-12-29,233.8
