Date,ALICON
2017-01-02,359.0
2017-01-03,374.0
2017-01-04,375.55
2017-01-05,382.35
2017-01-06,377.4
2017-01-09,371.4
2017-01-10,374.3
2017-01-11,375.45
2017-01-12,384.7
2017-01-13,376.45
2017-01-16,378.1
2017-01-17,384.65
2017-01-18,395.45
2017-01-19,390.05
2017-01-20,384.65
2017-01-23,392.75
2017-01-24,384.95
2017-01-25,388.35
2017-01-27,404.55
2017-01-30,400.35
2017-01-31,384.55
2017-02-01,378.55
2017-02-02,379.8
2017-02-03,379.0
2017-02-06,388.4
2017-02-07,392.2
2017-02-08,391.6
2017-02-09,391.0
2017-02-10,392.05
2017-02-13,387.6
2017-02-14,387.85
2017-02-15,369.8
2017-02-16,370.75
2017-02-17,371.55
2017-02-20,371.35
2017-02-21,372.0
2017-02-22,373.65
2017-02-23,372.65
2017-02-27,372.7
2017-02-28,385.0
2017-03-01,395.65
2017-03-02,389.0
2017-03-03,394.25
2017-03-06,390.4
2017-03-07,393.75
2017-03-08,389.65
2017-03-09,387.4
2017-03-10,392.75
2017-03-14,397.65
2017-03-15,414.6
2017-03-16,418.85
2017-03-17,417.05
2017-03-20,412.9
2017-03-21,407.9
2017-03-22,401.65
2017-03-23,407.1
2017-03-24,429.4
2017-03-27,420.75
2017-03-28,435.45
2017-03-29,442.5
2017-03-30,444.8
2017-03-31,451.35
2017-04-03,444.8
2017-04-05,458.8
2017-04-06,463.6
2017-04-07,467.0
2017-04-10,486.95
2017-04-11,490.25
2017-04-12,475.85
2017-04-13,478.75
2017-04-17,481.55
2017-04-18,471.1
2017-04-19,466.0
2017-04-20,469.2
2017-04-21,462.5
2017-04-24,447.55
2017-04-25,462.3
2017-04-26,469.9
2017-04-27,464.65
2017-04-28,452.6
2017-05-02,479.6
2017-05-03,518.0
2017-05-04,516.05
2017-05-05,518.25
2017-05-08,515.15
2017-05-09,507.55
2017-05-10,516.4
2017-05-11,496.7
2017-05-12,499.75
2017-05-15,512.25
2017-05-16,522.45
2017-05-17,522.2
2017-05-18,503.8
2017-05-19,507.05
2017-05-22,489.0
2017-05-23,491.25
2017-05-24,467.25
2017-05-25,479.5
2017-05-26,492.75
2017-05-29,490.1
2017-05-30,484.0
2017-05-31,488.85
2017-06-01,498.65
2017-06-02,508.85
2017-06-05,505.7
2017-06-06,498.6
2017-06-07,503.7
2017-06-08,494.3
2017-06-09,502.2
2017-06-12,498.4
2017-06-13,503.6
2017-06-14,519.5
2017-06-15,516.7
2017-06-16,518.45
2017-06-19,518.4
2017-06-20,516.05
2017-06-21,509.95
2017-06-22,509.0
2017-06-23,489.85
2017-06-27,478.9
2017-06-28,485.5
2017-06-29,482.05
2017-06-30,482.95
2017-07-03,490.0
2017-07-04,482.4
2017-07-05,486.85
2017-07-06,502.85
2017-07-07,503.35
2017-07-10,501.65
2017-07-11,555.8
2017-07-12,551.55
2017-07-13,535.45
2017-07-14,532.35
2017-07-17,519.35
2017-07-18,520.55
2017-07-19,534.2
2017-07-20,609.6
2017-07-21,585.4
2017-07-24,592.6
2017-07-25,621.9
2017-07-26,620.9
2017-07-27,601.15
2017-07-28,589.0
2017-07-31,584.15
2017-08-01,584.9
2017-08-02,576.8
2017-08-03,566.5
2017-08-04,579.1
2017-08-07,579.8
2017-08-08,571.1
2017-08-09,561.95
2017-08-10,513.6
2017-08-11,527.85
2017-08-14,529.8
2017-08-16,526.35
2017-08-17,526.05
2017-08-18,522.75
2017-08-21,512.15
2017-08-22,507.1
2017-08-23,528.25
2017-08-24,535.2
2017-08-28,528.65
2017-08-29,524.45
2017-08-30,524.8
2017-08-31,540.05
2017-09-01,539.8
2017-09-04,533.0
2017-09-05,551.3
2017-09-06,550.75
2017-09-07,546.8
2017-09-08,544.95
2017-09-11,574.7
2017-09-12,569.95
2017-09-13,587.55
2017-09-14,568.4
2017-09-15,564.05
2017-09-18,561.4
2017-09-19,568.5
2017-09-20,552.55
2017-09-21,540.65
2017-09-22,538.85
2017-09-25,529.6
2017-09-26,546.9
2017-09-27,521.2
2017-09-28,534.7
2017-09-29,539.7
2017-10-03,548.45
2017-10-04,535.35
2017-10-05,543.45
2017-10-06,558.7
2017-10-09,569.85
2017-10-10,567.35
2017-10-11,553.35
2017-10-12,548.2
2017-10-13,543.5
2017-10-16,554.0
2017-10-17,545.8
2017-10-18,540.95
2017-10-19,546.15
2017-10-23,573.2
2017-10-24,595.5
2017-10-25,597.2
2017-10-26,611.6
2017-10-27,601.1
2017-10-30,613.7
2017-10-31,604.4
2017-11-01,602.75
2017-11-02,595.15
2017-11-03,619.2
2017-11-06,610.05
2017-11-07,601.3
2017-11-08,584.45
2017-11-09,580.9
2017-11-10,585.95
2017-11-13,571.55
2017-11-14,589.1
2017-11-15,576.9
2017-11-16,599.1
2017-11-17,593.65
2017-11-20,595.0
2017-11-21,592.3
2017-11-22,594.3
2017-11-23,592.05
2017-11-24,590.95
2017-11-27,584.5
2017-11-28,579.9
2017-11-29,572.75
2017-11-30,577.2
2017-12-01,569.6
2017-12-04,555.15
2017-12-05,560.05
2017-12-06,558.95
2017-12-07,563.25
2017-12-08,556.05
2017-12-11,573.5
2017-12-12,558.4
2017-12-13,558.85
2017-12-14,567.55
2017-12-15,572.65
2017-12-18,570.2
2017-12-19,575.5
2017-12-20,612.0
2017-12-21,635.0
2017-12-22,622.25
2017-12-26,618.55
2017-12-27,660.9
2017-12-28,707.2
2017-12-29,705.0
