Date,HEG
2017-01-02,151.1
2017-01-03,155.55
2017-01-04,164.45
2017-01-05,167.6
2017-01-06,163.1
2017-01-09,179.85
2017-01-10,182.7
2017-01-11,187.85
2017-01-12,185.55
2017-01-13,182.3
2017-01-16,180.5
2017-01-17,184.1
2017-01-18,185.5
2017-01-19,187.0
2017-01-20,182.8
2017-01-23,180.75
2017-01-24,183.55
2017-01-25,182.95
2017-01-27,179.3
2017-01-30,176.65
2017-01-31,175.7
2017-02-01,182.95
2017-02-02,181.0
2017-02-03,186.1
2017-02-06,182.4
2017-02-07,188.3
2017-02-08,183.0
2017-02-09,182.15
2017-02-10,184.5
2017-02-13,183.35
2017-02-14,184.25
2017-02-15,184.95
2017-02-16,187.9
2017-02-17,184.15
2017-02-20,183.6
2017-02-21,182.65
2017-02-22,191.65
2017-02-23,194.35
2017-02-27,198.0
2017-02-28,210.85
2017-03-01,220.7
2017-03-02,208.95
2017-03-03,210.8
2017-03-06,210.2
2017-03-07,202.5
2017-03-08,221.65
2017-03-09,219.75
2017-03-10,221.25
2017-03-14,223.4
2017-03-15,223.75
2017-03-16,233.45
2017-03-17,225.8
2017-03-20,221.4
2017-03-21,217.05
2017-03-22,222.85
2017-03-23,223.15
2017-03-24,219.35
2017-03-27,216.65
2017-03-28,219.85
2017-03-29,213.95
2017-03-30,221.25
2017-03-31,222.75
2017-04-03,225.0
2017-04-05,269.85
2017-04-06,263.45
2017-04-07,271.55
2017-04-10,275.5
2017-04-11,272.45
2017-04-12,272.85
2017-04-13,273.05
2017-04-17,270.05
2017-04-18,276.35
2017-04-19,282.6
2017-04-20,286.6
2017-04-21,280.8
2017-04-24,285.6
2017-04-25,289.6
2017-04-26,285.9
2017-04-27,315.2
2017-04-28,312.5
2017-05-02,307.45
2017-05-03,300.0
2017-05-04,305.0
2017-05-05,293.55
2017-05-08,291.4
2017-05-09,301.3
2017-05-10,295.85
2017-05-11,301.7
2017-05-12,301.2
2017-05-15,303.75
2017-05-16,300.95
2017-05-17,293.65
2017-05-18,289.1
2017-05-19,275.0
2017-05-22,257.3
2017-05-23,260.95
2017-05-24,240.55
2017-05-25,242.4
2017-05-26,290.85
2017-05-29,274.8
2017-05-30,282.6
2017-05-31,279.9
2017-06-01,272.05
2017-06-02,273.95
2017-06-05,277.8
2017-06-06,266.05
2017-06-07,276.4
2017-06-08,271.05
2017-06-09,265.95
2017-06-12,261.6
2017-06-13,257.8
2017-06-14,252.9
2017-06-15,262.7
2017-06-16,263.1
2017-06-19,272.1
2017-06-20,281.05
2017-06-21,333.05
2017-06-22,311.5
2017-06-23,315.0
2017-06-27,323.5
2017-06-28,318.4
2017-06-29,325.2
2017-06-30,370.65
2017-07-03,387.15
2017-07-04,417.2
2017-07-05,427.45
2017-07-06,422.95
2017-07-07,403.6
2017-07-10,416.1
2017-07-11,406.9
2017-07-12,406.05
2017-07-13,409.25
2017-07-14,400.15
2017-07-17,396.35
2017-07-18,394.6
2017-07-19,413.1
2017-07-20,454.4
2017-07-21,476.65
2017-07-24,483.7
2017-07-25,473.3
2017-07-26,463.4
2017-07-27,457.0
2017-07-28,451.1
2017-07-31,495.75
2017-08-01,493.55
2017-08-02,498.2
2017-08-03,481.6
2017-08-04,475.85
2017-08-07,489.1
2017-08-08,480.5
2017-08-09,481.3
2017-08-10,474.25
2017-08-11,468.85
2017-08-14,476.85
2017-08-16,468.2
2017-08-17,475.85
2017-08-18,470.8
2017-08-21,473.0
2017-08-22,471.65
2017-08-23,484.0
2017-08-24,523.4
2017-08-28,595.3
2017-08-29,606.5
2017-08-30,678.65
2017-08-31,689.1
2017-09-01,675.4
2017-09-04,668.2
2017-09-05,714.65
2017-09-06,705.1
2017-09-07,693.85
2017-09-08,708.85
2017-09-11,711.15
2017-09-12,701.25
2017-09-13,677.25
2017-09-14,744.95
2017-09-15,819.4
2017-09-18,901.3
2017-09-19,946.35
2017-09-20,993.65
2017-09-21,1043.3
2017-09-22,991.15
2017-09-25,941.6
2017-09-26,952.25
2017-09-27,904.65
2017-09-28,894.65
2017-09-29,933.2
2017-10-03,979.85
2017-10-04,1028.8
2017-10-05,1080.2
2017-10-06,1134.2
2017-10-09,1247.6
2017-10-10,1310.85
2017-10-11,1244.8
2017-10-12,1228.7
2017-10-13,1302.15
2017-10-16,1328.25
2017-10-17,1242.1
2017-10-18,1264.75
2017-10-19,1252.1
2017-10-23,1263.2
2017-10-24,1314.15
2017-10-25,1341.0
2017-10-26,1315.5
2017-10-27,1447.05
2017-10-30,1590.45
2017-10-31,1710.95
2017-11-01,1718.1
2017-11-02,1752.75
2017-11-03,1840.35
2017-11-06,1932.35
2017-11-07,1994.7
2017-11-08,1895.0
2017-11-09,1937.05
2017-11-10,1903.5
2017-11-13,1998.65
2017-11-14,2077.95
2017-11-15,1974.1
2017-11-16,1940.95
2017-11-17,1843.95
2017-11-20,1751.8
2017-11-21,1664.25
2017-11-22,1747.45
2017-11-23,1732.7
2017-11-24,1646.1
2017-11-27,1637.05
2017-11-28,1650.25
2017-11-29,1730.35
2017-11-30,1749.2
2017-12-01,1705.65
2017-12-04,1620.95
2017-12-05,1701.95
2017-12-06,1750.6
2017-12-07,1838.1
2017-12-08,1930.0
2017-12-11,1871.7
2017-12-12,1965.25
2017-12-13,1887.2
2017-12-14,1900.6
2017-12-15,1995.6
2017-12-18,1998.75
2017-12-19,2013.2
2017-12-20,1944.45
2017-12-21,1906.65
2017-12-22,1999.45
2017-12-26,2098.2
2017-12-27,2120.15
2017-12-28,2225.1
2017-12-29,2336.35
