Date,3MINDIA
2017-01-02,11056.45
2017-01-03,10917.2
2017-01-04,10808.45
2017-01-05,11097.4
2017-01-06,11305.0
2017-01-09,11503.75
2017-01-10,11678.35
2017-01-11,12511.4
2017-01-12,12579.0
2017-01-13,12465.85
2017-01-16,12455.75
2017-01-17,12548.15
2017-01-18,12298.3
2017-01-19,12282.8
2017-01-20,12293.4
2017-01-23,12299.45
2017-01-24,12393.15
2017-01-25,12546.85
2017-01-27,12475.4
2017-01-30,12173.7
2017-01-31,11957.5
2017-02-01,11763.85
2017-02-02,11676.15
2017-02-03,11601.65
2017-02-06,11985.6
2017-02-07,11892.25
2017-02-08,11796.4
2017-02-09,11790.15
2017-02-10,11511.9
2017-02-13,11266.5
2017-02-14,11294.8
2017-02-15,11130.3
2017-02-16,11190.85
2017-02-17,11078.95
2017-02-20,11111.4
2017-02-21,11189.35
2017-02-22,11135.85
2017-02-23,11038.15
2017-02-27,11197.8
2017-02-28,11164.8
2017-03-01,11098.65
2017-03-02,10985.65
2017-03-03,10919.1
2017-03-06,10919.65
2017-03-07,10820.3
2017-03-08,10789.9
2017-03-09,10882.45
2017-03-10,10859.7
2017-03-14,11042.0
2017-03-15,11078.4
2017-03-16,11187.65
2017-03-17,11051.8
2017-03-20,11073.75
2017-03-21,11063.3
2017-03-22,11001.9
2017-03-23,11019.45
2017-03-24,11044.35
2017-03-27,11028.85
2017-03-28,11152.25
2017-03-29,11041.1
2017-03-30,11243.8
2017-03-31,11567.55
2017-04-03,11930.95
2017-04-05,11858.75
2017-04-06,12153.15
2017-04-07,11998.4
2017-04-10,11941.75
2017-04-11,12004.25
2017-04-12,12009.9
2017-04-13,12049.6
2017-04-17,12002.55
2017-04-18,11974.75
2017-04-19,11856.45
2017-04-20,11848.1
2017-04-21,11685.25
2017-04-24,11553.25
2017-04-25,11434.75
2017-04-26,11593.75
2017-04-27,11593.55
2017-04-28,11499.7
2017-05-02,11370.3
2017-05-03,11291.35
2017-05-04,11476.3
2017-05-05,11356.8
2017-05-08,11539.15
2017-05-09,11992.05
2017-05-10,12219.65
2017-05-11,12435.4
2017-05-12,12609.25
2017-05-15,12791.85
2017-05-16,13811.0
2017-05-17,14130.05
2017-05-18,13667.35
2017-05-19,13294.05
2017-05-22,13199.1
2017-05-23,13293.55
2017-05-24,12887.25
2017-05-25,13020.05
2017-05-26,14034.25
2017-05-29,14001.25
2017-05-30,14020.3
2017-05-31,13835.2
2017-06-01,13728.7
2017-06-02,13711.7
2017-06-05,13775.8
2017-06-06,13786.9
2017-06-07,13983.0
2017-06-08,14013.85
2017-06-09,13913.95
2017-06-12,13844.35
2017-06-13,13961.5
2017-06-14,13927.85
2017-06-15,13953.9
2017-06-16,13894.7
2017-06-19,13884.85
2017-06-20,13948.2
2017-06-21,13897.7
2017-06-22,13849.4
2017-06-23,13732.8
2017-06-27,13460.55
2017-06-28,13266.7
2017-06-29,13409.9
2017-06-30,13236.5
2017-07-03,13505.45
2017-07-04,13696.1
2017-07-05,13881.05
2017-07-06,13796.9
2017-07-07,13688.4
2017-07-10,13667.65
2017-07-11,13567.7
2017-07-12,13778.7
2017-07-13,13504.7
2017-07-14,13664.3
2017-07-17,13686.2
2017-07-18,13589.2
2017-07-19,13385.35
2017-07-20,13383.55
2017-07-21,13386.9
2017-07-24,13351.25
2017-07-25,13281.85
2017-07-26,13405.45
2017-07-27,13226.25
2017-07-28,13383.05
2017-07-31,13378.25
2017-08-01,13354.2
2017-08-02,13290.7
2017-08-03,13342.85
2017-08-04,13277.1
2017-08-07,13826.4
2017-08-08,13605.75
