Date,NAHARINDUS
2017-01-02,109.05
2017-01-03,108.9
2017-01-04,109.35
2017-01-05,108.1
2017-01-06,107.4
2017-01-09,108.3
2017-01-10,114.25
2017-01-11,115.6
2017-01-12,114.5
2017-01-13,113.7
2017-01-16,114.9
2017-01-17,115.85
2017-01-18,118.7
2017-01-19,118.4
2017-01-20,121.7
2017-01-23,129.05
2017-01-24,133.95
2017-01-25,135.9
2017-01-27,134.85
2017-01-30,127.15
2017-01-31,123.2
2017-02-01,128.75
2017-02-02,130.35
2017-02-03,129.9
2017-02-06,129.8
2017-02-07,136.25
2017-02-08,139.2
2017-02-09,137.7
2017-02-10,136.95
2017-02-13,133.35
2017-02-14,125.25
2017-02-15,113.7
2017-02-16,118.05
2017-02-17,118.0
2017-02-20,117.4
2017-02-21,121.8
2017-02-22,117.8
2017-02-23,116.6
2017-02-27,116.75
2017-02-28,116.55
2017-03-01,118.3
2017-03-02,116.0
2017-03-03,115.75
2017-03-06,116.2
2017-03-07,114.95
2017-03-08,113.8
2017-03-09,113.75
2017-03-10,113.5
2017-03-14,113.95
2017-03-15,114.4
2017-03-16,114.75
2017-03-17,114.2
2017-03-20,113.85
2017-03-21,114.1
2017-03-22,112.9
2017-03-23,112.1
2017-03-24,113.35
2017-03-27,114.4
2017-03-28,115.05
2017-03-29,114.5
2017-03-30,114.0
2017-03-31,113.25
2017-04-03,119.35
2017-04-05,120.1
2017-04-06,119.8
2017-04-07,121.35
2017-04-10,121.85
2017-04-11,126.3
2017-04-12,123.5
2017-04-13,122.4
2017-04-17,136.05
2017-04-18,133.6
2017-04-19,137.4
2017-04-20,141.95
2017-04-21,140.55
2017-04-24,147.2
2017-04-25,145.25
2017-04-26,142.75
2017-04-27,140.35
2017-04-28,141.1
2017-05-02,138.45
2017-05-03,144.2
2017-05-04,141.35
2017-05-05,136.55
2017-05-08,139.4
2017-05-09,136.45
2017-05-10,136.85
2017-05-11,136.65
2017-05-12,136.2
2017-05-15,140.4
2017-05-16,139.25
2017-05-17,139.65
2017-05-18,138.15
2017-05-19,134.1
2017-05-22,129.75
2017-05-23,124.6
2017-05-24,123.7
2017-05-25,129.45
2017-05-26,128.45
2017-05-29,124.95
2017-05-30,124.55
2017-05-31,113.8
2017-06-01,119.15
2017-06-02,118.3
2017-06-05,116.55
2017-06-06,116.0
2017-06-07,116.35
2017-06-08,116.3
2017-06-09,116.9
2017-06-12,115.45
2017-06-13,115.3
2017-06-14,117.05
2017-06-15,117.45
2017-06-16,117.95
2017-06-19,116.15
2017-06-20,115.95
2017-06-21,114.15
2017-06-22,115.4
2017-06-23,111.7
2017-06-27,107.9
2017-06-28,106.4
2017-06-29,108.0
2017-06-30,104.9
2017-07-03,103.05
2017-07-04,103.75
2017-07-05,116.1
2017-07-06,116.15
2017-07-07,114.4
2017-07-10,115.1
2017-07-11,116.2
2017-07-12,117.45
2017-07-13,118.8
2017-07-14,116.25
2017-07-17,115.25
2017-07-18,113.35
2017-07-19,114.55
2017-07-20,113.5
2017-07-21,113.3
2017-07-24,112.5
2017-07-25,112.25
2017-07-26,112.5
2017-07-27,110.5
2017-07-28,109.95
2017-07-31,110.2
2017-08-01,107.75
2017-08-02,108.85
2017-08-03,108.7
2017-08-04,109.45
2017-08-07,109.35
2017-08-08,106.0
2017-08-09,101.8
2017-08-10,93.85
2017-08-11,94.7
2017-08-14,93.75
2017-08-16,91.1
2017-08-17,92.85
2017-08-18,91.45
2017-08-21,90.95
2017-08-22,89.3
2017-08-23,91.05
2017-08-24,91.55
2017-08-28,93.15
2017-08-29,92.5
2017-08-30,93.5
2017-08-31,93.5
2017-09-01,99.25
2017-09-04,101.25
2017-09-05,106.45
2017-09-06,104.2
2017-09-07,112.8
2017-09-08,105.9
2017-09-11,105.65
2017-09-12,106.45
2017-09-13,104.9
2017-09-14,103.95
2017-09-15,101.65
2017-09-18,102.2
2017-09-19,102.1
2017-09-20,103.45
2017-09-21,103.2
2017-09-22,99.25
2017-09-25,96.7
2017-09-26,96.1
2017-09-27,95.75
2017-09-28,96.5
2017-09-29,94.35
2017-10-03,94.65
2017-10-04,95.2
2017-10-05,97.45
2017-10-06,98.65
2017-10-09,98.35
2017-10-10,98.8
2017-10-11,100.1
2017-10-12,100.6
2017-10-13,103.7
2017-10-16,103.85
2017-10-17,103.2
2017-10-18,104.65
2017-10-19,106.5
2017-10-23,106.2
2017-10-24,110.55
2017-10-25,110.75
2017-10-26,108.1
2017-10-27,106.95
2017-10-30,108.65
2017-10-31,110.9
2017-11-01,110.95
2017-11-02,109.75
2017-11-03,110.2
2017-11-06,110.8
2017-11-07,108.2
2017-11-08,104.6
2017-11-09,106.25
2017-11-10,104.15
2017-11-13,104.55
2017-11-14,102.35
2017-11-15,94.1
2017-11-16,94.7
2017-11-17,94.95
2017-11-20,95.95
2017-11-21,96.3
2017-11-22,96.65
2017-11-23,97.4
2017-11-24,98.05
2017-11-27,98.65
2017-11-28,99.0
2017-11-29,100.45
2017-11-30,98.7
2017-12-01,99.55
2017-12-04,98.7
2017-12-05,97.85
2017-12-06,99.1
2017-12-07,100.25
2017-12-08,100.35
2017-12-11,99.25
2017-12-12,98.55
2017-12-13,97.65
2017-12-14,96.75
2017-12-15,96.95
2017-12-18,97.8
2017-12-19,100.1
2017-12-20,99.05
2017-12-21,105.6
2017-12-22,104.15
2017-12-26,107.85
2017-12-27,106.45
2017-12-28,108.45
2017-12-29,108.65
