Date,RJL
2017-01-02,126.25
2017-01-03,126.75
2017-01-04,127.85
2017-01-05,129.25
2017-01-06,127.6
2017-01-09,133.05
2017-01-10,131.25
2017-01-11,131.95
2017-01-12,131.3
2017-01-13,131.95
2017-01-16,133.05
2017-01-17,131.1
2017-01-18,131.9
2017-01-19,130.7
2017-01-20,129.65
2017-01-23,133.85
2017-01-24,136.45
2017-01-25,136.2
2017-01-27,134.8
2017-01-30,134.7
2017-01-31,134.7
2017-02-01,132.05
2017-02-02,131.9
2017-02-03,133.7
2017-02-06,132.15
2017-02-07,134.95
2017-02-08,137.85
2017-02-09,139.25
2017-02-10,140.15
2017-02-13,159.55
2017-02-14,153.3
2017-02-15,148.45
2017-02-16,152.7
2017-02-17,150.95
2017-02-20,151.95
2017-02-21,151.5
2017-02-22,152.45
2017-02-23,152.15
2017-02-27,150.35
2017-02-28,149.3
2017-03-01,147.25
2017-03-02,145.0
2017-03-03,146.0
2017-03-06,148.35
2017-03-07,151.35
2017-03-08,149.45
2017-03-09,150.45
2017-03-10,148.3
2017-03-14,147.9
2017-03-15,146.8
2017-03-16,149.3
2017-03-17,146.0
2017-03-20,147.6
2017-03-21,148.25
2017-03-22,146.4
2017-03-23,145.9
2017-03-24,146.3
2017-03-27,146.7
2017-03-28,145.8
2017-03-29,142.5
2017-03-30,142.95
2017-03-31,139.55
2017-04-03,142.55
2017-04-05,152.95
2017-04-06,153.15
2017-04-07,152.75
2017-04-10,156.9
2017-04-11,164.15
2017-04-12,160.7
2017-04-13,156.8
2017-04-17,158.5
2017-04-18,157.1
2017-04-19,158.05
2017-04-20,157.15
2017-04-21,155.65
2017-04-24,153.85
2017-04-25,154.95
2017-04-26,155.25
2017-04-27,159.45
2017-04-28,159.8
2017-05-02,159.85
2017-05-03,158.2
2017-05-04,160.85
2017-05-05,158.15
2017-05-08,160.35
2017-05-09,162.75
2017-05-10,160.3
2017-05-11,160.4
2017-05-12,158.35
2017-05-15,160.05
2017-05-16,159.6
2017-05-17,159.5
2017-05-18,162.2
2017-05-19,162.45
2017-05-22,162.75
2017-05-23,157.45
2017-05-24,154.95
2017-05-25,159.95
2017-05-26,167.95
2017-05-29,173.55
2017-05-30,175.8
2017-05-31,167.65
2017-06-01,188.95
2017-06-02,188.3
2017-06-05,197.6
2017-06-06,201.4
2017-06-07,205.2
2017-06-08,201.35
2017-06-09,187.0
2017-06-12,176.15
2017-06-13,176.4
2017-06-14,178.8
2017-06-15,175.05
2017-06-16,173.9
2017-06-19,171.2
2017-06-20,175.95
2017-06-21,179.55
2017-06-22,179.9
2017-06-23,176.9
2017-06-27,172.45
2017-06-28,169.95
2017-06-29,171.1
2017-06-30,169.95
2017-07-03,173.3
2017-07-04,176.8
2017-07-05,176.4
2017-07-06,173.8
2017-07-07,170.65
2017-07-10,171.2
2017-07-11,170.15
2017-07-12,171.3
2017-07-13,171.1
2017-07-14,166.4
2017-07-17,167.05
2017-07-18,167.55
2017-07-19,167.7
2017-07-20,168.3
2017-07-21,171.7
2017-07-24,172.65
2017-07-25,174.95
2017-07-26,180.35
2017-07-27,184.8
2017-07-28,185.3
2017-07-31,191.1
2017-08-01,186.6
2017-08-02,194.0
2017-08-03,191.55
2017-08-04,191.6
2017-08-07,190.15
2017-08-08,191.85
2017-08-09,193.0
2017-08-10,190.05
2017-08-11,191.5
2017-08-14,187.5
2017-08-16,185.25
2017-08-17,194.8
2017-08-18,193.45
2017-08-21,190.35
2017-08-22,186.6
2017-08-23,198.1
2017-08-24,201.85
2017-08-28,206.2
2017-08-29,201.85
2017-08-30,201.05
2017-08-31,200.05
2017-09-01,195.2
2017-09-04,191.25
2017-09-05,190.8
2017-09-06,192.75
2017-09-07,192.3
2017-09-08,188.05
2017-09-11,187.35
2017-09-12,184.9
2017-09-13,184.8
2017-09-14,187.35
2017-09-15,188.2
2017-09-18,187.6
2017-09-19,185.5
2017-09-20,184.25
2017-09-21,184.0
2017-09-22,182.2
2017-09-25,182.7
2017-09-26,180.4
2017-09-27,175.55
2017-09-28,175.0
2017-09-29,175.85
2017-10-03,172.15
2017-10-04,175.1
2017-10-05,176.5
2017-10-06,174.5
2017-10-09,176.65
2017-10-10,175.2
2017-10-11,175.5
2017-10-12,175.05
2017-10-13,173.8
2017-10-16,172.8
2017-10-17,173.95
2017-10-18,175.05
2017-10-19,179.45
2017-10-23,176.8
2017-10-24,175.75
2017-10-25,175.5
2017-10-26,174.8
2017-10-27,173.95
2017-10-30,180.55
2017-10-31,174.65
2017-11-01,173.75
2017-11-02,174.2
2017-11-03,173.55
2017-11-06,177.25
2017-11-07,173.65
2017-11-08,172.6
2017-11-09,172.25
2017-11-10,172.55
2017-11-13,171.5
2017-11-14,170.9
2017-11-15,169.95
2017-11-16,169.55
2017-11-17,169.35
2017-11-20,171.2
2017-11-21,173.15
2017-11-22,174.15
2017-11-23,180.9
2017-11-24,184.75
2017-11-27,200.85
2017-11-28,206.4
2017-11-29,234.35
2017-11-30,230.7
2017-12-01,232.5
2017-12-04,248.7
2017-12-05,250.4
2017-12-06,257.05
2017-12-07,264.95
2017-12-08,257.0
2017-12-11,231.45
2017-12-12,232.55
2017-12-13,228.35
2017-12-14,229.55
2017-12-15,275.45
2017-12-18,317.4
2017-12-19,324.75
2017-12-20,372.95
2017-12-21,367.9
2017-12-22,355.35
2017-12-26,345.9
2017-12-27,333.7
2017-12-28,327.2
2017-12-29,338.5
