Date,AMJLAND
2017-01-02,21.2
2017-01-03,21.5
2017-01-04,21.95
2017-01-05,22.0
2017-01-06,21.5
2017-01-09,22.55
2017-01-10,22.1
2017-01-11,22.1
2017-01-12,22.1
2017-01-13,21.9
2017-01-16,21.9
2017-01-17,21.45
2017-01-18,21.85
2017-01-19,21.85
2017-01-20,21.35
2017-01-23,21.3
2017-01-24,21.2
2017-01-25,21.25
2017-01-27,20.65
2017-01-30,21.5
2017-01-31,20.85
2017-02-01,20.8
2017-02-02,20.9
2017-02-03,21.05
2017-02-06,21.15
2017-02-07,20.5
2017-02-08,21.1
2017-02-09,21.35
2017-02-10,20.85
2017-02-13,20.4
2017-02-14,20.4
2017-02-15,20.2
2017-02-16,20.1
2017-02-17,20.5
2017-02-20,20.75
2017-02-21,20.55
2017-02-22,20.35
2017-02-23,20.7
2017-02-27,20.45
2017-02-28,20.3
2017-03-01,20.3
2017-03-02,19.75
2017-03-03,19.75
2017-03-06,19.9
2017-03-07,19.7
2017-03-08,19.75
2017-03-09,19.65
2017-03-10,19.7
2017-03-14,19.6
2017-03-15,19.4
2017-03-16,19.55
2017-03-17,19.55
2017-03-20,19.45
2017-03-21,19.3
2017-03-22,19.45
2017-03-23,19.85
2017-03-24,20.35
2017-03-27,20.0
2017-03-28,20.55
2017-03-29,20.05
2017-03-30,20.0
2017-03-31,19.8
2017-04-03,19.85
2017-04-05,21.4
2017-04-06,21.95
2017-04-07,21.8
2017-04-10,21.4
2017-04-11,22.5
2017-04-12,22.15
2017-04-13,22.0
2017-04-17,21.3
2017-04-18,22.45
2017-04-19,24.75
2017-04-20,24.0
2017-04-21,23.3
2017-04-24,21.95
2017-04-25,22.0
2017-04-26,21.65
2017-04-27,21.65
2017-04-28,21.25
2017-05-02,25.5
2017-05-03,24.2
2017-05-04,23.95
2017-05-05,23.3
2017-05-08,23.45
2017-05-09,23.45
2017-05-10,25.4
2017-05-11,24.95
2017-05-12,24.1
2017-05-15,23.9
2017-05-16,24.2
2017-05-17,23.8
2017-05-18,23.1
2017-05-19,22.9
2017-05-22,26.75
2017-05-23,23.6
2017-05-24,23.0
2017-05-25,23.8
2017-05-26,24.25
2017-05-29,23.65
2017-05-30,23.85
2017-05-31,23.85
2017-06-01,24.1
2017-06-02,23.8
2017-06-05,23.9
2017-06-06,23.65
2017-06-07,23.85
2017-06-08,23.4
2017-06-09,23.9
2017-06-12,23.15
2017-06-13,23.1
2017-06-14,22.6
2017-06-15,22.6
2017-06-16,22.4
2017-06-19,21.65
2017-06-20,21.85
2017-06-21,22.25
2017-06-22,21.7
2017-06-23,21.95
2017-06-27,21.15
2017-06-28,20.75
2017-06-29,21.25
2017-06-30,21.9
2017-07-03,21.9
2017-07-04,22.0
2017-07-05,22.5
2017-07-06,22.35
2017-07-07,21.6
2017-07-10,21.8
2017-07-11,21.65
2017-07-12,21.85
2017-07-13,21.8
2017-07-14,22.1
2017-07-17,22.5
2017-07-18,21.5
2017-07-19,22.85
2017-07-20,24.1
2017-07-21,23.45
2017-07-24,24.9
2017-07-25,24.35
2017-07-26,24.05
2017-07-27,23.85
2017-07-28,23.95
2017-07-31,22.6
2017-08-01,22.4
2017-08-02,22.05
2017-08-03,21.85
2017-08-04,22.0
2017-08-07,23.0
2017-08-08,22.55
2017-08-09,21.9
2017-08-10,21.65
2017-08-11,21.35
2017-08-14,22.0
2017-08-16,22.2
2017-08-17,22.2
2017-08-18,22.4
2017-08-21,21.95
2017-08-22,21.7
2017-08-23,21.65
2017-08-24,21.9
2017-08-28,23.85
2017-08-29,22.15
2017-08-30,22.7
2017-08-31,23.35
2017-09-01,23.8
2017-09-04,22.85
2017-09-05,22.95
2017-09-06,23.0
2017-09-07,22.7
2017-09-08,23.75
2017-09-11,23.4
2017-09-12,23.0
2017-09-13,23.05
2017-09-14,22.95
2017-09-15,22.75
2017-09-18,23.7
2017-09-19,24.35
2017-09-20,24.5
2017-09-21,23.85
2017-09-22,23.0
2017-09-25,22.4
2017-09-26,23.35
2017-09-27,26.75
2017-09-28,24.65
2017-09-29,24.0
2017-10-03,23.85
2017-10-04,24.05
2017-10-05,23.85
2017-10-06,23.85
2017-10-09,24.2
2017-10-10,23.85
2017-10-11,23.85
2017-10-12,24.1
2017-10-13,23.9
2017-10-16,24.05
2017-10-17,23.9
2017-10-18,23.85
2017-10-19,24.0
2017-10-23,23.7
2017-10-24,23.8
2017-10-25,23.85
2017-10-26,23.7
2017-10-27,23.95
2017-10-30,23.9
2017-10-31,24.1
2017-11-01,24.05
2017-11-02,24.5
2017-11-03,24.5
2017-11-06,23.9
2017-11-07,23.85
2017-11-08,23.6
2017-11-09,23.75
2017-11-10,25.65
2017-11-13,24.95
2017-11-14,24.6
2017-11-15,24.25
2017-11-16,24.5
2017-11-17,24.55
2017-11-20,24.1
2017-11-21,24.25
2017-11-22,24.3
2017-11-23,24.55
2017-11-24,25.2
2017-11-27,24.8
2017-11-28,25.2
2017-11-29,24.8
2017-11-30,24.6
2017-12-01,24.3
2017-12-04,25.35
2017-12-05,25.35
2017-12-06,25.0
2017-12-07,25.2
2017-12-08,26.6
2017-12-11,28.35
2017-12-12,31.6
2017-12-13,29.9
2017-12-14,30.45
2017-12-15,30.1
2017-12-18,29.9
2017-12-19,29.9
2017-12-20,29.85
2017-12-21,30.7
2017-12-22,29.85
2017-12-26,29.9
2017-12-27,29.0
2017-12-28,28.95
2017-12-29,30.1
