Date,VIJSHAN
2017-01-02,11.7
2017-01-03,11.6
2017-01-04,11.3
2017-01-05,13.55
2017-01-06,13.4
2017-01-09,13.8
2017-01-10,15.0
2017-01-11,14.9
2017-01-12,14.9
2017-01-13,14.3
2017-01-16,14.45
2017-01-17,14.2
2017-01-18,13.7
2017-01-19,13.6
2017-01-20,13.65
2017-01-23,13.95
2017-01-24,13.7
2017-01-25,13.5
2017-01-27,13.35
2017-01-30,13.65
2017-01-31,13.15
2017-02-01,13.9
2017-02-02,13.7
2017-02-03,13.7
2017-02-06,14.65
2017-02-07,14.5
2017-02-08,14.4
2017-02-09,15.2
2017-02-10,15.55
2017-02-13,13.25
2017-02-14,13.05
2017-02-15,12.35
2017-02-16,12.15
2017-02-17,12.15
2017-02-20,12.3
2017-02-21,12.0
2017-02-22,11.6
2017-02-23,11.7
2017-02-27,12.1
2017-02-28,12.05
2017-03-01,12.3
2017-03-02,12.3
2017-03-03,12.0
2017-03-06,11.8
2017-03-07,12.15
2017-03-08,11.8
2017-03-09,11.8
2017-03-10,12.0
2017-03-14,12.1
2017-03-15,12.15
2017-03-16,12.15
2017-03-17,12.1
2017-03-20,11.8
2017-03-21,11.85
2017-03-22,12.0
2017-03-23,12.15
2017-03-24,11.95
2017-03-27,11.8
2017-03-28,11.9
2017-03-29,11.7
2017-03-30,11.8
2017-03-31,11.95
2017-04-03,12.0
2017-04-05,12.85
2017-04-06,13.05
2017-04-07,12.75
2017-04-10,12.7
2017-04-11,12.85
2017-04-12,12.4
2017-04-13,12.25
2017-04-17,13.2
2017-04-18,13.4
2017-04-19,13.85
2017-04-20,15.0
2017-04-21,15.0
2017-04-24,14.5
2017-04-25,15.8
2017-04-26,15.05
2017-04-27,15.6
2017-04-28,15.75
2017-05-02,16.0
2017-05-03,16.1
2017-05-04,16.6
2017-05-05,16.0
2017-05-08,16.35
2017-05-09,16.25
2017-05-10,16.25
2017-05-11,16.45
2017-05-12,16.15
2017-05-15,19.35
2017-05-16,18.4
2017-05-17,17.7
2017-05-18,17.35
2017-05-19,16.95
2017-05-22,16.8
2017-05-23,15.85
2017-05-24,15.85
2017-05-25,15.75
2017-05-26,16.15
2017-05-29,16.15
2017-05-30,15.55
2017-05-31,15.85
2017-06-01,15.9
2017-06-02,16.0
2017-06-05,14.75
2017-06-06,17.7
2017-06-07,17.45
2017-06-08,16.8
2017-06-09,18.0
2017-06-12,18.65
2017-06-13,18.4
2017-06-14,18.05
2017-06-15,18.0
2017-06-16,19.05
2017-06-19,18.75
2017-06-20,18.4
2017-06-21,19.0
2017-06-22,18.85
2017-06-23,18.8
2017-06-27,18.45
2017-06-28,20.55
2017-06-29,20.05
2017-06-30,19.5
2017-07-03,23.0
2017-07-04,22.75
2017-07-05,22.5
2017-07-06,22.05
2017-07-07,22.8
2017-07-10,21.95
2017-07-11,22.3
2017-07-12,22.05
2017-07-13,21.85
2017-07-14,24.7
2017-07-17,23.65
2017-07-18,23.4
2017-07-19,24.45
2017-07-20,24.0
2017-07-21,24.3
2017-07-24,24.65
2017-07-25,25.25
2017-07-26,25.75
2017-07-27,25.3
2017-07-28,25.75
2017-07-31,26.95
2017-08-01,26.75
2017-08-02,28.35
2017-08-03,26.7
2017-08-04,26.55
2017-08-07,27.25
2017-08-08,28.25
2017-08-09,27.5
2017-08-10,24.2
2017-08-11,25.0
2017-08-14,25.9
2017-08-16,25.35
2017-08-17,25.2
2017-08-18,24.65
2017-08-21,24.35
2017-08-22,22.55
2017-08-23,23.55
2017-08-24,24.25
2017-08-28,23.55
2017-08-29,22.3
2017-08-30,23.05
2017-08-31,22.9
2017-09-01,22.5
2017-09-04,21.45
2017-09-05,21.4
2017-09-06,22.65
2017-09-07,23.15
2017-09-08,22.6
2017-09-11,22.35
2017-09-12,22.35
2017-09-13,22.35
2017-09-14,24.05
2017-09-15,22.55
2017-09-18,22.35
2017-09-19,22.35
2017-09-20,22.0
2017-09-21,21.6
2017-09-22,21.2
2017-09-25,20.65
2017-09-26,21.8
2017-09-27,20.3
2017-09-28,21.05
2017-09-29,20.55
2017-10-03,21.1
2017-10-04,22.0
2017-10-05,22.1
2017-10-06,22.7
2017-10-09,24.3
2017-10-10,23.4
2017-10-11,22.65
2017-10-12,22.95
2017-10-13,22.8
2017-10-16,22.05
2017-10-17,21.95
2017-10-18,22.2
2017-10-19,22.5
2017-10-23,22.65
2017-10-24,22.9
2017-10-25,22.6
2017-10-26,22.5
2017-10-27,22.45
2017-10-30,22.45
2017-10-31,22.25
2017-11-01,23.0
2017-11-02,22.6
2017-11-03,21.55
2017-11-06,22.05
2017-11-07,21.65
2017-11-08,22.8
2017-11-09,24.25
2017-11-10,22.8
2017-11-13,23.45
2017-11-14,26.15
2017-11-15,23.85
2017-11-16,24.7
2017-11-17,25.4
2017-11-20,25.55
2017-11-21,24.95
2017-11-22,25.1
2017-11-23,24.75
2017-11-24,23.55
2017-11-27,23.8
2017-11-28,26.05
2017-11-29,25.9
2017-11-30,25.55
2017-12-01,25.05
2017-12-04,23.8
2017-12-05,23.25
2017-12-06,23.75
2017-12-07,26.0
2017-12-08,31.2
2017-12-11,28.95
2017-12-12,28.8
2017-12-13,26.85
2017-12-14,27.75
2017-12-15,27.45
2017-12-18,32.35
2017-12-19,31.25
2017-12-20,31.35
2017-12-21,32.55
2017-12-22,34.55
2017-12-26,34.15
2017-12-27,32.55
2017-12-28,31.65
2017-12-29,31.65
