Date,GAEL
2017-01-02,89.95
2017-01-03,92.45
2017-01-04,91.85
2017-01-05,94.05
2017-01-06,91.15
2017-01-09,92.8
2017-01-10,91.7
2017-01-11,92.85
2017-01-12,92.1
2017-01-13,91.75
2017-01-16,93.2
2017-01-17,93.05
2017-01-18,94.05
2017-01-19,92.75
2017-01-20,91.95
2017-01-23,91.95
2017-01-24,91.55
2017-01-25,91.75
2017-01-27,92.1
2017-01-30,95.05
2017-01-31,94.65
2017-02-01,94.1
2017-02-02,95.15
2017-02-03,95.1
2017-02-06,105.35
2017-02-07,105.2
2017-02-08,113.6
2017-02-09,110.95
2017-02-10,112.4
2017-02-13,114.1
2017-02-14,116.2
2017-02-15,114.25
2017-02-16,114.3
2017-02-17,112.05
2017-02-20,115.75
2017-02-21,116.2
2017-02-22,114.55
2017-02-23,113.2
2017-02-27,110.25
2017-02-28,106.1
2017-03-01,114.0
2017-03-02,107.3
2017-03-03,107.7
2017-03-06,102.3
2017-03-07,102.0
2017-03-08,102.9
2017-03-09,102.95
2017-03-10,100.95
2017-03-14,102.25
2017-03-15,105.55
2017-03-16,110.6
2017-03-17,109.0
2017-03-20,110.6
2017-03-21,108.05
2017-03-22,112.5
2017-03-23,112.8
2017-03-24,114.3
2017-03-27,113.2
2017-03-28,118.95
2017-03-29,118.05
2017-03-30,119.4
2017-03-31,118.8
2017-04-03,120.8
2017-04-05,120.55
2017-04-06,120.1
2017-04-07,116.5
2017-04-10,122.3
2017-04-11,130.1
2017-04-12,127.5
2017-04-13,129.05
2017-04-17,131.65
2017-04-18,133.6
2017-04-19,133.2
2017-04-20,135.3
2017-04-21,132.85
2017-04-24,136.7
2017-04-25,135.45
2017-04-26,134.3
2017-04-27,134.2
2017-04-28,130.9
2017-05-02,133.05
2017-05-03,134.05
2017-05-04,133.0
2017-05-05,140.95
2017-05-08,144.4
2017-05-09,141.7
2017-05-10,139.1
2017-05-11,139.05
2017-05-12,137.0
2017-05-15,140.1
2017-05-16,136.25
2017-05-17,134.65
2017-05-18,135.55
2017-05-19,132.05
2017-05-22,128.5
2017-05-23,124.0
2017-05-24,126.9
2017-05-25,131.1
2017-05-26,134.15
2017-05-29,134.95
2017-05-30,133.6
2017-05-31,133.55
2017-06-01,128.7
2017-06-02,130.5
2017-06-05,127.5
2017-06-06,129.55
2017-06-07,127.85
2017-06-08,127.0
2017-06-09,133.9
2017-06-12,135.3
2017-06-13,133.2
2017-06-14,136.25
2017-06-15,135.65
2017-06-16,135.15
2017-06-19,132.95
2017-06-20,133.0
2017-06-21,129.5
2017-06-22,129.7
2017-06-23,126.55
2017-06-27,125.2
2017-06-28,122.7
2017-06-29,123.05
2017-06-30,122.35
2017-07-03,129.35
2017-07-04,129.4
2017-07-05,125.95
2017-07-06,127.95
2017-07-07,130.45
2017-07-10,138.05
2017-07-11,135.9
2017-07-12,138.3
2017-07-13,139.0
2017-07-14,136.9
2017-07-17,138.6
2017-07-18,134.85
2017-07-19,137.9
2017-07-20,133.15
2017-07-21,133.25
2017-07-24,134.4
2017-07-25,133.25
2017-07-26,133.05
2017-07-27,132.45
2017-07-28,131.85
2017-07-31,119.65
2017-08-01,116.35
2017-08-02,114.8
2017-08-03,111.05
2017-08-04,110.2
2017-08-07,107.15
2017-08-08,110.75
2017-08-09,112.3
2017-08-10,108.6
2017-08-11,104.15
2017-08-14,106.45
2017-08-16,116.2
2017-08-17,122.35
2017-08-18,117.9
2017-08-21,115.1
2017-08-22,112.05
2017-08-23,111.35
2017-08-24,115.15
2017-08-28,115.55
2017-08-29,115.7
2017-08-30,119.95
2017-08-31,127.25
2017-09-01,129.2
2017-09-04,125.0
2017-09-05,125.2
2017-09-06,124.6
2017-09-07,125.05
2017-09-08,126.8
2017-09-11,142.35
2017-09-12,141.2
2017-09-13,142.45
2017-09-14,142.05
2017-09-15,142.85
2017-09-18,153.0
2017-09-19,160.95
2017-09-20,160.1
2017-09-21,155.05
2017-09-22,149.55
2017-09-25,147.55
2017-09-26,147.6
2017-09-27,141.1
2017-09-28,142.8
2017-09-29,141.75
2017-10-03,142.1
2017-10-04,159.75
2017-10-05,162.9
2017-10-06,166.65
2017-10-09,160.6
2017-10-10,162.7
2017-10-11,166.9
2017-10-12,165.25
2017-10-13,161.95
2017-10-16,158.75
2017-10-17,159.45
2017-10-18,162.65
2017-10-19,164.3
2017-10-23,161.65
2017-10-24,160.0
2017-10-25,169.4
2017-10-26,178.9
2017-10-27,172.0
2017-10-30,172.1
2017-10-31,172.35
2017-11-01,169.5
2017-11-02,172.8
2017-11-03,173.05
2017-11-06,169.35
2017-11-07,161.3
2017-11-08,163.7
2017-11-09,157.3
2017-11-10,149.85
2017-11-13,150.9
2017-11-14,152.1
2017-11-15,148.0
2017-11-16,152.9
2017-11-17,154.45
2017-11-20,156.5
2017-11-21,157.45
2017-11-22,158.95
2017-11-23,161.4
2017-11-24,175.1
2017-11-27,176.95
2017-11-28,169.7
2017-11-29,164.1
2017-11-30,161.75
2017-12-01,162.15
2017-12-04,161.05
2017-12-05,161.75
2017-12-06,164.25
2017-12-07,171.55
2017-12-08,192.85
2017-12-11,183.5
2017-12-12,180.4
2017-12-13,179.15
2017-12-14,178.35
2017-12-15,183.65
2017-12-18,183.65
2017-12-19,187.55
2017-12-20,201.0
2017-12-21,199.85
2017-12-22,196.9
2017-12-26,192.15
2017-12-27,201.2
2017-12-28,198.35
2017-12-29,195.25
