Date,SICAGEN
2017-01-02,24.55
2017-01-03,25.25
2017-01-04,25.25
2017-01-05,25.4
2017-01-06,25.5
2017-01-09,25.3
2017-01-10,25.7
2017-01-11,26.6
2017-01-12,27.0
2017-01-13,26.15
2017-01-16,27.45
2017-01-17,27.6
2017-01-18,27.35
2017-01-19,26.8
2017-01-20,25.75
2017-01-23,25.8
2017-01-24,27.75
2017-01-25,27.85
2017-01-27,27.35
2017-01-30,26.7
2017-01-31,26.15
2017-02-01,26.25
2017-02-02,26.35
2017-02-03,25.95
2017-02-06,25.9
2017-02-07,25.65
2017-02-08,26.0
2017-02-09,25.5
2017-02-10,26.7
2017-02-13,26.0
2017-02-14,26.05
2017-02-15,25.35
2017-02-16,25.75
2017-02-17,25.85
2017-02-20,25.75
2017-02-21,25.45
2017-02-22,25.55
2017-02-23,25.35
2017-02-27,25.3
2017-02-28,25.7
2017-03-01,25.8
2017-03-02,25.25
2017-03-03,25.15
2017-03-06,25.0
2017-03-07,25.15
2017-03-08,24.85
2017-03-09,24.7
2017-03-10,24.05
2017-03-14,24.15
2017-03-15,24.1
2017-03-16,24.8
2017-03-17,24.65
2017-03-20,24.55
2017-03-21,26.2
2017-03-22,26.4
2017-03-23,27.45
2017-03-24,26.95
2017-03-27,26.6
2017-03-28,26.3
2017-03-29,25.75
2017-03-30,26.25
2017-03-31,25.65
2017-04-03,26.0
2017-04-05,28.95
2017-04-06,29.65
2017-04-07,29.0
2017-04-10,29.6
2017-04-11,32.1
2017-04-12,31.65
2017-04-13,31.5
2017-04-17,31.4
2017-04-18,31.05
2017-04-19,32.35
2017-04-20,34.65
2017-04-21,36.7
2017-04-24,37.3
2017-04-25,36.25
2017-04-26,34.85
2017-04-27,35.55
2017-04-28,33.8
2017-05-02,34.45
2017-05-03,33.25
2017-05-04,39.9
2017-05-05,39.35
2017-05-08,44.2
2017-05-09,45.0
2017-05-10,41.9
2017-05-11,41.35
2017-05-12,40.2
2017-05-15,41.1
2017-05-16,40.3
2017-05-17,39.55
2017-05-18,42.95
2017-05-19,41.1
2017-05-22,40.35
2017-05-23,36.0
2017-05-24,34.8
2017-05-25,36.05
2017-05-26,37.75
2017-05-29,37.1
2017-05-30,35.7
2017-05-31,36.05
2017-06-01,36.95
2017-06-02,38.1
2017-06-05,39.05
2017-06-06,37.75
2017-06-07,37.15
2017-06-08,37.2
2017-06-09,37.6
2017-06-12,36.95
2017-06-13,37.2
2017-06-14,36.5
2017-06-15,36.15
2017-06-16,35.35
2017-06-19,34.55
2017-06-20,36.0
2017-06-21,42.5
2017-06-22,41.3
2017-06-23,40.75
2017-06-27,38.2
2017-06-28,39.35
2017-06-29,39.7
2017-06-30,39.35
2017-07-03,40.45
2017-07-04,40.65
2017-07-05,42.35
2017-07-06,42.8
2017-07-07,41.7
2017-07-10,41.45
2017-07-11,40.95
2017-07-12,40.8
2017-07-13,40.65
2017-07-14,39.7
2017-07-17,40.7
2017-07-18,40.8
2017-07-19,39.65
2017-07-20,40.15
2017-07-21,39.95
2017-07-24,39.4
2017-07-25,38.85
2017-07-26,38.7
2017-07-27,37.75
2017-07-28,40.25
2017-07-31,40.15
2017-08-01,39.4
2017-08-02,38.45
2017-08-03,37.9
2017-08-04,37.7
2017-08-07,37.65
2017-08-08,36.5
2017-08-09,35.3
2017-08-10,34.05
2017-08-11,33.5
2017-08-14,34.8
2017-08-16,35.75
2017-08-17,34.9
2017-08-18,34.75
2017-08-21,34.5
2017-08-22,34.2
2017-08-23,34.6
2017-08-24,34.1
2017-08-28,37.4
2017-08-29,36.95
2017-08-30,38.8
2017-08-31,38.55
2017-09-01,38.1
2017-09-04,37.7
2017-09-05,38.25
2017-09-06,38.9
2017-09-07,39.6
2017-09-08,39.05
2017-09-11,37.95
2017-09-12,38.1
2017-09-13,37.65
2017-09-14,37.65
2017-09-15,36.85
2017-09-18,37.1
2017-09-19,36.8
2017-09-20,37.15
2017-09-21,36.85
2017-09-22,35.85
2017-09-25,35.25
2017-09-26,35.1
2017-09-27,34.3
2017-09-28,34.25
2017-09-29,34.4
2017-10-03,34.1
2017-10-04,34.0
2017-10-05,36.55
2017-10-06,35.55
2017-10-09,38.85
2017-10-10,41.1
2017-10-11,38.35
2017-10-12,38.45
2017-10-13,38.4
2017-10-16,38.35
2017-10-17,39.0
2017-10-18,39.1
2017-10-19,39.15
2017-10-23,38.45
2017-10-24,38.1
2017-10-25,37.75
2017-10-26,37.3
2017-10-27,37.3
2017-10-30,38.7
2017-10-31,38.3
2017-11-01,37.7
2017-11-02,37.9
2017-11-03,38.2
2017-11-06,37.7
2017-11-07,37.15
2017-11-08,36.75
2017-11-09,37.75
2017-11-10,37.9
2017-11-13,37.1
2017-11-14,37.05
2017-11-15,36.3
2017-11-16,36.7
2017-11-17,36.35
2017-11-20,37.7
2017-11-21,37.35
2017-11-22,37.65
2017-11-23,37.7
2017-11-24,42.35
2017-11-27,50.8
2017-11-28,52.9
2017-11-29,51.1
2017-11-30,53.15
2017-12-01,51.45
2017-12-04,49.9
2017-12-05,47.95
2017-12-06,48.45
2017-12-07,47.85
2017-12-08,43.6
2017-12-11,43.0
2017-12-12,42.3
2017-12-13,42.7
2017-12-14,42.05
2017-12-15,42.1
2017-12-18,44.05
2017-12-19,45.0
2017-12-20,44.15
2017-12-21,48.55
2017-12-22,48.2
2017-12-26,53.0
2017-12-27,53.35
2017-12-28,52.65
2017-12-29,54.05
