Date,DHUNINV
2017-01-02,177.1
2017-01-03,175.75
2017-01-04,174.4
2017-01-05,174.9
2017-01-06,172.3
2017-01-09,172.9
2017-01-10,174.3
2017-01-11,174.95
2017-01-12,171.65
2017-01-13,170.3
2017-01-16,176.85
2017-01-17,171.15
2017-01-18,173.0
2017-01-19,170.65
2017-01-20,170.95
2017-01-23,171.9
2017-01-24,168.05
2017-01-25,170.0
2017-01-27,170.0
2017-01-30,170.7
2017-01-31,168.55
2017-02-01,170.95
2017-02-02,168.75
2017-02-03,169.5
2017-02-06,168.5
2017-02-07,168.0
2017-02-08,170.25
2017-02-09,169.0
2017-02-10,170.0
2017-02-13,172.95
2017-02-14,169.9
2017-02-15,169.95
2017-02-16,169.15
2017-02-17,171.45
2017-02-20,170.3
2017-02-21,171.15
2017-02-22,168.1
2017-02-23,172.85
2017-02-27,172.45
2017-02-28,172.0
2017-03-01,172.35
2017-03-02,172.7
2017-03-03,172.2
2017-03-06,171.1
2017-03-07,171.1
2017-03-08,171.35
2017-03-09,172.0
2017-03-10,170.7
2017-03-14,170.7
2017-03-15,170.1
2017-03-16,171.4
2017-03-17,169.75
2017-03-20,171.0
2017-03-21,175.15
2017-03-22,172.75
2017-03-23,174.25
2017-03-24,172.8
2017-03-27,176.45
2017-03-28,174.4
2017-03-29,173.75
2017-03-30,174.3
2017-03-31,175.0
2017-04-03,190.0
2017-04-05,185.75
2017-04-06,188.7
2017-04-07,186.85
2017-04-10,187.6
2017-04-11,187.95
2017-04-12,196.55
2017-04-13,191.1
2017-04-17,194.1
2017-04-18,195.8
2017-04-19,195.0
2017-04-20,200.0
2017-04-21,203.05
2017-04-24,200.2
2017-04-25,203.85
2017-04-26,204.4
2017-04-27,203.75
2017-04-28,244.5
2017-05-02,286.6
2017-05-03,259.6
2017-05-04,255.55
2017-05-05,252.05
2017-05-08,251.5
2017-05-09,247.45
2017-05-10,240.55
2017-05-11,256.25
2017-05-12,247.6
2017-05-15,247.15
2017-05-16,247.4
2017-05-17,258.05
2017-05-18,255.35
2017-05-19,257.3
2017-05-22,253.0
2017-05-23,249.45
2017-05-24,242.65
2017-05-25,245.2
2017-05-26,245.05
2017-05-29,243.4
2017-05-30,257.8
2017-05-31,263.3
2017-06-01,263.1
2017-06-02,273.0
2017-06-05,270.95
2017-06-06,270.0
2017-06-07,270.1
2017-06-08,274.0
2017-06-09,272.25
2017-06-12,293.05
2017-06-13,351.65
2017-06-14,404.5
2017-06-15,383.4
2017-06-16,389.45
2017-06-19,369.1
2017-06-20,373.15
2017-06-21,371.0
2017-06-22,359.65
2017-06-23,352.85
2017-06-27,334.75
2017-06-28,351.15
2017-06-29,356.7
2017-06-30,355.45
2017-07-03,356.85
2017-07-04,364.4
2017-07-05,359.75
2017-07-06,365.65
2017-07-07,392.25
2017-07-10,387.75
2017-07-11,380.8
2017-07-12,373.2
2017-07-13,410.5
2017-07-14,401.2
2017-07-17,405.85
2017-07-18,405.4
2017-07-19,409.05
2017-07-20,404.15
2017-07-21,405.35
2017-07-24,406.4
2017-07-25,404.05
2017-07-26,403.65
2017-07-27,393.55
2017-07-28,408.3
2017-07-31,404.3
2017-08-01,400.6
2017-08-02,396.3
2017-08-03,392.0
2017-08-04,395.35
2017-08-07,399.4
2017-08-08,385.95
2017-08-09,368.65
2017-08-10,364.25
2017-08-11,332.05
2017-08-14,386.65
2017-08-16,373.0
2017-08-17,378.35
2017-08-18,379.3
2017-08-21,368.3
2017-08-22,363.05
2017-08-23,361.35
2017-08-24,366.75
2017-08-28,359.95
2017-08-29,351.65
2017-08-30,350.0
2017-08-31,350.0
2017-09-01,358.4
2017-09-04,348.9
2017-09-05,364.15
2017-09-06,361.25
2017-09-07,361.9
2017-09-08,364.05
2017-09-11,352.65
2017-09-12,355.95
2017-09-13,345.95
2017-09-14,350.9
2017-09-15,356.4
2017-09-18,349.75
2017-09-19,348.3
2017-09-20,349.0
2017-09-21,345.95
2017-09-22,337.65
2017-09-25,331.9
2017-09-26,329.1
2017-09-27,319.35
2017-09-28,319.3
2017-09-29,329.95
2017-10-03,329.5
2017-10-04,332.3
2017-10-05,335.05
2017-10-06,327.95
2017-10-09,339.5
2017-10-10,334.85
2017-10-11,342.5
2017-10-12,349.3
2017-10-13,356.65
2017-10-16,361.5
2017-10-17,359.05
2017-10-18,353.6
2017-10-19,358.1
2017-10-23,345.55
2017-10-24,336.4
2017-10-25,340.0
2017-10-26,338.4
2017-10-27,337.2
2017-10-30,348.2
2017-10-31,349.15
2017-11-01,349.85
2017-11-02,354.55
2017-11-03,353.4
2017-11-06,358.0
2017-11-07,339.15
2017-11-08,337.15
2017-11-09,334.55
2017-11-10,334.65
2017-11-13,351.25
2017-11-14,344.15
2017-11-15,335.1
2017-11-16,333.55
2017-11-17,341.95
2017-11-20,340.65
2017-11-21,342.7
2017-11-22,348.2
2017-11-23,346.0
2017-11-24,360.2
2017-11-27,375.05
2017-11-28,381.15
2017-11-29,370.2
2017-11-30,371.95
2017-12-01,366.45
2017-12-04,368.1
2017-12-05,365.95
2017-12-06,337.25
2017-12-07,338.5
2017-12-08,341.9
2017-12-11,347.0
2017-12-12,347.9
2017-12-13,339.55
2017-12-14,345.9
2017-12-15,342.8
2017-12-18,344.5
2017-12-19,346.85
2017-12-20,358.1
2017-12-21,362.8
2017-12-22,377.25
2017-12-26,452.7
2017-12-27,474.15
2017-12-28,455.6
2017-12-29,438.85
