Date,KEI
2017-01-02,124.9
2017-01-03,125.8
2017-01-04,125.15
2017-01-05,126.05
2017-01-06,134.9
2017-01-09,134.1
2017-01-10,143.75
2017-01-11,141.55
2017-01-12,138.8
2017-01-13,138.4
2017-01-16,138.4
2017-01-17,139.5
2017-01-18,137.3
2017-01-19,137.7
2017-01-20,135.5
2017-01-23,136.3
2017-01-24,137.6
2017-01-25,139.0
2017-01-27,140.5
2017-01-30,139.85
2017-01-31,137.45
2017-02-01,139.95
2017-02-02,143.5
2017-02-03,168.1
2017-02-06,167.15
2017-02-07,169.5
2017-02-08,165.45
2017-02-09,162.15
2017-02-10,163.3
2017-02-13,168.7
2017-02-14,176.05
2017-02-15,173.7
2017-02-16,178.4
2017-02-17,181.25
2017-02-20,177.6
2017-02-21,176.65
2017-02-22,172.2
2017-02-23,172.1
2017-02-27,174.7
2017-02-28,178.6
2017-03-01,182.65
2017-03-02,173.3
2017-03-03,172.95
2017-03-06,172.65
2017-03-07,168.05
2017-03-08,167.65
2017-03-09,172.95
2017-03-10,169.85
2017-03-14,175.45
2017-03-15,171.2
2017-03-16,172.25
2017-03-17,171.35
2017-03-20,173.25
2017-03-21,173.2
2017-03-22,173.1
2017-03-23,174.15
2017-03-24,175.0
2017-03-27,175.5
2017-03-28,176.65
2017-03-29,179.45
2017-03-30,179.05
2017-03-31,182.7
2017-04-03,189.65
2017-04-05,195.0
2017-04-06,194.15
2017-04-07,191.2
2017-04-10,192.2
2017-04-11,197.85
2017-04-12,195.9
2017-04-13,191.75
2017-04-17,193.45
2017-04-18,196.35
2017-04-19,206.9
2017-04-20,210.4
2017-04-21,211.9
2017-04-24,215.45
2017-04-25,212.15
2017-04-26,212.9
2017-04-27,211.55
2017-04-28,216.8
2017-05-02,214.35
2017-05-03,216.15
2017-05-04,215.35
2017-05-05,213.05
2017-05-08,216.45
2017-05-09,227.15
2017-05-10,235.1
2017-05-11,221.55
2017-05-12,217.55
2017-05-15,219.7
2017-05-16,220.05
2017-05-17,219.95
2017-05-18,220.0
2017-05-19,217.0
2017-05-22,213.55
2017-05-23,203.5
2017-05-24,200.9
2017-05-25,201.25
2017-05-26,202.35
2017-05-29,213.05
2017-05-30,211.45
2017-05-31,217.65
2017-06-01,219.5
2017-06-02,214.8
2017-06-05,218.1
2017-06-06,216.7
2017-06-07,216.1
2017-06-08,218.6
2017-06-09,219.4
2017-06-12,216.05
2017-06-13,213.9
2017-06-14,211.4
2017-06-15,212.2
2017-06-16,220.4
2017-06-19,224.65
2017-06-20,225.3
2017-06-21,221.9
2017-06-22,230.2
2017-06-23,228.45
2017-06-27,223.7
2017-06-28,223.2
2017-06-29,231.4
2017-06-30,232.35
2017-07-03,236.45
2017-07-04,232.45
2017-07-05,234.2
2017-07-06,231.55
2017-07-07,229.35
2017-07-10,234.95
2017-07-11,232.7
2017-07-12,232.2
2017-07-13,236.9
2017-07-14,237.5
2017-07-17,235.8
2017-07-18,234.45
2017-07-19,239.8
2017-07-20,239.6
2017-07-21,239.7
2017-07-24,233.0
2017-07-25,231.4
2017-07-26,232.9
2017-07-27,233.5
2017-07-28,234.75
2017-07-31,231.25
2017-08-01,231.55
2017-08-02,226.8
2017-08-03,226.05
2017-08-04,223.85
2017-08-07,226.4
2017-08-08,224.9
2017-08-09,219.9
2017-08-10,215.4
2017-08-11,209.4
2017-08-14,215.4
2017-08-16,217.7
2017-08-17,210.35
2017-08-18,215.7
2017-08-21,220.75
2017-08-22,221.2
2017-08-23,224.3
2017-08-24,233.25
2017-08-28,245.35
2017-08-29,246.1
2017-08-30,259.85
2017-08-31,255.9
2017-09-01,264.8
2017-09-04,255.9
2017-09-05,260.45
2017-09-06,261.6
2017-09-07,263.95
2017-09-08,275.4
2017-09-11,326.15
2017-09-12,312.4
2017-09-13,298.8
2017-09-14,305.5
2017-09-15,323.3
2017-09-18,336.35
2017-09-19,349.45
2017-09-20,339.95
2017-09-21,331.4
2017-09-22,318.05
2017-09-25,317.5
2017-09-26,319.45
2017-09-27,311.65
2017-09-28,318.95
2017-09-29,325.1
2017-10-03,359.8
2017-10-04,356.35
2017-10-05,355.65
2017-10-06,358.25
2017-10-09,355.5
2017-10-10,352.1
2017-10-11,334.35
2017-10-12,332.85
2017-10-13,336.1
2017-10-16,329.6
2017-10-17,327.05
2017-10-18,322.85
2017-10-19,326.55
2017-10-23,322.3
2017-10-24,317.65
2017-10-25,329.65
2017-10-26,325.65
2017-10-27,324.1
2017-10-30,333.0
2017-10-31,334.7
2017-11-01,329.5
2017-11-02,336.2
2017-11-03,337.95
2017-11-06,333.8
2017-11-07,339.15
2017-11-08,340.5
2017-11-09,343.4
2017-11-10,340.5
2017-11-13,328.75
2017-11-14,331.7
2017-11-15,321.6
2017-11-16,338.7
2017-11-17,339.35
2017-11-20,335.15
2017-11-21,334.3
2017-11-22,332.7
2017-11-23,336.45
2017-11-24,338.9
2017-11-27,360.6
2017-11-28,393.3
2017-11-29,388.05
2017-11-30,396.95
2017-12-01,386.95
2017-12-04,393.6
2017-12-05,401.2
2017-12-06,385.85
2017-12-07,395.1
2017-12-08,408.45
2017-12-11,409.45
2017-12-12,393.55
2017-12-13,382.2
2017-12-14,364.65
2017-12-15,368.2
2017-12-18,368.35
2017-12-19,359.6
2017-12-20,358.95
2017-12-21,356.55
2017-12-22,363.8
2017-12-26,360.35
2017-12-27,361.85
2017-12-28,362.2
2017-12-29,376.55
