Date,PFC
2017-01-02,124.0
2017-01-03,125.2
2017-01-04,123.65
2017-01-05,128.5
2017-01-06,129.45
2017-01-09,130.6
2017-01-10,129.2
2017-01-11,132.35
2017-01-12,136.05
2017-01-13,136.75
2017-01-16,138.35
2017-01-17,137.0
2017-01-18,133.4
2017-01-19,132.7
2017-01-20,130.55
2017-01-23,133.7
2017-01-24,134.45
2017-01-25,138.7
2017-01-27,138.25
2017-01-30,135.1
2017-01-31,130.15
2017-02-01,135.65
2017-02-02,134.45
2017-02-03,136.1
2017-02-06,135.75
2017-02-07,131.9
2017-02-08,134.6
2017-02-09,135.45
2017-02-10,135.2
2017-02-13,134.45
2017-02-14,132.0
2017-02-15,127.55
2017-02-16,131.45
2017-02-17,130.85
2017-02-20,133.5
2017-02-21,136.1
2017-02-22,137.45
2017-02-23,134.85
2017-02-27,135.95
2017-02-28,136.0
2017-03-01,137.2
2017-03-02,135.65
2017-03-03,135.25
2017-03-06,137.85
2017-03-07,136.95
2017-03-08,133.05
2017-03-09,131.8
2017-03-10,130.7
2017-03-14,133.75
2017-03-15,135.1
2017-03-16,137.1
2017-03-17,141.4
2017-03-20,145.75
2017-03-21,143.6
2017-03-22,143.95
2017-03-23,143.05
2017-03-24,145.15
2017-03-27,142.15
2017-03-28,144.4
2017-03-29,147.25
2017-03-30,142.7
2017-03-31,145.9
2017-04-03,147.7
2017-04-05,154.35
2017-04-06,154.95
2017-04-07,152.35
2017-04-10,152.4
2017-04-11,163.8
2017-04-12,161.95
2017-04-13,162.7
2017-04-17,157.05
2017-04-18,155.65
2017-04-19,155.75
2017-04-20,155.6
2017-04-21,156.55
2017-04-24,158.45
2017-04-25,161.0
2017-04-26,157.7
2017-04-27,158.0
2017-04-28,160.0
2017-05-02,163.6
2017-05-03,160.9
2017-05-04,164.4
2017-05-05,162.65
2017-05-08,164.75
2017-05-09,166.55
2017-05-10,166.35
2017-05-11,161.6
2017-05-12,160.0
2017-05-15,160.05
2017-05-16,161.2
2017-05-17,161.7
2017-05-18,156.1
2017-05-19,154.55
2017-05-22,150.5
2017-05-23,150.05
2017-05-24,146.15
2017-05-25,141.5
2017-05-26,143.55
2017-05-29,135.5
2017-05-30,136.85
2017-05-31,133.55
2017-06-01,130.65
2017-06-02,127.8
2017-06-05,125.6
2017-06-06,127.75
2017-06-07,127.15
2017-06-08,128.8
2017-06-09,128.4
2017-06-12,131.7
2017-06-13,130.45
2017-06-14,130.0
2017-06-15,130.6
2017-06-16,132.0
2017-06-19,133.35
2017-06-20,132.05
2017-06-21,130.15
2017-06-22,129.05
2017-06-23,122.35
2017-06-27,121.9
2017-06-28,124.4
2017-06-29,121.9
2017-06-30,122.7
2017-07-03,124.9
2017-07-04,122.55
2017-07-05,123.9
2017-07-06,125.45
2017-07-07,125.85
2017-07-10,126.7
2017-07-11,123.2
2017-07-12,126.15
2017-07-13,126.05
2017-07-14,123.95
2017-07-17,124.75
2017-07-18,122.95
2017-07-19,123.45
2017-07-20,126.9
2017-07-21,128.8
2017-07-24,127.65
2017-07-25,124.7
2017-07-26,122.8
2017-07-27,121.45
2017-07-28,123.4
2017-07-31,124.4
2017-08-01,122.25
2017-08-02,122.2
2017-08-03,126.3
2017-08-04,128.45
2017-08-07,136.7
2017-08-08,135.65
2017-08-09,134.1
2017-08-10,124.55
2017-08-11,117.65
2017-08-14,119.0
2017-08-16,118.5
2017-08-17,125.6
2017-08-18,123.1
2017-08-21,118.5
2017-08-22,116.75
2017-08-23,120.65
2017-08-24,121.4
2017-08-28,122.6
2017-08-29,120.7
2017-08-30,123.5
2017-08-31,122.1
2017-09-01,123.7
2017-09-04,122.3
2017-09-05,122.65
2017-09-06,124.85
2017-09-07,123.1
2017-09-08,123.5
2017-09-11,126.85
2017-09-12,127.1
2017-09-13,128.6
2017-09-14,130.8
2017-09-15,130.7
2017-09-18,131.25
2017-09-19,134.55
2017-09-20,133.3
2017-09-21,132.1
2017-09-22,125.9
2017-09-25,128.8
2017-09-26,126.4
2017-09-27,120.8
2017-09-28,122.0
2017-09-29,121.9
2017-10-03,124.55
2017-10-04,124.65
2017-10-05,124.9
2017-10-06,125.2
2017-10-09,123.15
2017-10-10,123.45
2017-10-11,121.2
2017-10-12,119.95
2017-10-13,123.7
2017-10-16,123.25
2017-10-17,128.2
2017-10-18,131.75
2017-10-19,130.25
2017-10-23,132.4
2017-10-24,132.2
2017-10-25,141.4
2017-10-26,143.65
2017-10-27,145.4
2017-10-30,144.5
2017-10-31,139.25
2017-11-01,140.0
2017-11-02,145.4
2017-11-03,142.05
2017-11-06,137.85
2017-11-07,135.95
2017-11-08,137.45
2017-11-09,137.85
2017-11-10,126.7
2017-11-13,127.4
2017-11-14,125.3
2017-11-15,121.95
2017-11-16,125.25
2017-11-17,126.3
2017-11-20,127.2
2017-11-21,128.15
2017-11-22,127.95
2017-11-23,128.35
2017-11-24,127.3
2017-11-27,127.5
2017-11-28,124.35
2017-11-29,123.65
2017-11-30,120.85
2017-12-01,119.1
2017-12-04,120.75
2017-12-05,119.3
2017-12-06,118.35
2017-12-07,119.0
2017-12-08,120.95
2017-12-11,120.35
2017-12-12,116.05
2017-12-13,115.25
2017-12-14,116.3
2017-12-15,117.6
2017-12-18,118.95
2017-12-19,121.0
2017-12-20,120.9
2017-12-21,121.25
2017-12-22,120.95
2017-12-26,122.25
2017-12-27,121.4
2017-12-28,119.85
2017-12-29,121.75
