Date,BAJAJCORP
2017-01-02,373.85
2017-01-03,376.85
2017-01-04,371.9
2017-01-05,373.7
2017-01-06,370.6
2017-01-09,372.0
2017-01-10,370.7
2017-01-11,371.4
2017-01-12,376.45
2017-01-13,385.4
2017-01-16,393.3
2017-01-17,393.3
2017-01-18,392.1
2017-01-19,394.85
2017-01-20,395.75
2017-01-23,386.05
2017-01-24,393.15
2017-01-25,390.15
2017-01-27,383.2
2017-01-30,376.1
2017-01-31,373.1
2017-02-01,367.4
2017-02-02,375.35
2017-02-03,372.6
2017-02-06,378.2
2017-02-07,375.45
2017-02-08,375.15
2017-02-09,373.45
2017-02-10,375.75
2017-02-13,370.55
2017-02-14,371.85
2017-02-15,369.0
2017-02-16,371.65
2017-02-17,370.3
2017-02-20,373.6
2017-02-21,375.25
2017-02-22,368.45
2017-02-23,368.15
2017-02-27,367.65
2017-02-28,365.6
2017-03-01,365.0
2017-03-02,364.7
2017-03-03,367.5
2017-03-06,366.45
2017-03-07,365.05
2017-03-08,361.3
2017-03-09,361.95
2017-03-10,366.35
2017-03-14,367.65
2017-03-15,368.4
2017-03-16,366.1
2017-03-17,377.1
2017-03-20,379.15
2017-03-21,370.9
2017-03-22,370.25
2017-03-23,374.95
2017-03-24,372.9
2017-03-27,373.15
2017-03-28,371.5
2017-03-29,386.0
2017-03-30,390.15
2017-03-31,395.0
2017-04-03,395.95
2017-04-05,406.25
2017-04-06,405.25
2017-04-07,405.25
2017-04-10,410.5
2017-04-11,422.6
2017-04-12,421.0
2017-04-13,429.15
2017-04-17,401.8
2017-04-18,394.15
2017-04-19,394.25
2017-04-20,402.0
2017-04-21,396.65
2017-04-24,397.7
2017-04-25,403.95
2017-04-26,398.05
2017-04-27,395.35
2017-04-28,393.15
2017-05-02,392.05
2017-05-03,380.15
2017-05-04,380.4
2017-05-05,376.2
2017-05-08,372.9
2017-05-09,373.25
2017-05-10,379.95
2017-05-11,374.0
2017-05-12,366.1
2017-05-15,373.3
2017-05-16,372.1
2017-05-17,366.9
2017-05-18,365.85
2017-05-19,364.4
2017-05-22,364.85
2017-05-23,360.0
2017-05-24,359.8
2017-05-25,360.15
2017-05-26,360.0
2017-05-29,352.0
2017-05-30,348.05
2017-05-31,360.1
2017-06-01,365.6
2017-06-02,370.05
2017-06-05,376.3
2017-06-06,366.45
2017-06-07,370.1
2017-06-08,371.8
2017-06-09,374.4
2017-06-12,375.05
2017-06-13,374.7
2017-06-14,375.2
2017-06-15,380.2
2017-06-16,377.0
2017-06-19,373.2
2017-06-20,372.8
2017-06-21,376.0
2017-06-22,375.2
2017-06-23,375.45
2017-06-27,378.05
2017-06-28,375.4
2017-06-29,373.45
2017-06-30,381.35
2017-07-03,390.55
2017-07-04,389.1
2017-07-05,395.1
2017-07-06,397.65
2017-07-07,395.4
2017-07-10,396.4
2017-07-11,397.05
2017-07-12,409.65
2017-07-13,405.25
2017-07-14,401.6
2017-07-17,403.6
2017-07-18,405.2
2017-07-19,415.45
2017-07-20,424.75
2017-07-21,432.5
2017-07-24,435.2
2017-07-25,428.45
2017-07-26,424.85
2017-07-27,414.7
2017-07-28,401.15
2017-07-31,401.9
2017-08-01,411.75
2017-08-02,417.5
2017-08-03,419.2
2017-08-04,408.2
2017-08-07,407.85
2017-08-08,400.7
2017-08-09,402.45
2017-08-10,405.25
2017-08-11,402.25
2017-08-14,410.95
2017-08-16,409.55
2017-08-17,405.35
2017-08-18,397.35
2017-08-21,399.05
2017-08-22,398.45
2017-08-23,396.5
2017-08-24,388.0
2017-08-28,385.25
2017-08-29,384.1
2017-08-30,385.9
2017-08-31,396.9
2017-09-01,396.35
2017-09-04,394.9
2017-09-05,395.25
2017-09-06,395.05
2017-09-07,394.95
2017-09-08,397.5
2017-09-11,399.25
2017-09-12,398.0
2017-09-13,397.7
2017-09-14,394.95
2017-09-15,395.0
2017-09-18,390.6
2017-09-19,411.5
2017-09-20,400.85
2017-09-21,401.2
2017-09-22,399.0
2017-09-25,397.75
2017-09-26,402.15
2017-09-27,390.95
2017-09-28,390.0
2017-09-29,398.15
2017-10-03,399.25
2017-10-04,394.55
2017-10-05,393.35
2017-10-06,400.55
2017-10-09,401.25
2017-10-10,399.6
2017-10-11,408.95
2017-10-12,416.95
2017-10-13,415.25
2017-10-16,411.3
2017-10-17,439.15
2017-10-18,438.75
2017-10-19,435.45
2017-10-23,434.9
2017-10-24,452.7
2017-10-25,465.5
2017-10-26,463.9
2017-10-27,462.65
2017-10-30,470.2
2017-10-31,465.55
2017-11-01,454.3
2017-11-02,467.8
2017-11-03,460.9
2017-11-06,465.75
2017-11-07,458.85
2017-11-08,463.6
2017-11-09,463.65
2017-11-10,460.5
2017-11-13,459.2
2017-11-14,442.65
2017-11-15,450.85
2017-11-16,450.55
2017-11-17,450.8
2017-11-20,454.9
2017-11-21,465.0
2017-11-22,454.8
2017-11-23,458.0
2017-11-24,470.0
2017-11-27,471.9
2017-11-28,472.45
2017-11-29,489.0
2017-11-30,487.2
2017-12-01,480.45
2017-12-04,473.8
2017-12-05,467.9
2017-12-06,458.35
2017-12-07,467.8
2017-12-08,463.6
2017-12-11,460.1
2017-12-12,455.65
2017-12-13,463.4
2017-12-14,460.75
2017-12-15,472.0
2017-12-18,481.95
2017-12-19,498.4
2017-12-20,499.7
2017-12-21,498.6
2017-12-22,484.3
2017-12-26,485.3
2017-12-27,485.8
2017-12-28,480.05
2017-12-29,478.3
