Date,TDPOWERSYS
2017-01-02,169.85
2017-01-03,174.8
2017-01-04,173.9
2017-01-05,173.95
2017-01-06,175.1
2017-01-09,176.25
2017-01-10,180.8
2017-01-11,182.95
2017-01-12,181.6
2017-01-13,181.35
2017-01-16,182.95
2017-01-17,182.45
2017-01-18,184.55
2017-01-19,182.5
2017-01-20,180.95
2017-01-23,181.75
2017-01-24,177.95
2017-01-25,181.9
2017-01-27,176.45
2017-01-30,178.4
2017-01-31,178.35
2017-02-01,178.35
2017-02-02,181.05
2017-02-03,173.05
2017-02-06,170.5
2017-02-07,169.9
2017-02-08,167.75
2017-02-09,163.35
2017-02-10,165.05
2017-02-13,160.85
2017-02-14,162.6
2017-02-15,163.35
2017-02-16,161.25
2017-02-17,159.4
2017-02-20,161.9
2017-02-21,161.15
2017-02-22,162.45
2017-02-23,158.25
2017-02-27,157.05
2017-02-28,157.0
2017-03-01,159.3
2017-03-02,157.95
2017-03-03,157.9
2017-03-06,158.7
2017-03-07,157.3
2017-03-08,159.5
2017-03-09,159.6
2017-03-10,173.15
2017-03-14,179.9
2017-03-15,185.55
2017-03-16,186.6
2017-03-17,186.25
2017-03-20,187.45
2017-03-21,184.65
2017-03-22,178.6
2017-03-23,177.5
2017-03-24,188.1
2017-03-27,187.45
2017-03-28,203.6
2017-03-29,202.95
2017-03-30,214.5
2017-03-31,230.9
2017-04-03,240.5
2017-04-05,230.9
2017-04-06,228.45
2017-04-07,220.15
2017-04-10,221.1
2017-04-11,221.0
2017-04-12,217.5
2017-04-13,221.95
2017-04-17,226.6
2017-04-18,224.0
2017-04-19,218.95
2017-04-20,228.8
2017-04-21,227.15
2017-04-24,228.95
2017-04-25,227.85
2017-04-26,219.7
2017-04-27,238.95
2017-04-28,245.15
2017-05-02,243.2
2017-05-03,234.8
2017-05-04,243.55
2017-05-05,235.75
2017-05-08,235.2
2017-05-09,235.45
2017-05-10,248.3
2017-05-11,250.9
2017-05-12,259.75
2017-05-15,253.0
2017-05-16,257.0
2017-05-17,255.0
2017-05-18,246.05
2017-05-19,248.4
2017-05-22,227.2
2017-05-23,216.65
2017-05-24,206.8
2017-05-25,212.5
2017-05-26,217.05
2017-05-29,212.25
2017-05-30,212.15
2017-05-31,215.45
2017-06-01,210.65
2017-06-02,220.65
2017-06-05,222.1
2017-06-06,219.75
2017-06-07,216.0
2017-06-08,217.25
2017-06-09,216.1
2017-06-12,217.0
2017-06-13,215.45
2017-06-14,216.05
2017-06-15,217.5
2017-06-16,215.1
2017-06-19,210.25
2017-06-20,217.8
2017-06-21,220.9
2017-06-22,214.05
2017-06-23,211.55
2017-06-27,215.85
2017-06-28,217.2
2017-06-29,217.3
2017-06-30,227.0
2017-07-03,232.4
2017-07-04,230.25
2017-07-05,230.4
2017-07-06,244.35
2017-07-07,239.65
2017-07-10,243.85
2017-07-11,236.8
2017-07-12,230.65
2017-07-13,227.65
2017-07-14,225.1
2017-07-17,225.8
2017-07-18,220.4
2017-07-19,223.5
2017-07-20,225.0
2017-07-21,225.35
2017-07-24,226.1
2017-07-25,234.9
2017-07-26,237.3
2017-07-27,228.85
2017-07-28,228.8
2017-07-31,227.15
2017-08-01,223.5
2017-08-02,214.85
2017-08-03,206.75
2017-08-04,212.45
2017-08-07,210.6
2017-08-08,211.85
2017-08-09,214.1
2017-08-10,206.95
2017-08-11,205.8
2017-08-14,216.75
2017-08-16,220.15
2017-08-17,216.9
2017-08-18,217.7
2017-08-21,214.6
2017-08-22,209.4
2017-08-23,212.05
2017-08-24,211.15
2017-08-28,220.45
2017-08-29,212.65
2017-08-30,213.5
2017-08-31,214.35
2017-09-01,216.25
2017-09-04,214.2
2017-09-05,216.25
2017-09-06,216.2
2017-09-07,222.0
2017-09-08,221.15
2017-09-11,218.95
2017-09-12,215.85
2017-09-13,213.5
2017-09-14,212.8
2017-09-15,212.35
2017-09-18,210.4
2017-09-19,209.45
2017-09-20,210.5
2017-09-21,207.05
2017-09-22,204.65
2017-09-25,200.75
2017-09-26,202.55
2017-09-27,192.5
2017-09-28,194.9
2017-09-29,201.05
2017-10-03,200.35
2017-10-04,204.0
2017-10-05,203.75
2017-10-06,203.2
2017-10-09,203.45
2017-10-10,208.9
2017-10-11,212.0
2017-10-12,211.65
2017-10-13,212.55
2017-10-16,210.0
2017-10-17,211.65
2017-10-18,210.0
2017-10-19,210.3
2017-10-23,210.05
2017-10-24,210.5
2017-10-25,210.05
2017-10-26,210.15
2017-10-27,210.3
2017-10-30,209.25
2017-10-31,210.8
2017-11-01,215.95
2017-11-02,214.0
2017-11-03,210.5
2017-11-06,211.4
2017-11-07,210.1
2017-11-08,214.75
2017-11-09,219.7
2017-11-10,215.6
2017-11-13,211.25
2017-11-14,206.95
2017-11-15,206.45
2017-11-16,201.55
2017-11-17,196.45
2017-11-20,196.35
2017-11-21,198.85
2017-11-22,197.65
2017-11-23,195.4
2017-11-24,197.3
2017-11-27,195.9
2017-11-28,197.0
2017-11-29,188.6
2017-11-30,187.35
2017-12-01,181.3
2017-12-04,182.45
2017-12-05,182.2
2017-12-06,178.8
2017-12-07,177.6
2017-12-08,175.1
2017-12-11,176.05
2017-12-12,177.15
2017-12-13,173.45
2017-12-14,172.05
2017-12-15,182.4
2017-12-18,184.15
2017-12-19,185.3
2017-12-20,183.7
2017-12-21,181.65
2017-12-22,189.95
2017-12-26,195.2
2017-12-27,195.35
2017-12-28,196.3
2017-12-29,193.3
