Date,VHL
2017-01-02,1740.35
2017-01-03,1755.0
2017-01-04,1766.05
2017-01-05,1790.5
2017-01-06,1850.25
2017-01-09,1875.0
2017-01-10,1850.0
2017-01-11,1854.9
2017-01-12,1855.6
2017-01-13,1843.1
2017-01-16,1926.4
2017-01-17,1883.0
2017-01-18,1899.85
2017-01-19,2003.85
2017-01-20,2041.65
2017-01-23,2199.05
2017-01-24,2205.7
2017-01-25,2222.4
2017-01-27,2240.85
2017-01-30,2220.75
2017-01-31,2270.0
2017-02-01,2308.3
2017-02-02,2404.7
2017-02-03,2330.9
2017-02-06,2356.25
2017-02-07,2358.75
2017-02-08,2312.35
2017-02-09,2393.15
2017-02-10,2397.05
2017-02-13,2431.95
2017-02-14,2361.6
2017-02-15,2373.35
2017-02-16,2441.9
2017-02-17,2429.6
2017-02-20,2500.95
2017-02-21,2532.85
2017-02-22,2481.9
2017-02-23,2653.65
2017-02-27,2757.45
2017-02-28,2767.5
2017-03-01,2821.85
2017-03-02,2747.25
2017-03-03,2752.8
2017-03-06,2757.75
2017-03-07,2791.85
2017-03-08,2851.05
2017-03-09,2815.4
2017-03-10,2866.95
2017-03-14,2828.4
2017-03-15,2822.15
2017-03-16,2769.05
2017-03-17,2764.65
2017-03-20,2797.45
2017-03-21,2808.6
2017-03-22,2769.0
2017-03-23,2813.15
2017-03-24,2818.7
2017-03-27,2797.75
2017-03-28,2767.1
2017-03-29,2707.8
2017-03-30,2824.55
2017-03-31,2859.3
2017-04-03,2908.15
2017-04-05,2928.5
2017-04-06,2864.1
2017-04-07,2850.2
2017-04-10,2790.0
2017-04-11,2810.35
2017-04-12,2831.0
2017-04-13,2796.55
2017-04-17,2780.0
2017-04-18,2770.0
2017-04-19,2746.05
2017-04-20,2790.0
2017-04-21,2805.0
2017-04-24,2874.1
2017-04-25,2823.75
2017-04-26,2825.0
2017-04-27,2805.0
2017-04-28,2802.8
2017-05-02,2836.25
2017-05-03,2803.4
2017-05-04,2806.5
2017-05-05,2779.65
2017-05-08,2824.55
2017-05-09,2800.0
2017-05-10,2745.5
2017-05-11,2742.9
2017-05-12,2716.8
2017-05-15,2708.9
2017-05-16,2715.0
2017-05-17,3258.0
2017-05-18,3841.8
2017-05-19,3488.15
2017-05-22,3331.15
2017-05-23,3167.75
2017-05-24,3231.15
2017-05-25,3214.65
2017-05-26,3206.85
2017-05-29,3142.4
2017-05-30,3137.15
2017-05-31,3197.45
2017-06-01,3230.3
2017-06-02,3316.45
2017-06-05,3337.0
2017-06-06,3297.3
2017-06-07,3341.35
2017-06-08,3427.85
2017-06-09,3489.45
2017-06-12,3462.0
2017-06-13,3563.85
2017-06-14,3558.1
2017-06-15,3523.3
2017-06-16,3541.65
2017-06-19,3592.5
2017-06-20,3567.1
2017-06-21,3525.0
2017-06-22,3502.5
2017-06-23,3449.05
2017-06-27,3330.85
2017-06-28,3307.4
2017-06-29,3262.65
2017-06-30,3306.55
2017-07-03,3348.7
2017-07-04,3382.6
2017-07-05,3404.15
2017-07-06,3380.05
2017-07-07,3349.3
2017-07-10,3418.05
2017-07-11,3445.3
2017-07-12,3467.95
2017-07-13,3467.05
2017-07-14,3444.2
2017-07-17,3387.65
2017-07-18,3363.95
2017-07-19,3369.25
2017-07-20,3344.8
2017-07-21,3350.6
2017-07-24,3466.5
2017-07-25,3466.4
2017-07-26,3445.25
2017-07-27,3473.0
2017-07-28,3474.8
2017-07-31,3438.7
2017-08-01,3423.65
2017-08-02,3410.25
2017-08-03,3370.75
2017-08-04,3338.9
2017-08-07,3291.5
2017-08-08,3245.05
2017-08-09,3280.85
2017-08-10,3151.6
2017-08-11,2994.35
2017-08-14,2980.75
2017-08-16,3093.25
2017-08-17,3203.3
2017-08-18,3245.8
2017-08-21,3168.3
2017-08-22,3092.1
2017-08-23,3010.4
2017-08-24,2998.85
2017-08-28,2987.95
2017-08-29,2980.6
2017-08-30,2998.0
2017-08-31,3005.0
