Date,VHL
2017-09-01,3606.0
2017-09-04,3608.1
2017-09-05,3650.55
2017-09-06,3679.4
2017-09-07,3672.05
2017-09-08,3608.75
2017-09-11,3627.85
2017-09-12,3552.85
2017-09-13,3517.25
2017-09-14,3516.65
2017-09-15,3480.75
2017-09-18,3525.3
2017-09-19,3540.15
2017-09-20,3507.85
2017-09-21,3509.35
2017-09-22,3429.8
2017-09-25,3368.75
2017-09-26,3358.45
2017-09-27,3273.6
2017-09-28,3342.2
2017-09-29,3282.55
2017-10-03,3315.8
2017-10-04,3299.65
2017-10-05,3301.8
2017-10-06,3308.2
2017-10-09,3335.6
2017-10-10,3299.65
2017-10-11,3240.2
2017-10-12,3331.7
2017-10-13,3437.7
2017-10-16,3399.0
2017-10-17,3387.0
2017-10-18,3360.65
2017-10-19,3372.65
2017-10-23,3317.9
2017-10-24,3366.3
2017-10-25,3311.35
2017-10-26,3383.85
2017-10-27,3308.85
2017-10-30,3310.95
2017-10-31,3290.45
2017-11-01,3239.75
2017-11-02,3327.9
2017-11-03,3291.0
2017-11-06,3300.0
2017-11-07,3286.85
2017-11-08,3289.9
2017-11-09,3280.15
2017-11-10,3296.2
2017-11-13,3299.75
2017-11-14,3801.0
2017-11-15,3630.15
2017-11-16,3605.95
2017-11-17,3589.95
2017-11-20,3678.9
2017-11-21,3724.85
2017-11-22,3693.1
2017-11-23,3768.6
2017-11-24,3683.45
2017-11-27,3622.5
2017-11-28,3672.35
2017-11-29,3677.05
2017-11-30,3677.45
2017-12-01,3643.1
2017-12-04,3644.9
2017-12-05,3713.2
2017-12-06,3672.75
2017-12-07,3713.95
2017-12-08,3760.8
2017-12-11,3755.85
2017-12-12,3706.85
2017-12-13,3684.65
2017-12-14,3666.3
2017-12-15,3706.1
2017-12-18,3787.85
2017-12-19,3806.9
2017-12-20,3915.05
2017-12-21,4043.05
2017-12-22,4851.65
2017-12-26,5701.0
2017-12-27,5776.2
2017-12-28,5198.6
2017-12-29,5065.1
