Date,GODREJCP
2017-01-02,1521.9
2017-01-03,1533.2
2017-01-04,1531.35
2017-01-05,1524.2
2017-01-06,1522.3
2017-01-09,1540.2
2017-01-10,1562.85
2017-01-11,1575.0
2017-01-12,1578.0
2017-01-13,1567.1
2017-01-16,1566.15
2017-01-17,1587.0
2017-01-18,1576.55
2017-01-19,1569.4
2017-01-20,1543.9
2017-01-23,1539.2
2017-01-24,1529.8
2017-01-25,1541.0
2017-01-27,1549.55
2017-01-30,1604.35
2017-01-31,1580.35
2017-02-01,1619.05
2017-02-02,1595.95
2017-02-03,1581.55
2017-02-06,1589.8
2017-02-07,1577.65
2017-02-08,1564.35
2017-02-09,1564.75
2017-02-10,1557.25
2017-02-13,1554.0
2017-02-14,1601.55
2017-02-15,1616.55
2017-02-16,1611.5
2017-02-17,1616.25
2017-02-20,1642.65
2017-02-21,1703.55
2017-02-22,1711.4
2017-02-23,1667.3
2017-02-27,1645.1
2017-02-28,1648.9
2017-03-01,1667.95
2017-03-02,1608.25
2017-03-03,1600.3
2017-03-06,1617.1
2017-03-07,1636.2
2017-03-08,1620.3
2017-03-09,1617.1
2017-03-10,1615.1
2017-03-14,1648.95
2017-03-15,1654.6
2017-03-16,1686.05
2017-03-17,1683.75
2017-03-20,1695.6
2017-03-21,1697.6
2017-03-22,1668.05
2017-03-23,1692.2
2017-03-24,1667.7
2017-03-27,1674.85
2017-03-28,1693.35
2017-03-29,1681.1
2017-03-30,1661.95
2017-03-31,1671.4
2017-04-03,1695.9
2017-04-05,1697.8
2017-04-06,1691.8
2017-04-07,1699.7
2017-04-10,1687.7
2017-04-11,1678.05
2017-04-12,1686.8
2017-04-13,1676.25
2017-04-17,1674.1
2017-04-18,1648.85
2017-04-19,1645.25
2017-04-20,1690.3
2017-04-21,1682.7
2017-04-24,1656.6
2017-04-25,1752.55
2017-04-26,1724.45
2017-04-27,1748.6
2017-04-28,1742.8
2017-05-02,1784.3
2017-05-03,1814.7
2017-05-04,1805.1
2017-05-05,1767.35
2017-05-08,1754.3
2017-05-09,1929.4
2017-05-10,1924.05
2017-05-11,1906.25
2017-05-12,1909.95
2017-05-15,1925.95
2017-05-16,1873.45
2017-05-17,1855.05
2017-05-18,1777.0
2017-05-19,1802.65
2017-05-22,1780.65
2017-05-23,1761.8
2017-05-24,1758.35
2017-05-25,1787.75
2017-05-26,1832.85
2017-05-29,1829.9
2017-05-30,1861.0
2017-05-31,1811.55
2017-06-01,1815.1
2017-06-02,1818.75
2017-06-05,1815.4
2017-06-06,1817.5
2017-06-07,1861.75
2017-06-08,1884.85
2017-06-09,1884.5
2017-06-12,1885.05
2017-06-13,1876.15
2017-06-14,1891.35
2017-06-15,1868.65
2017-06-16,1869.9
2017-06-19,1881.1
2017-06-20,1937.2
2017-06-21,1954.1
2017-06-22,959.8
2017-06-23,956.75
2017-06-27,968.75
2017-06-28,939.1
2017-06-29,948.05
2017-06-30,968.1
2017-07-03,985.85
2017-07-04,984.3
2017-07-05,981.6
2017-07-06,972.55
2017-07-07,971.0
2017-07-10,974.65
2017-07-11,968.75
2017-07-12,969.4
2017-07-13,982.0
2017-07-14,980.9
2017-07-17,965.55
2017-07-18,956.15
2017-07-19,958.9
2017-07-20,957.85
2017-07-21,962.25
2017-07-24,989.9
2017-07-25,1001.0
2017-07-26,1028.7
2017-07-27,1074.0
2017-07-28,1053.55
2017-07-31,1037.25
2017-08-01,964.4
2017-08-02,920.25
2017-08-03,970.15
2017-08-04,960.85
2017-08-07,967.2
2017-08-08,946.8
2017-08-09,921.8
2017-08-10,901.75
2017-08-11,899.8
2017-08-14,917.45
2017-08-16,921.9
2017-08-17,919.6
2017-08-18,918.4
2017-08-21,903.6
2017-08-22,886.2
2017-08-23,904.95
2017-08-24,917.45
2017-08-28,939.85
2017-08-29,915.1
2017-08-30,926.0
2017-08-31,929.3
2017-09-01,931.45
2017-09-04,921.6
2017-09-05,929.45
2017-09-06,900.2
2017-09-07,925.0
2017-09-08,923.3
