Date,EXCELCROP
2017-01-02,1698.85
2017-01-03,1705.5
2017-01-04,1728.7
2017-01-05,1740.9
2017-01-06,1756.8
2017-01-09,1711.0
2017-01-10,1761.9
2017-01-11,1738.3
2017-01-12,1757.7
2017-01-13,1742.2
2017-01-16,1740.55
2017-01-17,1742.5
2017-01-18,1743.75
2017-01-19,1740.95
2017-01-20,1730.0
2017-01-23,1732.45
2017-01-24,1754.25
2017-01-25,1768.45
2017-01-27,1813.75
2017-01-30,1760.7
2017-01-31,1735.0
2017-02-01,1746.4
2017-02-02,1782.25
2017-02-03,1775.3
2017-02-06,1770.8
2017-02-07,1762.5
2017-02-08,1762.7
2017-02-09,1773.65
2017-02-10,1779.8
2017-02-13,1736.9
2017-02-14,1722.1
2017-02-15,1769.35
2017-02-16,1744.2
2017-02-17,1771.6
2017-02-20,1747.15
2017-02-21,1735.4
2017-02-22,1735.0
2017-02-23,1766.8
2017-02-27,1747.8
2017-02-28,1732.5
2017-03-01,1769.55
2017-03-02,1737.0
2017-03-03,1762.55
2017-03-06,1787.4
2017-03-07,1813.6
2017-03-08,1806.3
2017-03-09,1807.5
2017-03-10,1798.45
2017-03-14,1803.6
2017-03-15,1796.55
2017-03-16,1799.35
2017-03-17,1769.45
2017-03-20,1774.55
2017-03-21,1771.25
2017-03-22,1724.8
2017-03-23,1785.15
2017-03-24,1761.05
2017-03-27,1724.55
2017-03-28,1724.05
2017-03-29,1681.0
2017-03-30,1710.7
2017-03-31,1705.85
2017-04-03,1741.1
2017-04-05,1746.75
2017-04-06,1724.85
2017-04-07,1714.55
2017-04-10,1718.45
2017-04-11,1714.9
2017-04-12,1725.4
2017-04-13,1717.9
2017-04-17,1744.9
2017-04-18,1735.6
2017-04-19,1720.0
2017-04-20,1734.85
2017-04-21,1742.3
2017-04-24,1736.85
2017-04-25,1739.0
2017-04-26,1716.65
2017-04-27,1729.0
2017-04-28,1718.95
2017-05-02,1732.1
2017-05-03,1730.95
2017-05-04,1717.3
2017-05-05,1708.05
2017-05-08,1736.85
2017-05-09,1733.4
2017-05-10,1795.6
2017-05-11,1826.35
2017-05-12,1774.05
2017-05-15,1760.7
2017-05-16,1766.05
2017-05-17,1760.8
2017-05-18,1779.9
2017-05-19,1766.7
2017-05-22,1758.55
2017-05-23,1710.9
2017-05-24,1708.85
2017-05-25,1719.65
2017-05-26,1705.25
2017-05-29,1703.75
2017-05-30,1717.15
2017-05-31,1717.6
2017-06-01,1742.8
2017-06-02,1774.1
2017-06-05,1753.95
2017-06-06,1724.2
2017-06-07,1726.1
2017-06-08,1726.35
2017-06-09,1775.6
2017-06-12,1735.05
2017-06-13,1728.65
2017-06-14,1725.75
2017-06-15,1727.15
2017-06-16,1734.25
2017-06-19,1752.35
2017-06-20,1793.05
2017-06-21,1786.95
2017-06-22,1757.65
2017-06-23,1750.35
2017-06-27,1728.75
2017-06-28,1773.4
2017-06-29,1753.5
2017-06-30,1770.45
2017-07-03,1751.05
2017-07-04,1767.25
2017-07-05,1760.0
2017-07-06,1756.85
2017-07-07,1750.65
2017-07-10,1762.7
2017-07-11,1750.9
2017-07-12,1750.25
2017-07-13,2010.85
2017-07-14,1981.05
2017-07-17,1966.45
2017-07-18,1897.35
2017-07-19,1875.35
2017-07-20,1895.9
2017-07-21,1884.2
2017-07-24,1835.05
2017-07-25,1774.85
2017-07-26,1799.75
2017-07-27,1791.95
2017-07-28,1795.65
2017-07-31,1805.45
2017-08-01,1803.75
2017-08-02,1799.85
2017-08-03,1788.0
2017-08-04,1809.5
2017-08-07,1821.35
2017-08-08,1837.95
2017-08-09,1807.45
2017-08-10,1784.3
2017-08-11,1765.65
2017-08-14,1740.05
2017-08-16,1790.65
2017-08-17,1782.4
2017-08-18,1782.9
2017-08-21,1752.5
2017-08-22,1759.55
2017-08-23,1761.75
2017-08-24,1745.6
2017-08-28,1744.3
2017-08-29,1741.35
2017-08-30,1731.4
2017-08-31,1785.3
2017-09-01,1820.55
2017-09-04,1753.0
2017-09-05,1754.85
2017-09-06,1741.1
2017-09-07,1782.7
2017-09-08,1796.45
2017-09-11,1796.75
2017-09-12,1786.55
2017-09-13,1784.25
2017-09-14,1763.5
2017-09-15,1798.65
2017-09-18,1767.15
2017-09-19,1766.4
2017-09-20,1806.2
2017-09-21,1775.85
2017-09-22,1711.3
2017-09-25,1697.3
2017-09-26,1697.55
2017-09-27,1690.2
2017-09-28,1686.25
2017-09-29,1693.15
2017-10-03,1680.2
2017-10-04,1690.3
2017-10-05,1691.0
2017-10-06,1708.0
2017-10-09,1738.4
2017-10-10,1709.55
2017-10-11,1691.1
2017-10-12,1733.15
2017-10-13,1722.1
2017-10-16,1721.7
2017-10-17,1707.3
2017-10-18,1675.9
2017-10-19,1700.8
2017-10-23,1685.25
2017-10-24,1783.1
2017-10-25,1751.3
2017-10-26,1724.7
2017-10-27,1713.25
2017-10-30,1720.25
2017-10-31,1731.9
2017-11-01,1744.0
2017-11-02,1768.05
2017-11-03,2015.85
2017-11-06,2057.85
2017-11-07,2028.8
2017-11-08,2021.95
2017-11-09,2038.75
2017-11-10,2029.3
2017-11-13,2019.35
2017-11-14,2011.7
2017-11-15,1996.6
2017-11-16,2014.65
2017-11-17,2007.45
2017-11-20,2017.35
2017-11-21,2012.15
2017-11-22,1999.8
2017-11-23,1998.0
2017-11-24,1992.05
2017-11-27,1999.75
2017-11-28,2007.9
2017-11-29,2058.3
2017-11-30,2059.7
2017-12-01,2038.65
2017-12-04,2055.05
2017-12-05,2048.95
2017-12-06,2027.2
2017-12-07,2009.95
2017-12-08,2000.7
2017-12-11,1992.75
2017-12-12,1998.35
2017-12-13,1997.8
2017-12-14,1998.85
2017-12-15,2006.35
2017-12-18,1988.8
2017-12-19,1999.05
2017-12-20,1998.35
2017-12-21,2000.05
2017-12-22,1995.4
2017-12-26,1999.8
2017-12-27,1992.6
2017-12-28,1996.8
2017-12-29,2010.25
