Date,ORIENTREF
2017-01-02,115.7
2017-01-03,115.75
2017-01-04,116.5
2017-01-05,116.7
2017-01-06,118.1
2017-01-09,115.8
2017-01-10,116.95
2017-01-11,120.8
2017-01-12,118.3
2017-01-13,118.2
2017-01-16,118.85
2017-01-17,118.75
2017-01-18,118.95
2017-01-19,119.35
2017-01-20,118.0
2017-01-23,116.3
2017-01-24,118.4
2017-01-25,117.3
2017-01-27,117.75
2017-01-30,114.65
2017-01-31,115.5
2017-02-01,117.4
2017-02-02,116.7
2017-02-03,117.55
2017-02-06,117.5
2017-02-07,120.25
2017-02-08,126.2
2017-02-09,126.6
2017-02-10,134.9
2017-02-13,137.05
2017-02-14,137.0
2017-02-15,136.55
2017-02-16,134.6
2017-02-17,136.4
2017-02-20,139.9
2017-02-21,141.85
2017-02-22,136.3
2017-02-23,136.6
2017-02-27,136.75
2017-02-28,135.4
2017-03-01,137.6
2017-03-02,132.8
2017-03-03,137.25
2017-03-06,135.2
2017-03-07,134.55
2017-03-08,132.45
2017-03-09,134.35
2017-03-10,133.75
2017-03-14,133.8
2017-03-15,131.85
2017-03-16,133.55
2017-03-17,134.65
2017-03-20,134.4
2017-03-21,135.15
2017-03-22,133.65
2017-03-23,133.7
2017-03-24,134.3
2017-03-27,132.6
2017-03-28,131.95
2017-03-29,131.1
2017-03-30,129.95
2017-03-31,128.9
2017-04-03,132.05
2017-04-05,135.5
2017-04-06,136.1
2017-04-07,134.4
2017-04-10,134.7
2017-04-11,138.45
2017-04-12,141.05
2017-04-13,140.9
2017-04-17,139.5
2017-04-18,136.7
2017-04-19,138.05
2017-04-20,140.45
2017-04-21,140.05
2017-04-24,141.8
2017-04-25,140.8
2017-04-26,136.2
2017-04-27,135.7
2017-04-28,135.85
2017-05-02,135.4
2017-05-03,136.7
2017-05-04,143.2
2017-05-05,139.65
2017-05-08,142.9
2017-05-09,141.25
2017-05-10,143.75
2017-05-11,141.95
2017-05-12,140.9
2017-05-15,139.75
2017-05-16,140.75
2017-05-17,139.1
2017-05-18,136.4
2017-05-19,135.3
2017-05-22,136.25
2017-05-23,132.05
2017-05-24,127.9
2017-05-25,130.1
2017-05-26,132.0
2017-05-29,128.45
2017-05-30,127.3
2017-05-31,135.05
2017-06-01,135.0
2017-06-02,136.65
2017-06-05,137.75
2017-06-06,136.8
2017-06-07,139.75
2017-06-08,137.6
2017-06-09,136.0
2017-06-12,134.55
2017-06-13,139.9
2017-06-14,140.5
2017-06-15,139.7
2017-06-16,141.2
2017-06-19,140.25
2017-06-20,141.55
2017-06-21,140.0
2017-06-22,140.8
2017-06-23,138.05
2017-06-27,137.5
2017-06-28,136.25
2017-06-29,137.5
2017-06-30,137.85
2017-07-03,145.0
2017-07-04,146.2
2017-07-05,149.95
2017-07-06,149.75
2017-07-07,150.15
2017-07-10,149.65
2017-07-11,150.1
2017-07-12,145.95
2017-07-13,148.2
2017-07-14,150.35
2017-07-17,151.7
2017-07-18,148.15
2017-07-19,148.9
2017-07-20,149.35
2017-07-21,151.2
2017-07-24,149.15
2017-07-25,149.65
2017-07-26,149.9
2017-07-27,148.95
2017-07-28,148.6
2017-07-31,148.4
2017-08-01,148.15
2017-08-02,150.2
2017-08-03,147.8
2017-08-04,148.4
2017-08-07,140.65
2017-08-08,137.35
2017-08-09,135.4
2017-08-10,134.4
2017-08-11,133.0
2017-08-14,130.5
2017-08-16,134.35
2017-08-17,135.25
2017-08-18,137.1
2017-08-21,133.5
2017-08-22,132.85
2017-08-23,134.65
2017-08-24,133.85
2017-08-28,134.65
2017-08-29,135.85
2017-08-30,136.45
2017-08-31,150.2
2017-09-01,149.15
2017-09-04,148.65
2017-09-05,158.75
2017-09-06,162.95
2017-09-07,159.9
2017-09-08,160.4
2017-09-11,155.05
2017-09-12,153.8
2017-09-13,148.05
2017-09-14,151.75
2017-09-15,152.0
2017-09-18,157.1
2017-09-19,157.25
2017-09-20,157.25
2017-09-21,156.4
2017-09-22,148.0
2017-09-25,140.9
2017-09-26,146.2
2017-09-27,142.3
2017-09-28,144.45
2017-09-29,142.05
2017-10-03,149.0
2017-10-04,150.7
2017-10-05,149.1
2017-10-06,148.5
2017-10-09,148.5
2017-10-10,150.75
2017-10-11,147.7
2017-10-12,148.6
2017-10-13,147.9
2017-10-16,152.1
2017-10-17,154.25
2017-10-18,151.4
2017-10-19,154.25
2017-10-23,153.35
2017-10-24,153.7
2017-10-25,150.25
2017-10-26,150.55
2017-10-27,156.15
2017-10-30,157.6
2017-10-31,159.8
2017-11-01,157.5
2017-11-02,156.7
2017-11-03,154.75
2017-11-06,153.0
2017-11-07,155.5
2017-11-08,155.25
2017-11-09,155.55
2017-11-10,155.3
2017-11-13,158.1
2017-11-14,156.0
2017-11-15,155.2
2017-11-16,154.45
2017-11-17,152.75
2017-11-20,157.55
2017-11-21,160.45
2017-11-22,160.5
2017-11-23,167.0
2017-11-24,168.0
2017-11-27,168.25
2017-11-28,164.3
2017-11-29,163.75
2017-11-30,163.05
2017-12-01,162.15
2017-12-04,161.4
2017-12-05,160.4
2017-12-06,161.15
2017-12-07,161.1
2017-12-08,160.6
2017-12-11,161.05
2017-12-12,160.15
2017-12-13,160.2
2017-12-14,162.75
2017-12-15,161.7
2017-12-18,165.0
2017-12-19,164.4
2017-12-20,169.7
2017-12-21,168.9
2017-12-22,168.85
2017-12-26,168.75
2017-12-27,167.15
2017-12-28,169.35
2017-12-29,166.45
