Date,PERSISTENT
2017-01-02,622.85
2017-01-03,627.8
2017-01-04,646.85
2017-01-05,645.3
2017-01-06,639.9
2017-01-09,636.05
2017-01-10,634.5
2017-01-11,633.3
2017-01-12,634.95
2017-01-13,634.4
2017-01-16,620.6
2017-01-17,628.15
2017-01-18,633.0
2017-01-19,633.8
2017-01-20,631.1
2017-01-23,612.35
2017-01-24,619.1
2017-01-25,616.35
2017-01-27,605.9
2017-01-30,600.9
2017-01-31,594.55
2017-02-01,586.0
2017-02-02,597.1
2017-02-03,598.25
2017-02-06,599.9
2017-02-07,601.25
2017-02-08,604.55
2017-02-09,615.85
2017-02-10,612.5
2017-02-13,623.5
2017-02-14,627.95
2017-02-15,622.0
2017-02-16,629.8
2017-02-17,629.45
2017-02-20,630.2
2017-02-21,632.2
2017-02-22,630.65
2017-02-23,623.8
2017-02-27,629.5
2017-02-28,636.35
2017-03-01,640.4
2017-03-02,638.3
2017-03-03,640.8
2017-03-06,624.05
2017-03-07,622.4
2017-03-08,616.35
2017-03-09,620.25
2017-03-10,613.95
2017-03-14,624.8
2017-03-15,633.85
2017-03-16,633.05
2017-03-17,637.9
2017-03-20,629.85
2017-03-21,625.65
2017-03-22,614.7
2017-03-23,604.6
2017-03-24,602.5
2017-03-27,595.7
2017-03-28,595.35
2017-03-29,600.9
2017-03-30,599.8
2017-03-31,595.7
2017-04-03,588.4
2017-04-05,582.75
2017-04-06,577.15
2017-04-07,569.5
2017-04-10,564.55
2017-04-11,564.0
2017-04-12,566.45
2017-04-13,565.25
2017-04-17,567.3
2017-04-18,567.95
2017-04-19,563.6
2017-04-20,567.95
2017-04-21,564.9
2017-04-24,564.15
2017-04-25,568.1
2017-04-26,580.85
2017-04-27,581.1
2017-04-28,585.7
2017-05-02,586.55
2017-05-03,574.5
2017-05-04,582.4
2017-05-05,584.2
2017-05-08,583.0
2017-05-09,579.25
2017-05-10,584.1
2017-05-11,584.35
2017-05-12,585.7
2017-05-15,584.2
2017-05-16,584.85
2017-05-17,585.0
2017-05-18,584.0
2017-05-19,577.45
2017-05-22,579.7
2017-05-23,576.45
2017-05-24,580.75
2017-05-25,583.8
2017-05-26,585.35
2017-05-29,579.55
2017-05-30,600.6
2017-05-31,606.45
2017-06-01,608.05
2017-06-02,608.65
2017-06-05,601.55
2017-06-06,621.5
2017-06-07,631.35
2017-06-08,637.75
2017-06-09,632.1
2017-06-12,656.15
2017-06-13,661.5
2017-06-14,655.05
2017-06-15,660.55
2017-06-16,669.95
2017-06-19,678.65
2017-06-20,681.9
2017-06-21,681.9
2017-06-22,656.7
2017-06-23,660.7
2017-06-27,644.6
2017-06-28,650.8
2017-06-29,663.5
2017-06-30,682.15
2017-07-03,669.4
2017-07-04,678.35
2017-07-05,684.75
2017-07-06,673.6
2017-07-07,667.6
2017-07-10,663.7
2017-07-11,663.15
2017-07-12,659.8
2017-07-13,654.15
2017-07-14,652.1
2017-07-17,652.8
2017-07-18,659.8
2017-07-19,663.2
2017-07-20,655.2
2017-07-21,658.5
2017-07-24,634.5
2017-07-25,644.45
2017-07-26,638.65
2017-07-27,647.2
2017-07-28,644.95
2017-07-31,646.6
2017-08-01,644.0
2017-08-02,646.35
2017-08-03,634.9
2017-08-04,637.9
2017-08-07,621.6
2017-08-08,615.55
2017-08-09,605.95
2017-08-10,615.05
2017-08-11,610.5
2017-08-14,610.35
2017-08-16,625.2
2017-08-17,616.85
2017-08-18,623.3
2017-08-21,628.15
2017-08-22,620.05
2017-08-23,619.1
2017-08-24,616.65
2017-08-28,628.8
2017-08-29,620.5
2017-08-30,616.6
2017-08-31,622.4
2017-09-01,621.85
2017-09-04,612.15
2017-09-05,611.3
2017-09-06,599.7
2017-09-07,617.0
2017-09-08,613.9
2017-09-11,609.05
2017-09-12,622.4
2017-09-13,617.15
2017-09-14,620.1
2017-09-15,630.25
2017-09-18,634.15
2017-09-19,629.25
2017-09-20,633.25
2017-09-21,640.15
2017-09-22,642.2
2017-09-25,637.4
2017-09-26,651.3
2017-09-27,649.35
2017-09-28,643.7
2017-09-29,669.8
2017-10-03,663.05
2017-10-04,633.25
2017-10-05,639.85
2017-10-06,648.75
2017-10-09,649.05
2017-10-10,661.45
2017-10-11,658.15
2017-10-12,655.05
2017-10-13,658.2
2017-10-16,664.95
2017-10-17,660.0
2017-10-18,652.6
2017-10-19,666.95
2017-10-23,667.7
2017-10-24,655.6
2017-10-25,656.75
2017-10-26,657.0
2017-10-27,653.65
2017-10-30,645.4
2017-10-31,651.8
2017-11-01,657.9
2017-11-02,654.75
2017-11-03,654.85
2017-11-06,649.2
2017-11-07,651.0
2017-11-08,649.0
2017-11-09,663.05
2017-11-10,649.4
2017-11-13,644.1
2017-11-14,644.35
2017-11-15,644.95
2017-11-16,642.9
2017-11-17,646.0
2017-11-20,649.5
2017-11-21,653.05
2017-11-22,654.45
2017-11-23,654.65
2017-11-24,651.05
2017-11-27,653.9
2017-11-28,646.0
2017-11-29,650.0
2017-11-30,654.25
2017-12-01,654.4
2017-12-04,652.05
2017-12-05,648.2
2017-12-06,649.0
2017-12-07,647.2
2017-12-08,646.3
2017-12-11,649.05
2017-12-12,645.85
2017-12-13,641.7
2017-12-14,649.55
2017-12-15,648.65
2017-12-18,648.15
2017-12-19,654.4
2017-12-20,647.15
2017-12-21,649.5
2017-12-22,649.9
2017-12-26,692.4
2017-12-27,680.9
2017-12-28,697.4
2017-12-29,718.0
