Date,POLYMED
2017-01-02,383.6
2017-01-03,378.6
2017-01-04,383.25
2017-01-05,399.9
2017-01-06,385.5
2017-01-09,385.15
2017-01-10,383.3
2017-01-11,390.15
2017-01-12,391.8
2017-01-13,404.2
2017-01-16,407.2
2017-01-17,406.45
2017-01-18,424.0
2017-01-19,415.5
2017-01-20,409.4
2017-01-23,405.05
2017-01-24,402.0
2017-01-25,395.2
2017-01-27,405.0
2017-01-30,399.8
2017-01-31,436.0
2017-02-01,457.35
2017-02-02,515.95
2017-02-03,513.15
2017-02-06,476.4
2017-02-07,511.35
2017-02-08,516.85
2017-02-09,525.6
2017-02-10,520.15
2017-02-13,510.55
2017-02-14,516.7
2017-02-15,508.4
2017-02-16,505.1
2017-02-17,491.55
2017-02-20,481.95
2017-02-21,489.4
2017-02-22,492.75
2017-02-23,491.5
2017-02-27,499.25
2017-02-28,499.6
2017-03-01,507.15
2017-03-02,518.55
2017-03-03,522.5
2017-03-06,527.8
2017-03-07,528.25
2017-03-08,517.5
2017-03-09,523.2
2017-03-10,526.05
2017-03-14,529.95
2017-03-15,528.65
2017-03-16,552.05
2017-03-17,575.1
2017-03-20,608.0
2017-03-21,595.2
2017-03-22,580.0
2017-03-23,544.35
2017-03-24,246.95
2017-03-27,231.15
2017-03-28,277.35
2017-03-29,281.0
2017-03-30,277.25
2017-03-31,271.55
2017-04-03,267.25
2017-04-05,270.05
2017-04-06,290.4
2017-04-07,302.6
2017-04-10,289.95
2017-04-11,293.9
2017-04-12,290.1
2017-04-13,285.6
2017-04-17,286.95
2017-04-18,290.0
2017-04-19,292.3
2017-04-20,287.9
2017-04-21,285.55
2017-04-24,286.4
2017-04-25,281.45
2017-04-26,282.8
2017-04-27,279.7
2017-04-28,277.75
2017-05-02,278.65
2017-05-03,273.2
2017-05-04,267.1
2017-05-05,263.45
2017-05-08,253.7
2017-05-09,247.15
2017-05-10,257.65
2017-05-11,248.45
2017-05-12,240.05
2017-05-15,234.7
2017-05-16,230.15
2017-05-17,228.35
2017-05-18,223.55
2017-05-19,218.65
2017-05-22,215.45
2017-05-23,211.55
2017-05-24,212.45
2017-05-25,215.0
2017-05-26,219.65
2017-05-29,216.9
2017-05-30,209.05
2017-05-31,208.15
2017-06-01,209.1
2017-06-02,208.0
2017-06-05,209.5
2017-06-06,210.7
2017-06-07,210.45
2017-06-08,209.9
2017-06-09,207.55
2017-06-12,208.75
2017-06-13,208.35
2017-06-14,209.8
2017-06-15,206.1
2017-06-16,207.95
2017-06-19,206.05
2017-06-20,206.9
2017-06-21,204.35
2017-06-22,203.8
2017-06-23,200.9
2017-06-27,220.3
2017-06-28,217.45
2017-06-29,217.85
2017-06-30,219.6
2017-07-03,220.55
2017-07-04,216.75
2017-07-05,216.3
2017-07-06,215.1
2017-07-07,214.85
2017-07-10,215.3
2017-07-11,219.6
2017-07-12,218.0
2017-07-13,218.65
2017-07-14,217.7
2017-07-17,214.25
2017-07-18,212.2
2017-07-19,212.7
2017-07-20,211.45
2017-07-21,210.1
2017-07-24,210.55
2017-07-25,213.6
2017-07-26,217.8
2017-07-27,215.0
2017-07-28,213.4
2017-07-31,220.25
2017-08-01,221.55
2017-08-02,225.4
2017-08-03,221.75
2017-08-04,220.0
2017-08-07,221.55
2017-08-08,223.45
2017-08-09,218.45
2017-08-10,213.1
2017-08-11,214.4
2017-08-14,215.1
2017-08-16,209.8
2017-08-17,209.45
2017-08-18,212.55
2017-08-21,209.0
2017-08-22,210.0
2017-08-23,213.0
2017-08-24,210.7
2017-08-28,208.9
2017-08-29,205.95
2017-08-30,205.45
2017-08-31,206.25
2017-09-01,199.65
2017-09-04,203.3
2017-09-05,202.95
2017-09-06,205.15
2017-09-07,205.55
2017-09-08,205.7
2017-09-11,203.45
2017-09-12,208.15
2017-09-13,209.55
2017-09-14,230.1
2017-09-15,224.35
2017-09-18,220.35
2017-09-19,220.55
2017-09-20,223.7
2017-09-21,222.9
2017-09-22,214.6
2017-09-25,224.65
2017-09-26,219.7
2017-09-27,220.15
2017-09-28,219.5
2017-09-29,230.6
2017-10-03,226.2
2017-10-04,241.8
2017-10-05,264.1
2017-10-06,274.35
2017-10-09,263.0
2017-10-10,254.65
2017-10-11,246.75
2017-10-12,252.85
2017-10-13,252.2
2017-10-16,249.9
2017-10-17,243.4
2017-10-18,257.0
2017-10-19,254.15
2017-10-23,249.4
2017-10-24,256.45
2017-10-25,259.65
2017-10-26,267.85
2017-10-27,263.95
2017-10-30,267.1
2017-10-31,266.0
2017-11-01,263.9
2017-11-02,276.45
2017-11-03,277.65
2017-11-06,290.7
2017-11-07,274.95
2017-11-08,280.4
2017-11-09,285.5
2017-11-10,278.0
2017-11-13,279.6
2017-11-14,275.8
2017-11-15,272.35
2017-11-16,274.3
2017-11-17,276.15
2017-11-20,278.5
2017-11-21,280.05
2017-11-22,279.95
2017-11-23,273.7
2017-11-24,274.85
2017-11-27,274.8
2017-11-28,271.0
2017-11-29,269.0
2017-11-30,269.15
2017-12-01,270.25
2017-12-04,270.1
2017-12-05,271.0
2017-12-06,270.1
2017-12-07,269.95
2017-12-08,270.5
2017-12-11,274.4
2017-12-12,275.15
2017-12-13,275.85
2017-12-14,275.55
2017-12-15,273.95
2017-12-18,275.0
2017-12-19,275.9
2017-12-20,275.4
2017-12-21,277.0
2017-12-22,273.55
2017-12-26,275.95
2017-12-27,275.65
2017-12-28,275.85
2017-12-29,279.25
