Date,JBFIND
2017-01-02,211.35
2017-01-03,211.95
2017-01-04,212.35
2017-01-05,216.5
2017-01-06,214.9
2017-01-09,215.25
2017-01-10,220.25
2017-01-11,225.25
2017-01-12,223.7
2017-01-13,224.35
2017-01-16,225.35
2017-01-17,244.75
2017-01-18,240.75
2017-01-19,241.8
2017-01-20,232.1
2017-01-23,235.95
2017-01-24,234.0
2017-01-25,238.55
2017-01-27,233.05
2017-01-30,226.15
2017-01-31,226.05
2017-02-01,222.5
2017-02-02,229.2
2017-02-03,226.15
2017-02-06,226.95
2017-02-07,228.8
2017-02-08,239.9
2017-02-09,240.15
2017-02-10,235.3
2017-02-13,236.95
2017-02-14,236.3
2017-02-15,239.25
2017-02-16,243.05
2017-02-17,248.25
2017-02-20,254.25
2017-02-21,258.95
2017-02-22,252.5
2017-02-23,248.55
2017-02-27,245.5
2017-02-28,249.65
2017-03-01,259.3
2017-03-02,249.65
2017-03-03,246.8
2017-03-06,242.5
2017-03-07,244.2
2017-03-08,247.85
2017-03-09,246.45
2017-03-10,245.55
2017-03-14,248.1
2017-03-15,249.0
2017-03-16,266.35
2017-03-17,261.45
2017-03-20,261.55
2017-03-21,261.75
2017-03-22,256.45
2017-03-23,258.1
2017-03-24,256.4
2017-03-27,254.95
2017-03-28,253.25
2017-03-29,255.5
2017-03-30,273.65
2017-03-31,278.05
2017-04-03,282.2
2017-04-05,280.45
2017-04-06,276.85
2017-04-07,273.35
2017-04-10,272.6
2017-04-11,273.35
2017-04-12,287.65
2017-04-13,288.5
2017-04-17,280.95
2017-04-18,272.65
2017-04-19,281.05
2017-04-20,278.75
2017-04-21,280.1
2017-04-24,278.55
2017-04-25,282.5
2017-04-26,279.4
2017-04-27,293.9
2017-04-28,292.2
2017-05-02,284.05
2017-05-03,283.8
2017-05-04,283.45
2017-05-05,277.85
2017-05-08,281.85
2017-05-09,281.3
2017-05-10,280.45
2017-05-11,281.4
2017-05-12,278.3
2017-05-15,277.7
2017-05-16,274.35
2017-05-17,291.95
2017-05-18,285.9
2017-05-19,284.3
2017-05-22,276.25
2017-05-23,267.2
2017-05-24,256.6
2017-05-25,266.3
2017-05-26,274.15
2017-05-29,269.95
2017-05-30,270.3
2017-05-31,278.35
2017-06-01,269.0
2017-06-02,269.9
2017-06-05,270.2
2017-06-06,275.15
2017-06-07,288.2
2017-06-08,298.25
2017-06-09,305.15
2017-06-12,295.65
2017-06-13,289.3
2017-06-14,288.15
2017-06-15,293.15
2017-06-16,300.7
2017-06-19,300.4
2017-06-20,305.05
2017-06-21,306.65
2017-06-22,310.9
2017-06-23,302.4
2017-06-27,286.5
2017-06-28,288.25
2017-06-29,281.8
2017-06-30,275.95
2017-07-03,275.4
2017-07-04,272.4
2017-07-05,272.55
2017-07-06,273.5
2017-07-07,270.05
2017-07-10,270.05
2017-07-11,265.2
2017-07-12,264.45
2017-07-13,263.95
2017-07-14,261.4
2017-07-17,261.25
2017-07-18,264.05
2017-07-19,273.4
2017-07-20,275.4
2017-07-21,280.15
2017-07-24,280.15
2017-07-25,275.1
2017-07-26,269.2
2017-07-27,255.1
2017-07-28,225.4
2017-07-31,209.3
2017-08-01,213.45
2017-08-02,204.9
2017-08-03,192.3
2017-08-04,195.5
2017-08-07,201.5
2017-08-08,175.3
2017-08-09,145.15
2017-08-10,153.75
2017-08-11,161.25
2017-08-14,170.2
2017-08-16,166.05
2017-08-17,162.7
2017-08-18,160.0
2017-08-21,158.3
2017-08-22,153.4
2017-08-23,155.0
2017-08-24,153.15
2017-08-28,158.7
2017-08-29,159.45
2017-08-30,162.1
2017-08-31,160.7
2017-09-01,160.7
2017-09-04,176.75
2017-09-05,185.6
2017-09-06,189.65
2017-09-07,184.3
2017-09-08,178.85
2017-09-11,181.15
2017-09-12,178.3
2017-09-13,171.45
2017-09-14,173.65
2017-09-15,168.45
2017-09-18,166.9
2017-09-19,163.1
2017-09-20,163.15
2017-09-21,160.4
2017-09-22,158.95
2017-09-25,155.5
2017-09-26,155.25
2017-09-27,151.55
2017-09-28,151.15
2017-09-29,151.35
2017-10-03,160.6
2017-10-04,162.85
2017-10-05,168.95
2017-10-06,185.8
2017-10-09,199.15
2017-10-10,201.4
2017-10-11,189.85
2017-10-12,192.05
2017-10-13,192.15
2017-10-16,192.3
2017-10-17,198.8
2017-10-18,235.7
2017-10-19,229.3
2017-10-23,217.25
2017-10-24,218.3
2017-10-25,210.55
2017-10-26,201.95
2017-10-27,209.5
2017-10-30,222.7
2017-10-31,221.5
2017-11-01,221.8
2017-11-02,220.7
2017-11-03,229.2
2017-11-06,242.5
2017-11-07,241.45
2017-11-08,239.25
2017-11-09,231.65
2017-11-10,226.15
2017-11-13,247.45
2017-11-14,236.15
2017-11-15,226.0
2017-11-16,222.0
2017-11-17,226.25
2017-11-20,224.85
2017-11-21,221.1
2017-11-22,220.2
2017-11-23,218.3
2017-11-24,225.0
2017-11-27,220.35
2017-11-28,216.5
2017-11-29,217.8
2017-11-30,215.65
2017-12-01,213.15
2017-12-04,204.65
2017-12-05,199.75
2017-12-06,198.95
2017-12-07,216.5
2017-12-08,220.15
2017-12-11,218.05
2017-12-12,209.15
2017-12-13,213.7
2017-12-14,215.55
2017-12-15,220.65
2017-12-18,225.5
2017-12-19,230.35
2017-12-20,226.25
2017-12-21,223.8
2017-12-22,239.95
2017-12-26,236.65
2017-12-27,229.8
2017-12-28,228.45
2017-12-29,224.3
