Date,RAMCOSYS
2017-01-02,349.4
2017-01-03,348.5
2017-01-04,380.25
2017-01-05,385.35
2017-01-06,372.55
2017-01-09,385.85
2017-01-10,391.2
2017-01-11,382.85
2017-01-12,380.75
2017-01-13,376.95
2017-01-16,375.7
2017-01-17,378.4
2017-01-18,378.25
2017-01-19,376.35
2017-01-20,366.85
2017-01-23,373.15
2017-01-24,394.55
2017-01-25,396.35
2017-01-27,387.45
2017-01-30,375.75
2017-01-31,369.35
2017-02-01,374.0
2017-02-02,374.95
2017-02-03,378.75
2017-02-06,384.15
2017-02-07,387.05
2017-02-08,360.3
2017-02-09,357.8
2017-02-10,358.25
2017-02-13,351.3
2017-02-14,349.2
2017-02-15,336.85
2017-02-16,343.05
2017-02-17,342.3
2017-02-20,343.7
2017-02-21,358.35
2017-02-22,362.45
2017-02-23,374.2
2017-02-27,377.1
2017-02-28,376.35
2017-03-01,379.05
2017-03-02,364.15
2017-03-03,362.65
2017-03-06,361.1
2017-03-07,358.7
2017-03-08,350.6
2017-03-09,349.85
2017-03-10,349.65
2017-03-14,355.95
2017-03-15,350.75
2017-03-16,354.3
2017-03-17,351.75
2017-03-20,350.55
2017-03-21,350.85
2017-03-22,344.8
2017-03-23,348.6
2017-03-24,358.7
2017-03-27,351.75
2017-03-28,351.15
2017-03-29,372.6
2017-03-30,391.6
2017-03-31,384.3
2017-04-03,391.2
2017-04-05,413.5
2017-04-06,404.6
2017-04-07,404.1
2017-04-10,401.6
2017-04-11,398.35
2017-04-12,387.05
2017-04-13,387.65
2017-04-17,408.35
2017-04-18,402.6
2017-04-19,399.0
2017-04-20,409.65
2017-04-21,411.55
2017-04-24,402.15
2017-04-25,401.05
2017-04-26,410.55
2017-04-27,409.05
2017-04-28,404.95
2017-05-02,400.8
2017-05-03,395.45
2017-05-04,392.25
2017-05-05,387.7
2017-05-08,387.65
2017-05-09,387.3
2017-05-10,385.1
2017-05-11,384.8
2017-05-12,380.0
2017-05-15,369.25
2017-05-16,357.25
2017-05-17,365.65
2017-05-18,352.8
2017-05-19,348.55
2017-05-22,346.9
2017-05-23,341.2
2017-05-24,330.75
2017-05-25,329.6
2017-05-26,336.35
2017-05-29,325.1
2017-05-30,324.55
2017-05-31,338.65
2017-06-01,345.85
2017-06-02,326.7
2017-06-05,329.6
2017-06-06,325.4
2017-06-07,328.0
2017-06-08,327.6
2017-06-09,320.45
2017-06-12,317.85
2017-06-13,316.7
2017-06-14,314.15
2017-06-15,328.9
2017-06-16,324.2
2017-06-19,322.7
2017-06-20,332.25
2017-06-21,335.75
2017-06-22,334.9
2017-06-23,332.05
2017-06-27,327.65
2017-06-28,329.35
2017-06-29,330.85
2017-06-30,327.5
2017-07-03,328.15
2017-07-04,327.25
2017-07-05,342.2
2017-07-06,336.0
2017-07-07,339.55
2017-07-10,337.35
2017-07-11,339.75
2017-07-12,336.1
2017-07-13,345.75
2017-07-14,376.25
2017-07-17,400.3
2017-07-18,384.25
2017-07-19,399.15
2017-07-20,403.45
2017-07-21,403.3
2017-07-24,400.95
2017-07-25,424.65
2017-07-26,442.85
2017-07-27,432.05
2017-07-28,438.0
2017-07-31,431.85
2017-08-01,428.7
2017-08-02,434.75
2017-08-03,401.85
2017-08-04,382.1
2017-08-07,386.25
2017-08-08,380.7
2017-08-09,370.7
2017-08-10,352.55
2017-08-11,345.1
2017-08-14,360.9
2017-08-16,358.2
2017-08-17,343.45
2017-08-18,345.85
2017-08-21,342.25
2017-08-22,363.8
2017-08-23,357.95
2017-08-24,347.65
2017-08-28,353.6
2017-08-29,353.35
2017-08-30,380.95
2017-08-31,386.7
2017-09-01,387.25
2017-09-04,388.65
2017-09-05,386.35
2017-09-06,389.5
2017-09-07,383.4
2017-09-08,384.05
2017-09-11,408.1
2017-09-12,403.35
2017-09-13,403.7
2017-09-14,401.45
2017-09-15,402.65
2017-09-18,402.35
2017-09-19,405.4
2017-09-20,410.65
2017-09-21,414.2
2017-09-22,405.6
2017-09-25,384.65
2017-09-26,385.55
2017-09-27,367.15
2017-09-28,372.45
2017-09-29,382.4
2017-10-03,375.05
2017-10-04,372.8
2017-10-05,371.2
2017-10-06,389.8
2017-10-09,382.1
2017-10-10,379.45
2017-10-11,369.3
2017-10-12,366.8
2017-10-13,363.15
2017-10-16,362.45
2017-10-17,366.8
2017-10-18,371.35
2017-10-19,376.6
2017-10-23,373.95
2017-10-24,411.2
2017-10-25,398.15
2017-10-26,403.5
2017-10-27,402.75
2017-10-30,410.2
2017-10-31,419.75
2017-11-01,454.7
2017-11-02,435.4
2017-11-03,430.75
2017-11-06,434.95
2017-11-07,442.55
2017-11-08,441.15
2017-11-09,432.25
2017-11-10,423.0
2017-11-13,400.15
2017-11-14,406.75
2017-11-15,393.85
2017-11-16,403.9
2017-11-17,400.6
2017-11-20,410.9
2017-11-21,411.3
2017-11-22,417.4
2017-11-23,427.25
2017-11-24,412.35
2017-11-27,424.05
2017-11-28,423.3
2017-11-29,442.15
2017-11-30,433.05
2017-12-01,451.55
2017-12-04,483.4
2017-12-05,468.55
2017-12-06,476.45
2017-12-07,474.1
2017-12-08,471.0
2017-12-11,493.95
2017-12-12,513.25
2017-12-13,493.7
2017-12-14,489.2
2017-12-15,489.6
2017-12-18,487.75
2017-12-19,503.85
2017-12-20,511.0
2017-12-21,505.95
2017-12-22,531.1
2017-12-26,533.7
2017-12-27,525.25
2017-12-28,527.15
2017-12-29,526.7
