Date,JISLJALEQS
2017-01-02,88.75
2017-01-03,91.35
2017-01-04,92.9
2017-01-05,93.15
2017-01-06,91.95
2017-01-09,93.8
2017-01-10,95.8
2017-01-11,95.8
2017-01-12,94.3
2017-01-13,93.4
2017-01-16,94.1
2017-01-17,94.75
2017-01-18,94.4
2017-01-19,94.85
2017-01-20,89.05
2017-01-23,89.45
2017-01-24,90.6
2017-01-25,94.3
2017-01-27,95.1
2017-01-30,95.0
2017-01-31,94.4
2017-02-01,95.9
2017-02-02,97.5
2017-02-03,96.15
2017-02-06,96.8
2017-02-07,95.5
2017-02-08,98.35
2017-02-09,96.6
2017-02-10,97.1
2017-02-13,96.15
2017-02-14,94.5
2017-02-15,94.65
2017-02-16,93.0
2017-02-17,93.45
2017-02-20,95.15
2017-02-21,96.0
2017-02-22,94.8
2017-02-23,93.6
2017-02-27,92.65
2017-02-28,93.9
2017-03-01,94.0
2017-03-02,92.35
2017-03-03,89.65
2017-03-06,91.05
2017-03-07,91.3
2017-03-08,92.05
2017-03-09,91.4
2017-03-10,89.65
2017-03-14,91.95
2017-03-15,93.6
2017-03-16,94.85
2017-03-17,94.6
2017-03-20,95.5
2017-03-21,95.9
2017-03-22,93.85
2017-03-23,93.8
2017-03-24,95.2
2017-03-27,94.2
2017-03-28,94.5
2017-03-29,94.45
2017-03-30,93.0
2017-03-31,93.85
2017-04-03,99.1
2017-04-05,102.65
2017-04-06,101.5
2017-04-07,100.55
2017-04-10,101.45
2017-04-11,104.15
2017-04-12,101.8
2017-04-13,99.85
2017-04-17,101.35
2017-04-18,99.45
2017-04-19,107.9
2017-04-20,113.9
2017-04-21,111.85
2017-04-24,111.35
2017-04-25,115.95
2017-04-26,113.4
2017-04-27,113.0
2017-04-28,112.0
2017-05-02,108.9
2017-05-03,109.4
2017-05-04,107.4
2017-05-05,101.4
2017-05-08,103.85
2017-05-09,103.7
2017-05-10,105.1
2017-05-11,103.7
2017-05-12,100.0
2017-05-15,97.5
2017-05-16,99.05
2017-05-17,97.75
2017-05-18,93.8
2017-05-19,92.9
2017-05-22,92.25
2017-05-23,87.3
2017-05-24,85.9
2017-05-25,96.55
2017-05-26,98.7
2017-05-29,96.9
2017-05-30,98.35
2017-05-31,101.0
2017-06-01,101.55
2017-06-02,102.85
2017-06-05,103.75
2017-06-06,104.1
2017-06-07,106.3
2017-06-08,104.55
2017-06-09,105.3
2017-06-12,104.95
2017-06-13,106.25
2017-06-14,107.85
2017-06-15,107.05
2017-06-16,106.45
2017-06-19,107.45
2017-06-20,108.35
2017-06-21,108.25
2017-06-22,108.9
2017-06-23,105.55
2017-06-27,102.7
2017-06-28,103.35
2017-06-29,102.65
2017-06-30,102.75
2017-07-03,102.6
2017-07-04,101.45
2017-07-05,107.2
2017-07-06,105.1
2017-07-07,105.2
2017-07-10,105.5
2017-07-11,104.85
2017-07-12,104.4
2017-07-13,104.95
2017-07-14,105.6
2017-07-17,105.0
2017-07-18,102.95
2017-07-19,109.35
2017-07-20,110.0
2017-07-21,109.25
2017-07-24,109.85
2017-07-25,109.35
2017-07-26,107.85
2017-07-27,105.7
2017-07-28,107.55
2017-07-31,106.05
2017-08-01,105.35
2017-08-02,104.5
2017-08-03,101.6
2017-08-04,102.1
2017-08-07,101.35
2017-08-08,103.15
2017-08-09,99.4
2017-08-10,92.15
2017-08-11,91.7
2017-08-14,95.25
2017-08-16,94.95
2017-08-17,97.95
2017-08-18,98.05
2017-08-21,95.9
2017-08-22,93.25
2017-08-23,94.8
2017-08-24,95.35
2017-08-28,98.2
2017-08-29,96.0
2017-08-30,97.45
2017-08-31,98.55
2017-09-01,98.85
2017-09-04,96.95
2017-09-05,104.05
2017-09-06,103.95
2017-09-07,103.9
2017-09-08,102.95
2017-09-11,106.15
2017-09-12,106.3
2017-09-13,105.3
2017-09-14,104.25
2017-09-15,104.1
2017-09-18,104.5
2017-09-19,103.6
2017-09-20,106.3
2017-09-21,104.7
2017-09-22,99.55
2017-09-25,95.9
2017-09-26,95.15
2017-09-27,94.4
2017-09-28,93.3
2017-09-29,94.65
2017-10-03,94.35
2017-10-04,96.45
2017-10-05,97.2
2017-10-06,98.4
2017-10-09,99.65
2017-10-10,98.5
2017-10-11,94.95
2017-10-12,93.1
2017-10-13,92.9
2017-10-16,93.3
2017-10-17,95.15
2017-10-18,94.4
2017-10-19,93.6
2017-10-23,93.95
2017-10-24,95.5
2017-10-25,95.65
2017-10-26,95.0
2017-10-27,100.1
2017-10-30,100.4
2017-10-31,102.45
2017-11-01,102.35
2017-11-02,107.7
2017-11-03,110.05
2017-11-06,109.6
2017-11-07,104.15
2017-11-08,101.45
2017-11-09,104.15
2017-11-10,96.1
2017-11-13,99.1
2017-11-14,102.9
2017-11-15,100.25
2017-11-16,105.6
2017-11-17,105.45
2017-11-20,109.7
2017-11-21,114.45
2017-11-22,113.6
2017-11-23,112.45
2017-11-24,113.45
2017-11-27,117.2
2017-11-28,113.35
2017-11-29,114.7
2017-11-30,119.85
2017-12-01,118.4
2017-12-04,115.8
2017-12-05,119.55
2017-12-06,116.0
2017-12-07,116.9
2017-12-08,118.55
2017-12-11,117.05
2017-12-12,114.6
2017-12-13,112.0
2017-12-14,110.9
2017-12-15,112.8
2017-12-18,109.3
2017-12-19,121.85
2017-12-20,127.25
2017-12-21,126.15
2017-12-22,126.6
2017-12-26,128.75
2017-12-27,127.4
2017-12-28,128.05
2017-12-29,125.75
