Date,IVP
2017-01-02,122.45
2017-01-03,121.5
2017-01-04,120.3
2017-01-05,124.65
2017-01-06,122.95
2017-01-09,122.75
2017-01-10,124.15
2017-01-11,127.2
2017-01-12,124.85
2017-01-13,125.15
2017-01-16,126.1
2017-01-17,127.0
2017-01-18,127.05
2017-01-19,127.4
2017-01-20,126.1
2017-01-23,126.5
2017-01-24,127.25
2017-01-25,129.45
2017-01-27,136.6
2017-01-30,135.8
2017-01-31,128.7
2017-02-01,127.3
2017-02-02,128.55
2017-02-03,132.35
2017-02-06,133.85
2017-02-07,130.35
2017-02-08,129.75
2017-02-09,127.7
2017-02-10,125.85
2017-02-13,123.45
2017-02-14,123.55
2017-02-15,122.65
2017-02-16,127.25
2017-02-17,124.6
2017-02-20,126.6
2017-02-21,125.2
2017-02-22,124.05
2017-02-23,123.3
2017-02-27,124.05
2017-02-28,134.6
2017-03-01,160.05
2017-03-02,152.05
2017-03-03,155.75
2017-03-06,154.4
2017-03-07,153.55
2017-03-08,155.85
2017-03-09,153.95
2017-03-10,155.15
2017-03-14,155.0
2017-03-15,154.7
2017-03-16,155.0
2017-03-17,154.8
2017-03-20,154.5
2017-03-21,154.1
2017-03-22,151.95
2017-03-23,150.45
2017-03-24,167.1
2017-03-27,168.7
2017-03-28,180.25
2017-03-29,175.5
2017-03-30,182.6
2017-03-31,177.95
2017-04-03,177.65
2017-04-05,179.65
2017-04-06,178.4
2017-04-07,176.5
2017-04-10,181.7
2017-04-11,179.65
2017-04-12,175.3
2017-04-13,176.0
2017-04-17,173.15
2017-04-18,162.2
2017-04-19,161.25
2017-04-20,163.9
2017-04-21,163.9
2017-04-24,162.5
2017-04-25,162.3
2017-04-26,157.5
2017-04-27,152.45
2017-04-28,153.75
2017-05-02,162.6
2017-05-03,163.55
2017-05-04,159.9
2017-05-05,160.5
2017-05-08,163.9
2017-05-09,160.9
2017-05-10,162.6
2017-05-11,164.0
2017-05-12,164.45
2017-05-15,162.15
2017-05-16,160.9
2017-05-17,160.05
2017-05-18,156.2
2017-05-19,154.3
2017-05-22,146.35
2017-05-23,147.15
2017-05-24,139.75
2017-05-25,140.35
2017-05-26,145.2
2017-05-29,145.85
2017-05-30,149.5
2017-05-31,148.7
2017-06-01,149.75
2017-06-02,143.7
2017-06-05,152.5
2017-06-06,145.8
2017-06-07,150.9
2017-06-08,151.5
2017-06-09,152.75
2017-06-12,151.2
2017-06-13,155.3
2017-06-14,158.65
2017-06-15,157.9
2017-06-16,158.0
2017-06-19,155.85
2017-06-20,154.1
2017-06-21,154.65
2017-06-22,155.6
2017-06-23,160.7
2017-06-27,157.35
2017-06-28,159.9
2017-06-29,158.8
2017-06-30,166.9
2017-07-03,166.5
2017-07-04,168.25
2017-07-05,171.95
2017-07-06,172.5
2017-07-07,173.7
2017-07-10,175.7
2017-07-11,171.3
2017-07-12,179.4
2017-07-13,178.15
2017-07-14,176.05
2017-07-17,174.3
2017-07-18,175.05
2017-07-19,176.9
2017-07-20,175.2
2017-07-21,174.3
2017-07-24,174.45
2017-07-25,172.35
2017-07-26,168.0
2017-07-27,168.05
2017-07-28,167.15
2017-07-31,169.05
2017-08-01,170.6
2017-08-02,169.95
2017-08-03,166.55
2017-08-04,166.15
2017-08-07,168.0
2017-08-08,165.6
2017-08-09,164.0
2017-08-10,159.5
2017-08-11,144.45
2017-08-14,149.1
2017-08-16,154.45
2017-08-17,152.6
2017-08-18,152.9
2017-08-21,153.8
2017-08-22,153.1
2017-08-23,154.95
2017-08-24,154.6
2017-08-28,152.65
2017-08-29,150.5
2017-08-30,153.05
2017-08-31,155.0
2017-09-01,151.55
2017-09-04,157.55
2017-09-05,154.15
2017-09-06,159.05
2017-09-07,162.2
2017-09-08,160.55
2017-09-11,165.25
2017-09-12,169.75
2017-09-13,163.95
2017-09-14,163.8
2017-09-15,170.1
2017-09-18,166.25
2017-09-19,174.75
2017-09-20,197.0
2017-09-21,182.65
2017-09-22,179.3
2017-09-25,178.85
2017-09-26,175.7
2017-09-27,169.1
2017-09-28,172.75
2017-09-29,170.85
2017-10-03,167.5
2017-10-04,174.35
2017-10-05,179.85
2017-10-06,175.4
2017-10-09,180.2
2017-10-10,180.75
2017-10-11,179.65
2017-10-12,180.05
2017-10-13,176.3
2017-10-16,175.65
2017-10-17,173.15
2017-10-18,175.2
2017-10-19,173.9
2017-10-23,172.55
2017-10-24,171.65
2017-10-25,173.6
2017-10-26,171.9
2017-10-27,174.3
2017-10-30,179.55
2017-10-31,186.8
2017-11-01,195.95
2017-11-02,191.7
2017-11-03,187.9
2017-11-06,183.75
2017-11-07,182.95
2017-11-08,181.05
2017-11-09,180.3
2017-11-10,181.75
2017-11-13,181.25
2017-11-14,184.55
2017-11-15,176.0
2017-11-16,176.05
2017-11-17,175.25
2017-11-20,176.85
2017-11-21,179.95
2017-11-22,190.6
2017-11-23,189.5
2017-11-24,195.85
2017-11-27,224.9
2017-11-28,203.4
2017-11-29,193.95
2017-11-30,193.65
2017-12-01,193.9
2017-12-04,193.75
2017-12-05,192.7
2017-12-06,189.8
2017-12-07,190.45
2017-12-08,192.75
2017-12-11,190.85
2017-12-12,189.95
2017-12-13,187.8
2017-12-14,186.0
2017-12-15,188.95
2017-12-18,190.3
2017-12-19,189.25
2017-12-20,189.3
2017-12-21,195.0
2017-12-22,206.0
2017-12-26,206.45
2017-12-27,205.95
2017-12-28,208.85
2017-12-29,206.45
