Date,KSBPUMPS
2017-01-02,625.75
2017-01-03,619.35
2017-01-04,611.35
2017-01-05,619.05
2017-01-06,617.0
2017-01-09,614.8
2017-01-10,610.05
2017-01-11,624.9
2017-01-12,620.0
2017-01-13,621.3
2017-01-16,636.3
2017-01-17,623.15
2017-01-18,622.45
2017-01-19,616.1
2017-01-20,623.2
2017-01-23,616.6
2017-01-24,645.8
2017-01-25,639.9
2017-01-27,622.35
2017-01-30,620.8
2017-01-31,612.75
2017-02-01,615.9
2017-02-02,612.6
2017-02-03,612.9
2017-02-06,616.85
2017-02-07,617.1
2017-02-08,625.65
2017-02-09,618.2
2017-02-10,613.75
2017-02-13,613.75
2017-02-14,618.35
2017-02-15,609.15
2017-02-16,608.2
2017-02-17,606.95
2017-02-20,612.85
2017-02-21,630.25
2017-02-22,624.1
2017-02-23,626.7
2017-02-27,620.95
2017-02-28,622.3
2017-03-01,622.45
2017-03-02,617.7
2017-03-03,617.35
2017-03-06,613.65
2017-03-07,618.75
2017-03-08,610.5
2017-03-09,611.4
2017-03-10,617.25
2017-03-14,609.6
2017-03-15,615.9
2017-03-16,619.15
2017-03-17,626.75
2017-03-20,607.65
2017-03-21,613.15
2017-03-22,619.9
2017-03-23,618.7
2017-03-24,631.05
2017-03-27,643.15
2017-03-28,668.0
2017-03-29,675.0
2017-03-30,699.2
2017-03-31,726.45
2017-04-03,703.35
2017-04-05,716.9
2017-04-06,707.8
2017-04-07,713.3
2017-04-10,706.85
2017-04-11,732.5
2017-04-12,718.25
2017-04-13,724.85
2017-04-17,726.65
2017-04-18,729.65
2017-04-19,720.3
2017-04-20,704.65
2017-04-21,705.8
2017-04-24,713.85
2017-04-25,721.3
2017-04-26,719.85
2017-04-27,707.4
2017-04-28,700.25
2017-05-02,700.1
2017-05-03,700.2
2017-05-04,700.0
2017-05-05,700.05
2017-05-08,694.0
2017-05-09,677.25
2017-05-10,672.6
2017-05-11,670.6
2017-05-12,669.0
2017-05-15,670.5
2017-05-16,676.1
2017-05-17,673.15
2017-05-18,680.0
2017-05-19,676.1
2017-05-22,676.95
2017-05-23,669.7
2017-05-24,669.85
2017-05-25,667.55
2017-05-26,679.4
2017-05-29,666.3
2017-05-30,661.65
2017-05-31,673.7
2017-06-01,690.15
2017-06-02,702.1
2017-06-05,707.55
2017-06-06,700.85
2017-06-07,706.6
2017-06-08,701.0
2017-06-09,699.25
2017-06-12,683.9
2017-06-13,700.2
2017-06-14,710.8
2017-06-15,707.45
2017-06-16,709.55
2017-06-19,709.6
2017-06-20,704.35
2017-06-21,712.35
2017-06-22,693.2
2017-06-23,700.55
2017-06-27,687.1
2017-06-28,770.45
2017-06-29,759.35
2017-06-30,766.1
2017-07-03,765.6
2017-07-04,784.85
2017-07-05,796.55
2017-07-06,795.65
2017-07-07,799.25
2017-07-10,795.3
2017-07-11,794.9
2017-07-12,801.7
2017-07-13,787.45
2017-07-14,769.55
2017-07-17,760.8
2017-07-18,774.7
2017-07-19,774.65
2017-07-20,764.5
2017-07-21,758.05
2017-07-24,742.55
2017-07-25,756.45
2017-07-26,765.35
2017-07-27,751.25
2017-07-28,749.2
2017-07-31,741.2
2017-08-01,753.6
2017-08-02,750.85
2017-08-03,732.85
2017-08-04,718.55
2017-08-07,724.95
2017-08-08,705.9
2017-08-09,693.45
2017-08-10,693.7
2017-08-11,678.95
2017-08-14,669.95
2017-08-16,680.0
2017-08-17,680.05
2017-08-18,686.55
2017-08-21,683.05
2017-08-22,677.75
2017-08-23,681.9
2017-08-24,690.15
2017-08-28,688.45
2017-08-29,687.7
2017-08-30,685.4
2017-08-31,709.8
2017-09-01,711.0
2017-09-04,687.25
2017-09-05,692.8
2017-09-06,720.75
2017-09-07,750.85
2017-09-08,750.8
2017-09-11,759.2
2017-09-12,747.8
2017-09-13,737.35
2017-09-14,730.5
2017-09-15,740.55
2017-09-18,759.95
2017-09-19,769.45
2017-09-20,762.2
2017-09-21,748.95
2017-09-22,745.05
2017-09-25,737.8
2017-09-26,718.4
2017-09-27,710.9
2017-09-28,751.05
2017-09-29,735.6
2017-10-03,725.95
2017-10-04,727.4
2017-10-05,726.25
2017-10-06,725.75
2017-10-09,739.2
2017-10-10,731.45
2017-10-11,754.9
2017-10-12,744.15
2017-10-13,753.4
2017-10-16,773.15
2017-10-17,775.05
2017-10-18,797.2
2017-10-19,845.5
2017-10-23,851.35
2017-10-24,830.2
2017-10-25,817.3
2017-10-26,816.95
2017-10-27,806.8
2017-10-30,840.45
2017-10-31,840.0
2017-11-01,835.95
2017-11-02,850.9
2017-11-03,875.35
2017-11-06,866.3
2017-11-07,869.15
2017-11-08,869.25
2017-11-09,868.55
2017-11-10,859.6
2017-11-13,870.8
2017-11-14,846.75
2017-11-15,865.4
2017-11-16,874.9
2017-11-17,880.4
2017-11-20,856.7
2017-11-21,852.7
2017-11-22,847.95
2017-11-23,877.3
2017-11-24,863.15
2017-11-27,852.0
2017-11-28,847.25
2017-11-29,860.05
2017-11-30,870.45
2017-12-01,860.55
2017-12-04,875.75
2017-12-05,859.35
2017-12-06,839.0
2017-12-07,870.4
2017-12-08,883.15
2017-12-11,891.45
2017-12-12,896.6
2017-12-13,896.1
2017-12-14,883.85
2017-12-15,897.45
2017-12-18,876.8
2017-12-19,875.4
2017-12-20,872.2
2017-12-21,879.25
2017-12-22,899.2
2017-12-26,892.85
2017-12-27,895.5
2017-12-28,910.55
2017-12-29,905.35
