Date,DISHTV
2017-01-02,84.8
2017-01-03,85.4
2017-01-04,84.8
2017-01-05,86.3
2017-01-06,86.0
2017-01-09,86.45
2017-01-10,86.9
2017-01-11,87.25
2017-01-12,87.2
2017-01-13,87.8
2017-01-16,86.9
2017-01-17,86.9
2017-01-18,85.7
2017-01-19,86.6
2017-01-20,85.05
2017-01-23,85.15
2017-01-24,85.95
2017-01-25,86.8
2017-01-27,88.4
2017-01-30,88.15
2017-01-31,83.95
2017-02-01,83.8
2017-02-02,85.1
2017-02-03,87.4
2017-02-06,87.85
2017-02-07,87.65
2017-02-08,88.5
2017-02-09,87.6
2017-02-10,87.75
2017-02-13,89.15
2017-02-14,87.6
2017-02-15,86.25
2017-02-16,88.0
2017-02-17,87.9
2017-02-20,90.7
2017-02-21,93.4
2017-02-22,94.2
2017-02-23,93.35
2017-02-27,95.5
2017-02-28,96.5
2017-03-01,97.05
2017-03-02,94.35
2017-03-03,95.2
2017-03-06,97.05
2017-03-07,99.5
2017-03-08,99.6
2017-03-09,103.55
2017-03-10,103.75
2017-03-14,106.65
2017-03-15,107.8
2017-03-16,107.6
2017-03-17,106.2
2017-03-20,105.45
2017-03-21,107.35
2017-03-22,106.25
2017-03-23,108.15
2017-03-24,107.05
2017-03-27,109.75
2017-03-28,108.7
2017-03-29,106.4
2017-03-30,108.55
2017-03-31,107.5
2017-04-03,102.8
2017-04-05,103.4
2017-04-06,103.4
2017-04-07,99.75
2017-04-10,102.15
2017-04-11,102.5
2017-04-12,100.65
2017-04-13,101.1
2017-04-17,100.25
2017-04-18,98.85
2017-04-19,98.85
2017-04-20,99.4
2017-04-21,98.95
2017-04-24,92.95
2017-04-25,95.6
2017-04-26,95.5
2017-04-27,94.75
2017-04-28,95.1
2017-05-02,95.15
2017-05-03,94.75
2017-05-04,95.5
2017-05-05,96.7
2017-05-08,96.55
2017-05-09,95.1
2017-05-10,92.2
2017-05-11,95.8
2017-05-12,97.95
2017-05-15,97.65
2017-05-16,100.0
2017-05-17,101.95
2017-05-18,100.1
2017-05-19,98.95
2017-05-22,97.55
2017-05-23,95.4
2017-05-24,91.15
2017-05-25,81.55
2017-05-26,87.1
2017-05-29,85.55
2017-05-30,85.1
2017-05-31,84.55
2017-06-01,83.5
2017-06-02,83.55
2017-06-05,83.85
2017-06-06,86.2
2017-06-07,85.15
2017-06-08,84.4
2017-06-09,83.2
2017-06-12,82.4
2017-06-13,82.75
2017-06-14,81.35
2017-06-15,80.15
2017-06-16,79.9
2017-06-19,78.75
2017-06-20,79.2
2017-06-21,78.5
2017-06-22,76.85
2017-06-23,73.8
2017-06-27,74.65
2017-06-28,75.45
2017-06-29,79.25
2017-06-30,80.1
2017-07-03,79.65
2017-07-04,80.95
2017-07-05,81.35
2017-07-06,79.7
2017-07-07,79.2
2017-07-10,80.95
2017-07-11,80.1
2017-07-12,80.2
2017-07-13,79.7
2017-07-14,79.15
2017-07-17,78.15
2017-07-18,78.45
2017-07-19,82.15
2017-07-20,83.1
2017-07-21,78.1
2017-07-24,79.85
2017-07-25,79.6
2017-07-26,79.25
2017-07-27,81.3
2017-07-28,81.6
2017-07-31,83.3
2017-08-01,81.0
2017-08-02,81.6
2017-08-03,79.15
2017-08-04,79.3
2017-08-07,76.8
2017-08-08,76.45
2017-08-09,74.2
2017-08-10,71.65
2017-08-11,71.25
2017-08-14,73.4
2017-08-16,72.1
2017-08-17,74.0
2017-08-18,78.15
2017-08-21,76.25
2017-08-22,79.4
2017-08-23,80.3
2017-08-24,79.55
2017-08-28,78.25
2017-08-29,79.2
2017-08-30,80.25
2017-08-31,79.5
2017-09-01,81.35
2017-09-04,80.1
2017-09-05,80.8
2017-09-06,81.15
2017-09-07,79.05
2017-09-08,75.55
2017-09-11,77.15
2017-09-12,78.25
2017-09-13,79.05
2017-09-14,78.65
2017-09-15,77.3
2017-09-18,77.65
2017-09-19,77.65
2017-09-20,77.0
2017-09-21,76.6
2017-09-22,74.6
2017-09-25,76.7
2017-09-26,76.4
2017-09-27,74.35
2017-09-28,76.15
2017-09-29,74.85
2017-10-03,73.85
2017-10-04,70.75
2017-10-05,71.35
2017-10-06,71.5
2017-10-09,71.3
2017-10-10,74.15
2017-10-11,72.6
2017-10-12,72.0
2017-10-13,71.6
2017-10-16,72.15
2017-10-17,72.05
2017-10-18,71.9
2017-10-19,71.2
2017-10-23,68.95
2017-10-24,69.65
2017-10-25,75.45
2017-10-26,76.85
2017-10-27,77.95
2017-10-30,77.65
2017-10-31,77.65
2017-11-01,77.2
2017-11-02,76.05
2017-11-03,76.9
2017-11-06,79.1
2017-11-07,76.0
2017-11-08,75.4
2017-11-09,75.95
2017-11-10,77.1
2017-11-13,77.15
2017-11-14,76.0
2017-11-15,76.4
2017-11-16,76.65
2017-11-17,76.2
2017-11-20,76.75
2017-11-21,76.65
2017-11-22,76.7
2017-11-23,79.0
2017-11-24,82.0
2017-11-27,85.6
2017-11-28,84.0
2017-11-29,83.15
2017-11-30,81.55
2017-12-01,80.35
2017-12-04,79.35
2017-12-05,80.55
2017-12-06,81.8
2017-12-07,83.0
2017-12-08,82.55
2017-12-11,82.35
2017-12-12,80.2
2017-12-13,79.7
2017-12-14,79.3
2017-12-15,79.95
2017-12-18,79.95
2017-12-19,79.55
2017-12-20,79.6
2017-12-21,81.4
2017-12-22,80.55
2017-12-26,80.15
2017-12-27,80.05
2017-12-28,81.55
2017-12-29,82.0
