Date,SESHAPAPER
2017-01-02,695.9
2017-01-03,718.05
2017-01-04,729.65
2017-01-05,741.95
2017-01-06,730.4
2017-01-09,724.9
2017-01-10,729.15
2017-01-11,763.25
2017-01-12,744.1
2017-01-13,724.15
2017-01-16,722.0
2017-01-17,716.8
2017-01-18,751.3
2017-01-19,776.95
2017-01-20,746.35
2017-01-23,749.9
2017-01-24,754.75
2017-01-25,755.15
2017-01-27,743.6
2017-01-30,726.0
2017-01-31,730.0
2017-02-01,725.5
2017-02-02,757.55
2017-02-03,784.9
2017-02-06,834.55
2017-02-07,806.0
2017-02-08,802.35
2017-02-09,825.25
2017-02-10,809.45
2017-02-13,785.35
2017-02-14,768.05
2017-02-15,745.85
2017-02-16,767.95
2017-02-17,766.0
2017-02-20,757.1
2017-02-21,758.25
2017-02-22,747.35
2017-02-23,748.1
2017-02-27,755.1
2017-02-28,776.05
2017-03-01,787.8
2017-03-02,779.45
2017-03-03,774.9
2017-03-06,769.5
2017-03-07,762.7
2017-03-08,754.25
2017-03-09,761.75
2017-03-10,773.55
2017-03-14,776.6
2017-03-15,783.95
2017-03-16,789.0
2017-03-17,773.2
2017-03-20,760.05
2017-03-21,763.2
2017-03-22,760.0
2017-03-23,775.15
2017-03-24,794.6
2017-03-27,793.5
2017-03-28,806.45
2017-03-29,793.8
2017-03-30,797.45
2017-03-31,780.9
2017-04-03,798.75
2017-04-05,819.65
2017-04-06,823.35
2017-04-07,815.05
2017-04-10,808.15
2017-04-11,808.4
2017-04-12,814.25
2017-04-13,808.15
2017-04-17,800.0
2017-04-18,710.75
2017-04-19,714.6
2017-04-20,741.1
2017-04-21,735.9
2017-04-24,736.85
2017-04-25,734.6
2017-04-26,721.9
2017-04-27,717.45
2017-04-28,716.25
2017-05-02,713.3
2017-05-03,724.1
2017-05-04,767.05
2017-05-05,759.75
2017-05-08,765.55
2017-05-09,767.85
2017-05-10,785.25
2017-05-11,773.65
2017-05-12,765.95
2017-05-15,789.05
2017-05-16,792.9
2017-05-17,786.5
2017-05-18,793.3
2017-05-19,795.35
2017-05-22,791.45
2017-05-23,776.5
2017-05-24,771.65
2017-05-25,790.6
2017-05-26,808.7
2017-05-29,811.65
2017-05-30,818.5
2017-05-31,788.0
2017-06-01,773.95
2017-06-02,778.0
2017-06-05,770.45
2017-06-06,762.9
2017-06-07,755.5
2017-06-08,763.45
2017-06-09,753.75
2017-06-12,752.65
2017-06-13,752.45
2017-06-14,752.35
2017-06-15,752.95
2017-06-16,754.0
2017-06-19,742.4
2017-06-20,740.45
2017-06-21,750.65
2017-06-22,747.1
2017-06-23,762.9
2017-06-27,755.2
2017-06-28,750.05
2017-06-29,757.05
2017-06-30,756.15
2017-07-03,752.9
2017-07-04,758.3
2017-07-05,752.25
2017-07-06,769.05
2017-07-07,759.65
2017-07-10,767.15
2017-07-11,763.95
2017-07-12,764.45
2017-07-13,771.75
2017-07-14,766.95
2017-07-17,770.3
2017-07-18,760.5
2017-07-19,765.4
2017-07-20,766.05
2017-07-21,765.8
2017-07-24,754.6
2017-07-25,739.1
2017-07-26,740.5
2017-07-27,731.6
2017-07-28,768.75
2017-07-31,739.45
2017-08-01,721.45
2017-08-02,718.9
2017-08-03,709.7
2017-08-04,702.75
2017-08-07,710.55
2017-08-08,699.15
2017-08-09,694.1
2017-08-10,683.6
2017-08-11,689.45
2017-08-14,703.05
2017-08-16,700.6
2017-08-17,704.35
2017-08-18,692.7
2017-08-21,688.5
2017-08-22,680.5
2017-08-23,655.65
2017-08-24,680.9
2017-08-28,691.85
2017-08-29,684.1
2017-08-30,700.3
2017-08-31,696.1
2017-09-01,705.55
2017-09-04,699.65
2017-09-05,706.75
2017-09-06,712.95
2017-09-07,709.9
2017-09-08,712.25
2017-09-11,712.75
2017-09-12,729.85
2017-09-13,724.3
2017-09-14,737.8
2017-09-15,730.0
2017-09-18,748.6
2017-09-19,748.2
2017-09-20,746.7
2017-09-21,737.95
2017-09-22,730.0
2017-09-25,724.9
2017-09-26,742.0
2017-09-27,731.5
2017-09-28,727.75
2017-09-29,735.2
2017-10-03,727.5
2017-10-04,739.3
2017-10-05,739.9
2017-10-06,735.6
2017-10-09,735.0
2017-10-10,734.1
2017-10-11,739.4
2017-10-12,738.85
2017-10-13,745.6
2017-10-16,745.95
2017-10-17,754.6
2017-10-18,759.55
2017-10-19,761.2
2017-10-23,774.4
2017-10-24,808.55
2017-10-25,805.7
2017-10-26,805.1
2017-10-27,806.0
2017-10-30,788.95
2017-10-31,780.1
2017-11-01,782.25
2017-11-02,793.15
2017-11-03,792.35
2017-11-06,805.2
2017-11-07,791.85
2017-11-08,781.85
2017-11-09,761.3
2017-11-10,758.95
2017-11-13,745.25
2017-11-14,746.35
2017-11-15,732.95
2017-11-16,739.9
2017-11-17,749.2
2017-11-20,755.9
2017-11-21,755.75
2017-11-22,755.0
2017-11-23,764.55
2017-11-24,770.4
2017-11-27,835.7
2017-11-28,831.25
2017-11-29,832.5
2017-11-30,826.05
2017-12-01,811.95
2017-12-04,795.0
2017-12-05,791.65
2017-12-06,786.6
2017-12-07,798.75
2017-12-08,836.55
2017-12-11,896.55
2017-12-12,873.75
2017-12-13,880.65
2017-12-14,866.0
2017-12-15,866.3
2017-12-18,850.1
2017-12-19,891.55
2017-12-20,884.1
2017-12-21,881.0
2017-12-22,918.4
2017-12-26,891.7
2017-12-27,882.05
2017-12-28,893.05
2017-12-29,893.95
