Date,KITEX
2017-01-02,407.05
2017-01-03,406.6
2017-01-04,407.2
2017-01-05,415.95
2017-01-06,414.5
2017-01-09,431.7
2017-01-10,429.55
2017-01-11,428.9
2017-01-12,424.5
2017-01-13,426.05
2017-01-16,414.7
2017-01-17,428.35
2017-01-18,424.7
2017-01-19,421.9
2017-01-20,419.8
2017-01-23,419.95
2017-01-24,415.05
2017-01-25,418.5
2017-01-27,417.5
2017-01-30,423.05
2017-01-31,447.65
2017-02-01,439.3
2017-02-02,440.7
2017-02-03,437.65
2017-02-06,437.35
2017-02-07,434.7
2017-02-08,432.1
2017-02-09,432.5
2017-02-10,433.3
2017-02-13,430.4
2017-02-14,428.8
2017-02-15,421.9
2017-02-16,420.3
2017-02-17,422.7
2017-02-20,423.35
2017-02-21,426.2
2017-02-22,429.35
2017-02-23,426.25
2017-02-27,421.65
2017-02-28,421.3
2017-03-01,426.3
2017-03-02,422.4
2017-03-03,418.3
2017-03-06,419.1
2017-03-07,421.55
2017-03-08,420.35
2017-03-09,417.95
2017-03-10,419.75
2017-03-14,419.55
2017-03-15,417.45
2017-03-16,417.85
2017-03-17,425.7
2017-03-20,419.25
2017-03-21,420.25
2017-03-22,419.65
2017-03-23,419.25
2017-03-24,423.4
2017-03-27,419.7
2017-03-28,424.1
2017-03-29,419.15
2017-03-30,422.5
2017-03-31,427.2
2017-04-03,432.25
2017-04-05,438.2
2017-04-06,441.95
2017-04-07,436.4
2017-04-10,421.4
2017-04-11,423.0
2017-04-12,426.7
2017-04-13,428.2
2017-04-17,422.65
2017-04-18,424.85
2017-04-19,426.35
2017-04-20,509.35
2017-04-21,510.9
2017-04-24,513.0
2017-04-25,522.1
2017-04-26,517.85
2017-04-27,514.9
2017-04-28,499.15
2017-05-02,410.3
2017-05-03,415.4
2017-05-04,404.8
2017-05-05,407.45
2017-05-08,404.1
2017-05-09,403.15
2017-05-10,400.5
2017-05-11,400.7
2017-05-12,399.9
2017-05-15,399.25
2017-05-16,403.3
2017-05-17,400.0
2017-05-18,399.5
2017-05-19,392.9
2017-05-22,382.9
2017-05-23,379.3
2017-05-24,382.6
2017-05-25,388.8
2017-05-26,391.5
2017-05-29,386.0
2017-05-30,388.8
2017-05-31,371.05
2017-06-01,375.5
2017-06-02,380.75
2017-06-05,389.65
2017-06-06,400.6
2017-06-07,403.85
2017-06-08,403.8
2017-06-09,403.9
2017-06-12,400.8
2017-06-13,409.5
2017-06-14,407.9
2017-06-15,410.3
2017-06-16,409.5
2017-06-19,411.1
2017-06-20,398.3
2017-06-21,387.4
2017-06-22,285.75
2017-06-23,280.2
2017-06-27,270.05
2017-06-28,275.4
2017-06-29,275.5
2017-06-30,275.15
2017-07-03,271.65
2017-07-04,270.2
2017-07-05,275.0
2017-07-06,274.35
2017-07-07,272.8
2017-07-10,273.3
2017-07-11,273.45
2017-07-12,280.4
2017-07-13,278.55
2017-07-14,274.95
2017-07-17,273.35
2017-07-18,271.05
2017-07-19,271.15
2017-07-20,274.15
2017-07-21,270.85
2017-07-24,272.1
2017-07-25,272.6
2017-07-26,289.2
2017-07-27,284.35
2017-07-28,280.2
2017-07-31,262.05
2017-08-01,265.85
2017-08-02,262.5
2017-08-03,257.55
2017-08-04,246.4
2017-08-07,247.8
2017-08-08,247.6
2017-08-09,244.2
2017-08-10,232.55
2017-08-11,227.65
2017-08-14,231.7
2017-08-16,236.7
2017-08-17,241.75
2017-08-18,236.9
2017-08-21,230.35
2017-08-22,230.95
2017-08-23,231.55
2017-08-24,227.5
2017-08-28,234.6
2017-08-29,231.5
2017-08-30,232.0
2017-08-31,231.55
2017-09-01,238.45
2017-09-04,248.2
2017-09-05,244.75
2017-09-06,238.35
2017-09-07,237.9
2017-09-08,234.9
2017-09-11,235.9
2017-09-12,237.7
2017-09-13,235.15
2017-09-14,237.05
2017-09-15,230.2
2017-09-18,230.05
2017-09-19,227.3
2017-09-20,223.35
2017-09-21,220.8
2017-09-22,217.55
2017-09-25,212.95
2017-09-26,213.25
2017-09-27,210.35
2017-09-28,210.3
2017-09-29,211.45
2017-10-03,211.7
2017-10-04,216.15
2017-10-05,217.95
2017-10-06,222.3
2017-10-09,220.65
2017-10-10,222.3
2017-10-11,218.75
2017-10-12,217.8
2017-10-13,221.5
2017-10-16,219.25
2017-10-17,216.85
2017-10-18,217.75
2017-10-19,218.35
2017-10-23,212.05
2017-10-24,213.35
2017-10-25,223.25
2017-10-26,221.4
2017-10-27,225.05
2017-10-30,232.65
2017-10-31,232.6
2017-11-01,233.05
2017-11-02,234.1
2017-11-03,247.0
2017-11-06,296.4
2017-11-07,327.35
2017-11-08,315.55
2017-11-09,304.7
2017-11-10,302.3
2017-11-13,311.15
2017-11-14,307.6
2017-11-15,298.3
2017-11-16,300.8
2017-11-17,304.8
2017-11-20,309.4
2017-11-21,306.15
2017-11-22,304.05
2017-11-23,303.55
2017-11-24,311.05
2017-11-27,311.75
2017-11-28,309.05
2017-11-29,307.15
2017-11-30,300.75
2017-12-01,296.95
2017-12-04,288.85
2017-12-05,287.05
2017-12-06,281.7
2017-12-07,287.7
2017-12-08,295.5
2017-12-11,297.35
2017-12-12,291.05
2017-12-13,290.0
2017-12-14,287.65
2017-12-15,285.5
2017-12-18,288.8
2017-12-19,293.95
2017-12-20,306.75
2017-12-21,303.8
2017-12-22,307.2
2017-12-26,305.25
2017-12-27,305.5
2017-12-28,305.6
2017-12-29,306.2
