Date,GSS
2017-01-02,27.5
2017-01-03,27.7
2017-01-04,27.65
2017-01-05,28.0
2017-01-06,28.15
2017-01-09,27.8
2017-01-10,27.55
2017-01-11,27.5
2017-01-12,27.35
2017-01-13,27.5
2017-01-16,26.75
2017-01-17,27.05
2017-01-18,27.65
2017-01-19,27.05
2017-01-20,26.6
2017-01-23,26.85
2017-01-24,26.5
2017-01-25,26.85
2017-01-27,26.55
2017-01-30,26.7
2017-01-31,26.0
2017-02-01,25.35
2017-02-02,25.8
2017-02-03,24.9
2017-02-06,26.6
2017-02-07,25.4
2017-02-08,25.95
2017-02-09,25.6
2017-02-10,25.9
2017-02-13,25.6
2017-02-14,26.35
2017-02-15,25.35
2017-02-16,25.05
2017-02-17,24.5
2017-02-20,24.7
2017-02-21,24.7
2017-02-22,24.45
2017-02-23,24.2
2017-02-27,24.1
2017-02-28,24.4
2017-03-01,24.35
2017-03-02,23.75
2017-03-03,24.2
2017-03-06,23.9
2017-03-07,24.1
2017-03-08,24.5
2017-03-09,24.6
2017-03-10,24.05
2017-03-14,23.8
2017-03-15,24.2
2017-03-16,24.2
2017-03-17,24.55
2017-03-20,24.5
2017-03-21,23.75
2017-03-22,23.45
2017-03-23,23.3
2017-03-24,23.3
2017-03-27,22.85
2017-03-28,22.75
2017-03-29,23.4
2017-03-30,22.7
2017-03-31,24.1
2017-04-03,23.7
2017-04-05,23.6
2017-04-06,26.25
2017-04-07,26.7
2017-04-10,26.05
2017-04-11,27.0
2017-04-12,26.85
2017-04-13,24.4
2017-04-17,24.45
2017-04-18,24.7
2017-04-19,25.05
2017-04-20,25.4
2017-04-21,25.4
2017-04-24,30.45
2017-04-25,30.75
2017-04-26,29.15
2017-04-27,29.0
2017-04-28,27.85
2017-05-02,27.05
2017-05-03,26.75
2017-05-04,26.2
2017-05-05,25.85
2017-05-08,26.0
2017-05-09,25.35
2017-05-10,25.65
2017-05-11,25.65
2017-05-12,26.0
2017-05-15,25.75
2017-05-16,25.7
2017-05-17,25.7
2017-05-18,25.2
2017-05-19,25.05
2017-05-22,24.55
2017-05-23,23.95
2017-05-24,23.45
2017-05-25,23.75
2017-05-26,23.9
2017-05-29,23.25
2017-05-30,23.1
2017-05-31,22.25
2017-06-01,22.1
2017-06-02,22.95
2017-06-05,22.75
2017-06-06,22.35
2017-06-07,22.45
2017-06-08,22.45
2017-06-09,21.85
2017-06-12,21.5
2017-06-13,25.3
2017-06-14,22.8
2017-06-15,22.9
2017-06-16,27.4
2017-06-19,25.2
2017-06-20,23.8
2017-06-21,23.95
2017-08-23,22.85
2017-08-24,22.7
2017-08-28,22.8
2017-08-29,22.5
2017-08-30,22.4
2017-08-31,21.8
2017-09-01,22.0
2017-09-04,21.6
2017-09-05,21.7
2017-09-06,21.9
2017-09-07,21.55
2017-09-08,21.75
2017-09-11,21.85
2017-09-12,21.55
2017-09-13,21.9
2017-09-14,22.0
2017-09-15,21.55
2017-09-18,21.95
2017-09-19,21.9
2017-09-20,21.7
2017-09-21,21.6
2017-09-22,21.8
2017-09-25,21.6
2017-09-26,21.5
2017-09-27,21.4
2017-09-28,21.7
2017-09-29,21.55
2017-10-03,21.75
2017-10-04,21.8
2017-10-05,21.85
2017-10-06,22.6
2017-10-09,22.45
2017-10-10,22.55
2017-10-11,22.55
2017-10-12,22.6
2017-10-13,22.65
2017-10-16,22.45
2017-10-17,22.15
2017-10-18,23.65
2017-10-19,24.25
2017-10-23,24.5
2017-10-24,24.8
2017-10-25,25.9
2017-10-26,25.5
2017-10-27,25.65
2017-10-30,25.55
2017-10-31,25.4
2017-11-01,26.1
2017-11-02,26.4
2017-11-03,26.8
2017-11-06,28.7
2017-11-07,27.5
2017-11-08,26.25
2017-11-09,26.75
2017-11-10,27.9
2017-11-13,26.15
2017-11-14,26.3
2017-11-15,25.1
2017-11-16,25.35
2017-11-17,25.0
2017-11-20,24.0
2017-11-21,26.4
2017-11-22,26.7
2017-11-23,25.9
2017-11-24,25.75
2017-11-27,25.1
2017-11-28,26.7
2017-11-29,27.75
2017-11-30,27.3
2017-12-01,27.1
2017-12-04,26.5
2017-12-05,26.0
2017-12-06,26.1
2017-12-07,25.45
2017-12-08,26.15
2017-12-11,27.15
2017-12-12,26.45
2017-12-13,26.3
2017-12-14,25.95
2017-12-15,26.1
2017-12-18,27.05
2017-12-19,26.75
2017-12-20,27.5
2017-12-21,27.95
2017-12-22,27.9
2017-12-26,27.95
2017-12-27,27.3
2017-12-28,27.4
2017-12-29,27.75
