Date,VARDMNPOLY
2017-01-02,66.5
2017-01-03,66.2
2017-01-04,64.95
2017-01-05,67.5
2017-01-06,68.25
2017-01-09,70.95
2017-01-10,71.8
2017-01-11,72.3
2017-01-12,73.15
2017-01-13,72.0
2017-01-16,79.2
2017-01-17,83.85
2017-01-18,79.3
2017-01-19,78.2
2017-01-20,75.05
2017-01-23,74.35
2017-01-24,72.35
2017-01-25,69.4
2017-01-27,69.85
2017-01-30,68.4
2017-01-31,66.6
2017-02-01,66.35
2017-02-02,72.95
2017-02-03,75.8
2017-02-06,80.6
2017-02-07,81.9
2017-02-08,79.25
2017-02-09,82.05
2017-02-10,80.15
2017-02-13,78.0
2017-02-14,75.0
2017-02-15,70.7
2017-02-16,71.15
2017-02-17,78.1
2017-02-20,76.15
2017-02-21,78.6
2017-02-22,80.65
2017-02-23,79.55
2017-02-27,78.75
2017-02-28,75.1
2017-03-01,74.55
2017-03-02,73.2
2017-03-03,73.65
2017-03-06,72.95
2017-03-07,72.65
2017-03-08,72.3
2017-03-09,70.5
2017-03-10,71.15
2017-03-14,70.8
2017-03-15,71.0
2017-03-16,71.7
2017-03-17,74.6
2017-03-20,77.3
2017-03-21,76.35
2017-03-22,71.0
2017-03-23,71.55
2017-03-24,71.35
2017-03-27,70.0
2017-03-28,69.7
2017-03-29,68.3
2017-03-30,68.6
2017-03-31,68.35
2017-04-03,69.85
2017-04-05,73.85
2017-04-06,77.0
2017-04-07,78.1
2017-04-10,76.6
2017-04-11,76.85
2017-04-12,75.05
2017-04-13,74.0
2017-04-17,72.25
2017-04-18,71.8
2017-04-19,71.2
2017-04-20,71.05
2017-04-21,71.15
2017-04-24,74.2
2017-04-25,76.2
2017-04-26,77.2
2017-04-27,74.9
2017-04-28,73.65
2017-05-02,72.4
2017-05-03,73.25
2017-05-04,72.45
2017-05-05,71.6
2017-05-08,70.65
2017-05-09,70.5
2017-05-10,71.4
2017-05-11,70.25
2017-05-12,69.5
2017-05-15,69.35
2017-05-16,68.55
2017-05-17,68.2
2017-05-18,66.4
2017-05-19,63.75
2017-05-22,76.45
2017-05-23,72.25
2017-05-24,68.85
2017-05-25,67.4
2017-05-26,65.3
2017-05-29,64.15
2017-05-30,62.05
2017-05-31,60.1
2017-06-01,59.35
2017-06-02,59.2
2017-06-05,59.55
2017-06-06,58.2
2017-06-07,56.6
2017-06-08,55.2
2017-06-09,53.9
2017-06-12,53.15
2017-06-13,58.2
2017-06-14,56.25
2017-06-15,57.9
2017-06-16,57.85
2017-06-19,57.4
2017-06-20,56.5
2017-06-21,55.75
2017-06-22,55.6
2017-06-23,54.2
2017-06-27,53.3
2017-06-28,53.35
2017-06-29,53.65
2017-06-30,53.5
2017-07-03,54.15
2017-07-04,54.2
2017-07-05,54.2
2017-07-06,55.35
2017-07-07,54.65
2017-07-10,54.55
2017-07-11,54.9
2017-07-12,54.35
2017-07-13,54.6
2017-07-14,54.3
2017-07-17,54.1
2017-07-18,54.0
2017-07-19,54.2
2017-07-20,54.25
2017-07-21,53.85
2017-07-24,53.15
2017-07-25,52.8
2017-07-26,52.2
2017-07-27,52.2
2017-07-28,50.9
2017-07-31,49.95
2017-08-01,48.4
2017-08-02,47.85
2017-08-03,45.8
2017-08-04,45.25
2017-08-07,45.85
2017-08-08,45.05
2017-08-09,42.55
2017-08-10,39.3
2017-08-11,39.55
2017-08-14,46.45
2017-08-16,46.35
2017-08-17,45.9
2017-08-18,44.35
2017-08-21,42.4
2017-08-22,41.5
2017-08-23,41.75
2017-08-24,41.85
2017-08-28,43.65
2017-08-29,43.65
2017-08-30,43.75
2017-08-31,43.95
2017-09-01,44.4
2017-09-04,43.7
2017-09-05,44.1
2017-09-06,43.7
2017-09-07,44.0
2017-09-08,43.3
2017-09-11,43.25
2017-09-12,43.45
2017-09-13,42.9
2017-09-14,41.55
2017-09-15,41.55
2017-09-18,40.9
2017-09-19,40.0
2017-09-20,39.7
2017-09-21,39.3
2017-09-22,38.6
2017-09-25,36.15
2017-09-26,37.15
2017-09-27,36.65
2017-09-28,35.45
2017-09-29,35.05
2017-10-03,35.5
2017-10-04,34.7
2017-10-05,34.15
2017-10-06,34.15
2017-10-09,33.95
2017-10-10,33.95
2017-10-11,33.9
2017-10-12,33.65
2017-10-13,33.5
2017-10-16,32.95
2017-10-17,32.1
2017-10-18,31.95
2017-10-19,31.45
2017-10-23,31.1
2017-10-24,37.3
2017-10-25,35.7
2017-10-26,35.2
2017-10-27,35.35
2017-10-30,34.7
2017-10-31,34.7
2017-11-01,36.3
2017-11-02,37.2
2017-11-03,37.1
2017-11-06,37.25
2017-11-07,36.75
2017-11-08,35.5
2017-11-09,35.15
2017-11-10,34.9
2017-11-13,34.75
2017-11-14,33.85
2017-11-15,32.75
2017-11-16,34.4
2017-11-17,34.55
2017-11-20,34.85
2017-11-21,36.05
2017-11-22,35.6
2017-11-23,35.5
2017-11-24,35.75
2017-11-27,37.75
2017-11-28,37.0
2017-11-29,36.55
2017-11-30,35.7
2017-12-01,35.1
2017-12-04,34.7
2017-12-05,34.05
2017-12-06,34.35
2017-12-07,34.35
2017-12-08,34.5
2017-12-11,35.3
2017-12-12,34.9
2017-12-13,35.55
2017-12-14,34.5
2017-12-15,34.55
2017-12-18,34.15
2017-12-19,34.1
2017-12-20,34.65
2017-12-21,34.9
2017-12-22,35.05
2017-12-26,36.55
2017-12-27,36.1
2017-12-28,36.55
2017-12-29,36.65
