Date,MMTC
2017-01-02,61.7
2017-01-03,61.75
2017-01-04,61.75
2017-01-05,64.05
2017-01-06,62.25
2017-01-09,70.6
2017-01-10,69.05
2017-01-11,69.3
2017-01-12,71.55
2017-01-13,70.7
2017-01-16,70.8
2017-01-17,69.8
2017-01-18,68.85
2017-01-19,67.8
2017-01-20,64.8
2017-01-23,66.0
2017-01-24,65.95
2017-01-25,66.75
2017-01-27,66.0
2017-01-30,64.35
2017-01-31,62.75
2017-02-01,64.25
2017-02-02,64.35
2017-02-03,64.2
2017-02-06,64.25
2017-02-07,63.5
2017-02-08,63.55
2017-02-09,63.35
2017-02-10,63.7
2017-02-13,63.1
2017-02-14,66.3
2017-02-15,64.15
2017-02-16,64.3
2017-02-17,63.8
2017-02-20,64.1
2017-02-21,65.05
2017-02-22,64.2
2017-02-23,63.25
2017-02-27,63.2
2017-02-28,63.0
2017-03-01,64.75
2017-03-02,63.65
2017-03-03,63.15
2017-03-06,63.85
2017-03-07,62.25
2017-03-08,60.25
2017-03-09,58.9
2017-03-10,58.2
2017-03-14,58.85
2017-03-15,61.5
2017-03-16,64.0
2017-03-17,62.45
2017-03-20,61.7
2017-03-21,61.05
2017-03-22,59.8
2017-03-23,63.25
2017-03-24,64.05
2017-03-27,62.55
2017-03-28,61.7
2017-03-29,60.95
2017-03-30,61.3
2017-03-31,61.95
2017-04-03,62.8
2017-04-05,64.6
2017-04-06,65.05
2017-04-07,63.55
2017-04-10,63.3
2017-04-11,64.05
2017-04-12,62.7
2017-04-13,63.4
2017-04-17,63.3
2017-04-18,63.7
2017-04-19,63.55
2017-04-20,63.65
2017-04-21,67.1
2017-04-24,68.85
2017-04-25,68.05
2017-04-26,66.85
2017-04-27,66.1
2017-04-28,65.85
2017-05-02,67.55
2017-05-03,68.15
2017-05-04,66.85
2017-05-05,64.8
2017-05-08,65.2
2017-05-09,66.1
2017-05-10,66.15
2017-05-11,65.1
2017-05-12,64.4
2017-05-15,66.45
2017-05-16,65.3
2017-05-17,64.9
2017-05-18,64.05
2017-05-19,63.15
2017-05-22,62.15
2017-05-23,59.5
2017-05-24,56.45
2017-05-25,56.9
2017-05-26,58.8
2017-05-29,59.1
2017-05-30,55.95
2017-05-31,56.2
2017-06-01,56.3
2017-06-02,56.5
2017-06-05,56.75
2017-06-06,55.3
2017-06-07,55.85
2017-06-08,62.95
2017-06-09,61.75
2017-06-12,60.95
2017-06-13,60.95
2017-06-14,61.8
2017-06-15,62.25
2017-06-16,60.95
2017-06-19,61.0
2017-06-20,59.75
2017-06-21,59.4
2017-06-22,59.55
2017-06-23,56.8
2017-06-27,56.1
2017-06-28,56.4
2017-06-29,57.1
2017-06-30,56.8
2017-07-03,57.45
2017-07-04,57.25
2017-07-05,59.2
2017-07-06,59.45
2017-07-07,59.05
2017-07-10,59.45
2017-07-11,59.55
2017-07-12,59.2
2017-07-13,58.65
2017-07-14,57.9
2017-07-17,57.8
2017-07-18,58.05
2017-07-19,58.3
2017-07-20,58.3
2017-07-21,57.95
2017-07-24,58.1
2017-07-25,57.9
2017-07-26,61.7
2017-07-27,62.45
2017-07-28,61.8
2017-07-31,61.25
2017-08-01,60.55
2017-08-02,59.55
2017-08-03,57.8
2017-08-04,58.65
2017-08-07,58.1
2017-08-08,57.8
2017-08-09,57.05
2017-08-10,55.45
2017-08-11,54.15
2017-08-14,55.45
2017-08-16,56.45
2017-08-17,57.05
2017-08-18,56.3
2017-08-21,55.75
2017-08-22,55.15
2017-08-23,55.45
2017-08-24,55.7
2017-08-28,56.35
2017-08-29,55.5
2017-08-30,56.3
2017-08-31,57.2
2017-09-01,58.2
2017-09-04,58.2
2017-09-05,58.75
2017-09-06,59.05
2017-09-07,60.8
2017-09-08,60.0
2017-09-11,59.35
2017-09-12,60.35
2017-09-13,59.1
2017-09-14,59.8
2017-09-15,59.1
2017-09-18,59.7
2017-09-19,60.35
2017-09-20,62.35
2017-09-21,62.75
2017-09-22,59.25
2017-09-25,56.65
2017-09-26,57.35
2017-09-27,55.75
2017-09-28,56.05
2017-09-29,56.1
2017-10-03,56.15
2017-10-04,56.9
2017-10-05,58.1
2017-10-06,60.0
2017-10-09,59.4
2017-10-10,59.9
2017-10-11,63.25
2017-10-12,63.0
2017-10-13,61.25
2017-10-16,60.45
2017-10-17,60.6
2017-10-18,60.35
2017-10-19,59.7
2017-10-23,59.5
2017-10-24,59.2
2017-10-25,60.65
2017-10-26,61.85
2017-10-27,65.3
2017-10-30,64.5
2017-10-31,63.4
2017-11-01,70.7
2017-11-02,74.5
2017-11-03,73.15
2017-11-06,86.9
2017-11-07,96.3
2017-11-08,86.7
2017-11-09,87.95
2017-11-10,84.95
2017-11-13,83.0
2017-11-14,78.65
2017-11-15,74.25
2017-11-16,80.7
2017-11-17,81.0
2017-11-20,80.55
2017-11-21,79.05
2017-11-22,78.7
2017-11-23,77.95
2017-11-24,76.85
2017-11-27,78.85
2017-11-28,78.6
2017-11-29,77.3
2017-11-30,74.85
2017-12-01,74.65
2017-12-04,72.9
2017-12-05,71.65
2017-12-06,69.7
2017-12-07,71.85
2017-12-08,71.35
2017-12-11,71.2
2017-12-12,70.45
2017-12-13,70.8
2017-12-14,71.65
2017-12-15,71.35
2017-12-18,70.85
2017-12-19,71.65
2017-12-20,71.85
2017-12-21,71.8
2017-12-22,71.95
2017-12-26,71.4
2017-12-27,73.4
2017-12-28,75.2
2017-12-29,73.3
