Date,BFINVEST
2017-01-02,141.1
2017-01-03,143.7
2017-01-04,144.6
2017-01-05,149.0
2017-01-06,145.55
2017-01-09,144.65
2017-01-10,151.95
2017-01-11,150.45
2017-01-12,155.8
2017-01-13,154.6
2017-01-16,154.8
2017-01-17,154.35
2017-01-18,153.35
2017-01-19,152.15
2017-01-20,146.15
2017-01-23,149.9
2017-01-24,151.4
2017-01-25,151.35
2017-01-27,151.15
2017-01-30,151.0
2017-01-31,147.5
2017-02-01,150.8
2017-02-02,155.05
2017-02-03,164.15
2017-02-06,166.9
2017-02-07,162.9
2017-02-08,164.35
2017-02-09,170.45
2017-02-10,164.85
2017-02-13,161.95
2017-02-14,161.8
2017-02-15,155.2
2017-02-16,159.3
2017-02-17,160.85
2017-02-20,161.7
2017-02-21,165.15
2017-02-22,160.15
2017-02-23,160.5
2017-02-27,159.6
2017-02-28,158.8
2017-03-01,162.95
2017-03-02,158.0
2017-03-03,160.8
2017-03-06,161.15
2017-03-07,168.3
2017-03-08,164.9
2017-03-09,162.95
2017-03-10,160.9
2017-03-14,162.55
2017-03-15,162.05
2017-03-16,166.6
2017-03-17,163.7
2017-03-20,167.6
2017-03-21,168.5
2017-03-22,168.4
2017-03-23,168.25
2017-03-24,165.45
2017-03-27,164.0
2017-03-28,165.55
2017-03-29,163.85
2017-03-30,166.45
2017-03-31,165.65
2017-04-03,168.0
2017-04-05,175.6
2017-04-06,174.15
2017-04-07,172.25
2017-04-10,172.05
2017-04-11,171.9
2017-04-12,169.65
2017-04-13,170.25
2017-04-17,171.3
2017-04-18,168.6
2017-04-19,167.75
2017-04-20,169.3
2017-04-21,169.05
2017-04-24,168.95
2017-04-25,174.65
2017-04-26,170.55
2017-04-27,169.25
2017-04-28,168.7
2017-05-02,170.95
2017-05-03,175.45
2017-05-04,173.5
2017-05-05,168.6
2017-05-08,172.75
2017-05-09,173.45
2017-05-10,172.75
2017-05-11,169.95
2017-05-12,169.15
2017-05-15,168.45
2017-05-16,171.25
2017-05-17,170.15
2017-05-18,168.35
2017-05-19,164.25
2017-05-22,161.05
2017-05-23,152.65
2017-05-24,149.8
2017-05-25,153.15
2017-05-26,157.1
2017-05-29,157.7
2017-05-30,157.0
2017-05-31,157.55
2017-06-01,160.1
2017-06-02,163.1
2017-06-05,162.95
2017-06-06,161.55
2017-06-07,159.4
2017-06-08,160.95
2017-06-09,159.85
2017-06-12,158.95
2017-06-13,165.0
2017-06-14,167.4
2017-06-15,169.9
2017-06-16,169.95
2017-06-19,187.3
2017-06-20,198.1
2017-06-21,191.2
2017-06-22,189.15
2017-06-23,177.8
2017-06-27,180.8
2017-06-28,182.95
2017-06-29,183.25
2017-06-30,182.15
2017-07-03,184.55
2017-07-04,184.5
2017-07-05,187.3
2017-07-06,192.4
2017-07-07,190.85
2017-07-10,189.6
2017-07-11,191.35
2017-07-12,191.1
2017-07-13,186.25
2017-07-14,180.05
2017-07-17,181.25
2017-07-18,177.65
2017-07-19,181.1
2017-07-20,183.05
2017-07-21,183.0
2017-07-24,181.15
2017-07-25,179.15
2017-07-26,180.05
2017-07-27,178.2
2017-07-28,174.85
2017-07-31,173.8
2017-08-01,174.55
2017-08-02,175.45
2017-08-03,172.25
2017-08-04,170.8
2017-08-07,173.8
2017-08-08,169.0
2017-08-09,169.6
2017-08-10,160.05
2017-08-11,154.45
2017-08-14,161.8
2017-08-16,165.15
2017-08-17,164.25
2017-08-18,160.0
2017-08-21,160.0
2017-08-22,156.4
2017-08-23,159.1
2017-08-24,158.2
2017-08-28,161.8
2017-08-29,158.4
2017-08-30,188.6
2017-08-31,183.0
2017-09-01,189.8
2017-09-04,183.5
2017-09-05,187.95
2017-09-06,186.1
2017-09-07,187.3
2017-09-08,187.0
2017-09-11,187.0
2017-09-12,185.6
2017-09-13,187.0
2017-09-14,189.45
2017-09-15,221.0
2017-09-18,242.3
2017-09-19,242.45
2017-09-20,237.5
2017-09-21,228.7
2017-09-22,208.35
2017-09-25,220.35
2017-09-26,226.8
2017-09-27,215.15
2017-09-28,227.65
2017-09-29,225.65
2017-10-03,227.7
2017-10-04,226.95
2017-10-05,226.45
2017-10-06,230.45
2017-10-09,230.25
2017-10-10,231.75
2017-10-11,217.4
2017-10-12,227.85
2017-10-13,223.65
2017-10-16,227.15
2017-10-17,234.65
2017-10-18,232.35
2017-10-19,227.75
2017-10-23,231.5
2017-10-24,231.35
2017-10-25,228.45
2017-10-26,228.9
2017-10-27,233.55
2017-10-30,243.65
2017-10-31,263.0
2017-11-01,263.1
2017-11-02,258.5
2017-11-03,272.15
2017-11-06,275.25
2017-11-07,260.6
2017-11-08,256.45
2017-11-09,263.65
2017-11-10,264.25
2017-11-13,256.4
2017-11-14,273.1
2017-11-15,272.65
2017-11-16,298.85
2017-11-17,296.0
2017-11-20,330.9
2017-11-21,321.7
2017-11-22,368.4
2017-11-23,402.35
2017-11-24,415.3
2017-11-27,415.75
2017-11-28,412.35
2017-11-29,398.4
2017-11-30,393.4
2017-12-01,401.25
2017-12-04,385.55
2017-12-05,389.15
2017-12-06,386.45
2017-12-07,392.35
2017-12-08,393.9
2017-12-11,392.45
2017-12-12,381.75
2017-12-13,374.7
2017-12-14,379.25
2017-12-15,379.65
2017-12-18,375.4
2017-12-19,385.6
2017-12-20,382.8
2017-12-21,379.6
2017-12-22,377.15
2017-12-26,386.65
2017-12-27,380.05
2017-12-28,378.8
2017-12-29,396.7
