Date,ITC
2017-01-02,240.95
2017-01-03,243.35
2017-01-04,245.45
2017-01-05,246.75
2017-01-06,242.7
2017-01-09,245.85
2017-01-10,248.95
2017-01-11,247.55
2017-01-12,244.65
2017-01-13,249.65
2017-01-16,248.8
2017-01-17,251.95
2017-01-18,250.85
2017-01-19,254.15
2017-01-20,255.4
2017-01-23,259.65
2017-01-24,259.85
2017-01-25,265.5
2017-01-27,257.4
2017-01-30,256.1
2017-01-31,258.1
2017-02-01,269.7
2017-02-02,274.3
2017-02-03,273.05
2017-02-06,276.8
2017-02-07,277.1
2017-02-08,274.8
2017-02-09,277.65
2017-02-10,273.35
2017-02-13,270.6
2017-02-14,270.8
2017-02-15,273.4
2017-02-16,266.65
2017-02-17,268.15
2017-02-20,266.05
2017-02-21,263.15
2017-02-22,263.45
2017-02-23,265.65
2017-02-27,264.6
2017-02-28,262.2
2017-03-01,268.5
2017-03-02,264.75
2017-03-03,261.55
2017-03-06,264.1
2017-03-07,264.25
2017-03-08,264.15
2017-03-09,264.95
2017-03-10,263.45
2017-03-14,267.1
2017-03-15,268.2
2017-03-16,268.45
2017-03-17,281.25
2017-03-20,281.9
2017-03-21,287.9
2017-03-22,279.85
2017-03-23,277.6
2017-03-24,281.0
2017-03-27,281.6
2017-03-28,280.5
2017-03-29,283.2
2017-03-30,282.75
2017-03-31,280.3
2017-04-03,281.55
2017-04-05,278.95
2017-04-06,274.1
2017-04-07,272.65
2017-04-10,273.55
2017-04-11,282.05
2017-04-12,281.9
2017-04-13,279.15
2017-04-17,279.1
2017-04-18,279.05
2017-04-19,278.7
2017-04-20,279.5
2017-04-21,274.35
2017-04-24,276.75
2017-04-25,281.3
2017-04-26,290.9
2017-04-27,285.8
2017-04-28,278.0
2017-05-02,279.2
2017-05-03,277.25
2017-05-04,281.2
2017-05-05,277.15
2017-05-08,272.95
2017-05-09,271.5
2017-05-10,273.95
2017-05-11,276.65
2017-05-12,274.95
2017-05-15,277.95
2017-05-16,283.45
2017-05-17,281.65
2017-05-18,277.9
2017-05-19,286.2
2017-05-22,303.6
2017-05-23,300.15
2017-05-24,299.9
2017-05-25,300.05
2017-05-26,309.1
2017-05-29,315.85
2017-05-30,311.45
2017-05-31,311.8
2017-06-01,314.2
2017-06-02,319.2
2017-06-05,317.45
2017-06-06,311.05
2017-06-07,312.25
2017-06-08,311.6
2017-06-09,306.0
2017-06-12,304.4
2017-06-13,305.25
2017-06-14,299.85
2017-06-15,301.9
2017-06-16,306.8
2017-06-19,310.9
2017-06-20,308.7
2017-06-21,308.95
2017-06-22,311.3
2017-06-23,311.0
2017-06-27,312.35
2017-06-28,308.35
2017-06-29,311.6
2017-06-30,323.65
2017-07-03,342.5
2017-07-04,337.25
2017-07-05,331.05
2017-07-06,337.1
2017-07-07,334.3
2017-07-10,333.3
2017-07-11,330.4
2017-07-12,328.85
2017-07-13,338.75
2017-07-14,337.15
2017-07-17,325.15
2017-07-18,284.55
2017-07-19,291.45
2017-07-20,289.5
2017-07-21,288.9
2017-07-24,293.25
2017-07-25,291.4
2017-07-26,293.65
2017-07-27,288.55
2017-07-28,291.55
2017-07-31,285.25
2017-08-01,287.85
2017-08-02,285.45
2017-08-03,281.4
2017-08-04,280.75
2017-08-07,279.85
2017-08-08,274.15
2017-08-09,272.85
2017-08-10,273.1
2017-08-11,271.5
2017-08-14,271.25
2017-08-16,279.2
2017-08-17,280.0
2017-08-18,281.85
2017-08-21,281.6
2017-08-22,282.9
2017-08-23,282.55
2017-08-24,281.45
2017-08-28,282.45
2017-08-29,280.25
2017-08-30,282.0
2017-08-31,282.25
2017-09-01,283.6
2017-09-04,283.1
2017-09-05,282.85
2017-09-06,275.7
2017-09-07,270.4
2017-09-08,272.35
2017-09-11,273.6
2017-09-12,277.65
2017-09-13,271.5
2017-09-14,272.0
2017-09-15,269.3
2017-09-18,267.0
2017-09-19,267.85
2017-09-20,271.55
2017-09-21,269.55
2017-09-22,268.45
2017-09-25,262.25
2017-09-26,262.45
2017-09-27,258.5
2017-09-28,261.55
2017-09-29,258.3
2017-10-03,261.4
2017-10-04,267.4
2017-10-05,265.25
2017-10-06,266.15
2017-10-09,268.0
2017-10-10,266.2
2017-10-11,265.4
2017-10-12,267.0
2017-10-13,265.95
2017-10-16,267.5
2017-10-17,267.25
2017-10-18,270.35
2017-10-19,269.65
2017-10-23,267.05
2017-10-24,267.0
2017-10-25,269.25
2017-10-26,268.4
2017-10-27,269.35
2017-10-30,265.15
2017-10-31,265.7
2017-11-01,269.85
2017-11-02,265.65
2017-11-03,265.4
2017-11-06,264.9
2017-11-07,265.3
2017-11-08,265.4
2017-11-09,260.05
2017-11-10,261.7
2017-11-13,258.3
2017-11-14,256.55
2017-11-15,253.3
2017-11-16,255.1
2017-11-17,258.0
2017-11-20,259.2
2017-11-21,255.8
2017-11-22,258.15
2017-11-23,258.15
2017-11-24,260.75
2017-11-27,259.25
2017-11-28,257.0
2017-11-29,258.05
2017-11-30,256.05
2017-12-01,255.2
2017-12-04,255.1
2017-12-05,253.85
2017-12-06,251.6
2017-12-07,253.35
2017-12-08,262.2
2017-12-11,266.25
2017-12-12,261.55
2017-12-13,259.0
2017-12-14,264.25
2017-12-15,264.6
2017-12-18,263.2
2017-12-19,264.25
2017-12-20,263.3
2017-12-21,263.05
2017-12-22,263.1
2017-12-26,264.15
2017-12-27,262.15
2017-12-28,261.85
2017-12-29,263.25
