Date,NRBBEARING
2017-01-02,106.95
2017-01-03,107.45
2017-01-04,107.3
2017-01-05,111.35
2017-01-06,110.5
2017-01-09,109.05
2017-01-10,108.15
2017-01-11,108.35
2017-01-12,107.0
2017-01-13,106.45
2017-01-16,107.5
2017-01-17,106.75
2017-01-18,106.1
2017-01-19,106.5
2017-01-20,106.35
2017-01-23,105.3
2017-01-24,105.25
2017-01-25,106.0
2017-01-27,105.75
2017-01-30,105.85
2017-01-31,105.05
2017-02-01,105.4
2017-02-02,108.0
2017-02-03,109.75
2017-02-06,109.1
2017-02-07,106.3
2017-02-08,107.5
2017-02-09,113.1
2017-02-10,114.45
2017-02-13,112.25
2017-02-14,113.9
2017-02-15,109.6
2017-02-16,110.45
2017-02-17,112.25
2017-02-20,110.8
2017-02-21,109.8
2017-02-22,109.75
2017-02-23,109.15
2017-02-27,109.3
2017-02-28,108.8
2017-03-01,109.85
2017-03-02,108.6
2017-03-03,107.95
2017-03-06,108.15
2017-03-07,107.95
2017-03-08,107.2
2017-03-09,107.4
2017-03-10,106.05
2017-03-14,104.35
2017-03-15,104.1
2017-03-16,104.75
2017-03-17,104.75
2017-03-20,104.65
2017-03-21,104.85
2017-03-22,104.95
2017-03-23,105.0
2017-03-24,104.85
2017-03-27,104.45
2017-03-28,104.95
2017-03-29,106.05
2017-03-30,107.9
2017-03-31,108.05
2017-04-03,108.55
2017-04-05,108.65
2017-04-06,110.1
2017-04-07,109.45
2017-04-10,109.65
2017-04-11,110.4
2017-04-12,110.2
2017-04-13,115.8
2017-04-17,116.05
2017-04-18,118.25
2017-04-19,117.35
2017-04-20,117.6
2017-04-21,120.0
2017-04-24,120.05
2017-04-25,119.3
2017-04-26,121.1
2017-04-27,122.1
2017-04-28,120.85
2017-05-02,118.25
2017-05-03,120.1
2017-05-04,118.3
2017-05-05,117.05
2017-05-08,116.1
2017-05-09,112.95
2017-05-10,118.05
2017-05-11,118.7
2017-05-12,116.8
2017-05-15,117.9
2017-05-16,119.95
2017-05-17,118.7
2017-05-18,116.05
2017-05-19,116.05
2017-05-22,115.95
2017-05-23,112.25
2017-05-24,113.65
2017-05-25,122.6
2017-05-26,125.15
2017-05-29,115.35
2017-05-30,114.8
2017-05-31,117.65
2017-06-01,117.35
2017-06-02,122.1
2017-06-05,124.1
2017-06-06,124.85
2017-06-07,127.15
2017-06-08,134.15
2017-06-09,139.75
2017-06-12,136.05
2017-06-13,135.9
2017-06-14,136.0
2017-06-15,135.1
2017-06-16,138.45
2017-06-19,135.05
2017-06-20,134.35
2017-06-21,133.45
2017-06-22,130.6
2017-06-23,131.05
2017-06-27,126.55
2017-06-28,124.05
2017-06-29,123.4
2017-06-30,128.4
2017-07-03,133.3
2017-07-04,134.4
2017-07-05,140.5
2017-07-06,138.65
2017-07-07,135.8
2017-07-10,132.95
2017-07-11,134.15
2017-07-12,137.0
2017-07-13,136.0
2017-07-14,132.1
2017-07-17,129.55
2017-07-18,126.55
2017-07-19,129.25
2017-07-20,128.9
2017-07-21,127.35
2017-07-24,126.6
2017-07-25,128.65
2017-07-26,127.0
2017-07-27,123.35
2017-07-28,122.65
2017-07-31,124.45
2017-08-01,122.15
2017-08-02,121.75
2017-08-03,118.25
2017-08-04,116.8
2017-08-07,116.8
2017-08-08,114.75
2017-08-09,116.15
2017-08-10,112.65
2017-08-11,112.3
2017-08-14,117.45
2017-08-16,118.15
2017-08-17,118.35
2017-08-18,121.95
2017-08-21,117.5
2017-08-22,119.0
2017-08-23,119.0
2017-08-24,118.25
2017-08-28,119.0
2017-08-29,119.55
2017-08-30,119.5
2017-08-31,121.45
2017-09-01,120.05
2017-09-04,121.3
2017-09-05,120.45
2017-09-06,120.2
2017-09-07,121.0
2017-09-08,120.3
2017-09-11,119.7
2017-09-12,121.0
2017-09-13,120.6
2017-09-14,120.35
2017-09-15,119.9
2017-09-18,120.25
2017-09-19,120.3
2017-09-20,123.5
2017-09-21,122.65
2017-09-22,121.9
2017-09-25,119.95
2017-09-26,119.25
2017-09-27,118.85
2017-09-28,119.55
2017-09-29,118.85
2017-10-03,119.85
2017-10-04,119.0
2017-10-05,119.1
2017-10-06,120.15
2017-10-09,121.2
2017-10-10,128.05
2017-10-11,135.75
2017-10-12,139.2
2017-10-13,136.75
2017-10-16,135.6
2017-10-17,133.15
2017-10-18,132.1
2017-10-19,136.9
2017-10-23,134.1
2017-10-24,132.75
2017-10-25,132.35
2017-10-26,133.75
2017-10-27,131.8
2017-10-30,131.35
2017-10-31,138.9
2017-11-01,141.95
2017-11-02,143.75
2017-11-03,141.6
2017-11-06,143.35
2017-11-07,142.9
2017-11-08,143.85
2017-11-09,143.35
2017-11-10,144.05
2017-11-13,145.0
2017-11-14,141.65
2017-11-15,136.95
2017-11-16,140.65
2017-11-17,141.35
2017-11-20,139.45
2017-11-21,137.3
2017-11-22,138.1
2017-11-23,139.25
2017-11-24,139.2
2017-11-27,151.45
2017-11-28,153.7
2017-11-29,152.75
2017-11-30,150.05
2017-12-01,147.0
2017-12-04,145.8
2017-12-05,146.1
2017-12-06,142.1
2017-12-07,147.45
2017-12-08,147.45
2017-12-11,149.35
2017-12-12,149.75
2017-12-13,147.95
2017-12-14,155.75
2017-12-15,157.55
2017-12-18,158.9
2017-12-19,170.65
2017-12-20,174.6
2017-12-21,176.3
2017-12-22,172.0
2017-12-26,175.95
2017-12-27,175.3
2017-12-28,174.0
2017-12-29,172.7
