Date,DICIND
2017-01-02,455.55
2017-01-03,460.3
2017-01-04,468.55
2017-01-05,476.95
2017-01-06,473.45
2017-01-09,493.9
2017-01-10,494.5
2017-01-11,490.35
2017-01-12,491.05
2017-01-13,497.8
2017-01-16,500.1
2017-01-17,499.75
2017-01-18,495.25
2017-01-19,494.7
2017-01-20,486.75
2017-01-23,496.45
2017-01-24,497.3
2017-01-25,488.35
2017-01-27,490.25
2017-01-30,482.85
2017-01-31,484.15
2017-02-01,486.85
2017-02-02,477.85
2017-02-03,480.35
2017-02-06,490.45
2017-02-07,487.1
2017-02-08,488.55
2017-02-09,465.7
2017-02-10,470.15
2017-02-13,463.55
2017-02-14,467.15
2017-02-15,459.05
2017-02-16,465.9
2017-02-17,468.15
2017-02-20,467.9
2017-02-21,475.15
2017-02-22,468.45
2017-02-23,468.6
2017-02-27,468.75
2017-02-28,469.95
2017-03-01,473.25
2017-03-02,473.25
2017-03-03,469.2
2017-03-06,470.65
2017-03-07,469.45
2017-03-08,470.0
2017-03-09,460.55
2017-03-10,459.85
2017-03-14,465.0
2017-03-15,462.0
2017-03-16,464.65
2017-03-17,468.8
2017-03-20,463.2
2017-03-21,465.35
2017-03-22,459.7
2017-03-23,467.4
2017-03-24,464.85
2017-03-27,462.2
2017-03-28,465.7
2017-03-29,473.8
2017-03-30,468.8
2017-03-31,466.55
2017-04-03,469.3
2017-04-05,480.25
2017-04-06,483.7
2017-04-07,488.85
2017-04-10,489.75
2017-04-11,499.4
2017-04-12,508.85
2017-04-13,512.6
2017-04-17,511.55
2017-04-18,498.45
2017-04-19,495.95
2017-04-20,503.7
2017-04-21,492.4
2017-04-24,499.4
2017-04-25,513.25
2017-04-26,509.7
2017-04-27,503.05
2017-04-28,495.65
2017-05-02,478.0
2017-05-03,473.35
2017-05-04,474.8
2017-05-05,469.3
2017-05-08,474.2
2017-05-09,490.7
2017-05-10,493.55
2017-05-11,487.5
2017-05-12,486.95
2017-05-15,474.5
2017-05-16,482.15
2017-05-17,477.8
2017-05-18,474.1
2017-05-19,470.7
2017-05-22,465.05
2017-05-23,455.55
2017-05-24,449.8
2017-05-25,464.85
2017-05-26,467.95
2017-05-29,475.75
2017-05-30,453.2
2017-05-31,451.3
2017-06-01,439.65
2017-06-02,454.9
2017-06-05,450.2
2017-06-06,448.0
2017-06-07,455.0
2017-06-08,455.75
2017-06-09,445.6
2017-06-12,451.45
2017-06-13,541.7
2017-06-14,542.25
2017-06-15,524.15
2017-06-16,510.4
2017-06-19,517.55
2017-06-20,508.25
2017-06-21,514.05
2017-06-22,535.65
2017-06-23,533.85
2017-06-27,536.55
2017-06-28,535.15
2017-06-29,525.6
2017-06-30,525.5
2017-07-03,525.0
2017-07-04,519.8
2017-07-05,526.35
2017-07-06,535.8
2017-07-07,536.1
2017-07-10,539.6
2017-07-11,537.2
2017-07-12,550.15
2017-07-13,581.45
2017-07-14,566.2
2017-07-17,569.7
2017-07-18,557.25
2017-07-19,572.8
2017-07-20,563.9
2017-07-21,565.5
2017-07-24,552.85
2017-07-25,546.5
2017-07-26,547.5
2017-07-27,545.65
2017-07-28,546.7
2017-07-31,536.1
2017-08-01,537.25
2017-08-02,525.0
2017-08-03,521.9
2017-08-04,521.35
2017-08-07,527.45
2017-08-08,526.0
2017-08-09,525.15
2017-08-10,515.6
2017-08-11,502.95
2017-08-14,523.6
2017-08-16,522.35
2017-08-17,520.15
2017-08-18,518.8
2017-08-21,518.0
2017-08-22,505.9
2017-08-23,506.2
2017-08-24,507.55
2017-08-28,510.75
2017-08-29,512.05
2017-08-30,515.1
2017-08-31,511.35
2017-09-01,512.5
2017-09-04,505.8
2017-09-05,509.5
2017-09-06,509.8
2017-09-07,524.8
2017-09-08,515.15
2017-09-11,507.4
2017-09-12,509.0
2017-09-13,499.9
2017-09-14,500.4
2017-09-15,506.3
2017-09-18,502.4
2017-09-19,511.35
2017-09-20,511.9
2017-09-21,507.8
2017-09-22,496.75
2017-09-25,495.75
2017-09-26,497.3
2017-09-27,485.4
2017-09-28,480.7
2017-09-29,488.25
2017-10-03,478.3
2017-10-04,484.8
2017-10-05,484.0
2017-10-06,503.1
2017-10-09,529.0
2017-10-10,520.7
2017-10-11,518.55
2017-10-12,516.85
2017-10-13,517.5
2017-10-16,509.7
2017-10-17,521.95
2017-10-18,515.15
2017-10-19,520.1
2017-10-23,519.45
2017-10-24,525.8
2017-10-25,520.45
2017-10-26,516.8
2017-10-27,518.0
2017-10-30,495.7
2017-10-31,493.55
2017-11-01,498.1
2017-11-02,497.0
2017-11-03,499.15
2017-11-06,490.85
2017-11-07,490.0
2017-11-08,501.25
2017-11-09,506.4
2017-11-10,501.1
2017-11-13,503.0
2017-11-14,491.4
2017-11-15,488.8
2017-11-16,496.6
2017-11-17,490.4
2017-11-20,494.75
2017-11-21,502.6
2017-11-22,492.85
2017-11-23,509.3
2017-11-24,497.15
2017-11-27,495.5
2017-11-28,500.65
2017-11-29,499.65
2017-11-30,496.95
2017-12-01,496.9
2017-12-04,499.35
2017-12-05,500.0
2017-12-06,497.0
2017-12-07,493.65
2017-12-08,505.25
2017-12-11,499.85
2017-12-12,491.7
2017-12-13,589.5
2017-12-14,569.6
2017-12-15,563.45
2017-12-18,556.85
2017-12-19,569.25
2017-12-20,556.2
2017-12-21,545.1
2017-12-22,547.75
2017-12-26,540.45
2017-12-27,567.8
2017-12-28,566.65
2017-12-29,565.35
