Date,SPICEMOBI
2017-01-02,15.4
2017-01-03,15.2
2017-01-04,15.5
2017-01-05,15.75
2017-01-06,15.1
2017-01-09,15.35
2017-01-10,15.75
2017-01-11,16.4
2017-01-12,16.25
2017-01-13,16.0
2017-01-16,16.0
2017-01-17,15.6
2017-01-18,15.8
2017-01-19,16.45
2017-01-20,15.85
2017-01-23,16.9
2017-01-24,17.55
2017-01-25,17.35
2017-01-27,16.6
2017-01-30,18.0
2017-01-31,18.4
2017-02-01,18.6
2017-02-02,17.75
2017-02-03,17.2
2017-02-06,17.5
2017-02-07,17.95
2017-02-08,18.0
2017-02-09,17.6
2017-02-10,17.4
2017-02-13,16.8
2017-02-14,16.5
2017-02-15,16.35
2017-02-16,16.8
2017-02-17,16.55
2017-02-20,16.65
2017-02-21,16.5
2017-02-22,16.85
2017-02-23,16.95
2017-02-27,16.35
2017-02-28,16.55
2017-03-01,16.4
2017-03-02,15.9
2017-03-03,16.0
2017-03-06,15.3
2017-03-07,15.35
2017-03-08,15.35
2017-03-09,15.45
2017-03-10,15.3
2017-03-14,15.0
2017-03-15,14.95
2017-03-16,15.0
2017-03-17,14.95
2017-03-20,14.55
2017-03-21,14.5
2017-03-22,13.9
2017-03-23,13.8
2017-03-24,13.75
2017-03-27,13.65
2017-03-28,14.0
2017-03-29,13.95
2017-03-30,14.85
2017-03-31,14.55
2017-04-03,14.75
2017-04-05,14.85
2017-04-06,14.9
2017-04-07,14.55
2017-04-10,14.9
2017-04-11,16.05
2017-04-12,16.0
2017-04-13,16.2
2017-04-17,15.7
2017-04-18,15.65
2017-04-19,15.5
2017-04-20,15.6
2017-04-21,16.55
2017-04-24,16.8
2017-04-25,16.3
2017-04-26,15.7
2017-04-27,15.55
2017-04-28,15.55
2017-05-02,15.5
2017-05-03,14.35
2017-05-04,14.95
2017-05-05,15.3
2017-05-08,15.05
2017-05-09,14.7
2017-05-10,14.95
2017-05-11,14.85
2017-05-12,15.5
2017-05-15,15.1
2017-05-16,15.1
2017-05-17,15.0
2017-05-18,15.0
2017-05-19,14.8
2017-05-22,14.8
2017-05-23,14.2
2017-05-24,13.95
2017-05-25,14.0
2017-05-26,14.35
2017-05-29,13.8
2017-05-30,13.7
2017-05-31,13.45
2017-06-01,13.45
2017-06-02,13.7
2017-06-05,13.7
2017-06-06,13.95
2017-06-07,13.5
2017-06-08,13.6
2017-06-09,13.55
2017-06-12,13.3
2017-06-13,13.95
2017-06-14,13.8
2017-06-15,13.8
2017-06-16,14.0
2017-06-19,14.0
2017-06-20,16.8
2017-06-21,15.35
2017-06-22,15.6
2017-06-23,14.8
2017-06-27,14.45
2017-06-28,14.7
2017-06-29,15.2
2017-06-30,15.4
2017-07-03,15.8
2017-07-04,15.4
2017-07-05,18.45
2017-07-06,17.3
2017-07-07,17.9
2017-07-10,17.8
2017-07-11,17.75
2017-07-12,21.3
2017-07-13,25.55
2017-07-14,28.1
2017-07-17,30.9
2017-07-18,29.2
2017-07-19,31.45
2017-07-20,30.0
2017-07-21,28.5
2017-07-24,27.1
2017-07-25,25.75
2017-07-26,24.5
2017-07-27,23.3
2017-07-28,22.15
2017-07-31,21.3
2017-08-01,20.6
2017-08-02,20.85
2017-08-03,20.15
2017-08-04,20.35
2017-08-07,20.5
2017-08-08,19.55
2017-08-09,18.6
2017-08-10,17.7
2017-08-11,16.85
2017-08-14,17.65
2017-08-16,18.5
2017-08-17,19.4
2017-08-18,20.35
2017-08-21,19.35
2017-08-22,18.4
2017-08-23,18.25
2017-08-24,18.35
2017-08-28,19.1
2017-08-29,18.6
2017-08-30,19.5
2017-08-31,19.0
2017-09-01,19.0
2017-09-04,19.95
2017-09-05,20.9
2017-09-06,21.9
2017-09-07,22.95
2017-09-08,23.2
2017-09-11,23.8
2017-09-12,23.2
2017-09-13,22.05
2017-09-14,23.15
2017-09-15,23.2
2017-09-18,22.65
2017-09-19,23.25
2017-09-20,22.85
2017-09-21,21.8
2017-09-22,21.1
2017-09-25,20.2
2017-09-26,20.15
2017-09-27,19.4
2017-09-28,19.25
2017-09-29,19.65
2017-10-03,19.15
2017-10-04,19.1
2017-10-05,19.85
2017-10-06,20.8
2017-10-09,20.35
2017-10-10,21.35
2017-10-11,20.4
2017-10-12,20.5
2017-10-13,20.05
2017-10-16,19.5
2017-10-17,20.0
2017-10-18,19.75
2017-10-19,20.3
2017-10-23,20.0
2017-10-24,19.6
2017-10-25,19.4
2017-10-26,20.35
2017-10-27,21.35
2017-10-30,21.6
2017-10-31,20.9
2017-11-01,20.3
2017-11-02,21.3
2017-11-03,21.3
2017-11-06,21.2
2017-11-07,20.3
2017-11-08,20.25
2017-11-09,20.35
2017-11-10,20.3
2017-11-13,20.2
2017-11-14,20.25
2017-11-15,19.5
2017-11-16,19.85
2017-11-17,19.15
2017-11-20,20.1
2017-11-21,19.45
2017-11-22,19.9
2017-11-23,20.2
2017-11-24,20.95
2017-11-27,19.95
2017-11-28,19.5
2017-11-29,19.35
2017-11-30,19.45
2017-12-01,19.35
2017-12-04,19.0
2017-12-05,19.4
2017-12-06,18.75
2017-12-07,19.1
2017-12-08,21.0
2017-12-11,23.1
2017-12-12,22.45
2017-12-13,21.4
2017-12-14,20.9
2017-12-15,21.3
2017-12-18,21.15
2017-12-19,21.75
2017-12-20,23.55
2017-12-21,23.9
2017-12-22,23.1
2017-12-26,25.4
2017-12-27,24.0
2017-12-28,23.35
2017-12-29,24.0
