Date,HFCL
2017-01-02,12.9
2017-01-03,12.9
2017-01-04,13.05
2017-01-05,13.25
2017-01-06,13.2
2017-01-09,13.25
2017-01-10,13.45
2017-01-11,13.6
2017-01-12,13.75
2017-01-13,13.45
2017-01-16,13.35
2017-01-17,13.25
2017-01-18,13.3
2017-01-19,13.2
2017-01-20,12.95
2017-01-23,12.95
2017-01-24,13.15
2017-01-25,13.2
2017-01-27,14.4
2017-01-30,14.15
2017-01-31,13.9
2017-02-01,14.0
2017-02-02,13.95
2017-02-03,14.5
2017-02-06,15.15
2017-02-07,14.8
2017-02-08,14.75
2017-02-09,14.6
2017-02-10,14.4
2017-02-13,14.0
2017-02-14,13.95
2017-02-15,13.25
2017-02-16,13.3
2017-02-17,13.25
2017-02-20,13.25
2017-02-21,13.65
2017-02-22,13.7
2017-02-23,13.8
2017-02-27,13.85
2017-02-28,14.1
2017-03-01,14.0
2017-03-02,13.55
2017-03-03,13.4
2017-03-06,13.4
2017-03-07,13.75
2017-03-08,13.45
2017-03-09,13.3
2017-03-10,13.2
2017-03-14,13.2
2017-03-15,13.1
2017-03-16,13.2
2017-03-17,13.1
2017-03-20,12.95
2017-03-21,12.85
2017-03-22,12.75
2017-03-23,12.85
2017-03-24,12.75
2017-03-27,12.55
2017-03-28,12.65
2017-03-29,12.75
2017-03-30,12.85
2017-03-31,12.75
2017-04-03,13.15
2017-04-05,14.45
2017-04-06,14.0
2017-04-07,13.85
2017-04-10,13.9
2017-04-11,14.1
2017-04-12,13.8
2017-04-13,14.05
2017-04-17,14.95
2017-04-18,14.85
2017-04-19,14.85
2017-04-20,15.1
2017-04-21,16.0
2017-04-24,16.1
2017-04-25,16.4
2017-04-26,16.1
2017-04-27,15.65
2017-04-28,15.4
2017-05-02,15.1
2017-05-03,15.4
2017-05-04,15.1
2017-05-05,14.55
2017-05-08,14.55
2017-05-09,15.65
2017-05-10,15.3
2017-05-11,15.05
2017-05-12,14.95
2017-05-15,14.85
2017-05-16,15.1
2017-05-17,14.8
2017-05-18,14.3
2017-05-19,14.1
2017-05-22,13.85
2017-05-23,13.15
2017-05-24,12.9
2017-05-25,13.1
2017-05-26,13.55
2017-05-29,13.0
2017-05-30,12.95
2017-05-31,12.9
2017-06-01,12.9
2017-06-02,13.25
2017-06-05,13.0
2017-06-06,12.9
2017-06-07,13.1
2017-06-08,12.9
2017-06-09,12.9
2017-06-12,12.85
2017-06-13,12.95
2017-06-14,12.9
2017-06-15,12.75
2017-06-16,13.05
2017-06-19,12.9
2017-06-20,12.7
2017-06-21,12.7
2017-06-22,12.7
2017-06-23,12.4
2017-06-27,12.15
2017-06-28,12.05
2017-06-29,12.1
2017-06-30,11.9
2017-07-03,12.15
2017-07-04,12.35
2017-07-05,12.95
2017-07-06,12.85
2017-07-07,15.3
2017-07-10,15.25
2017-07-11,14.45
2017-07-12,14.7
2017-07-13,14.6
2017-07-14,14.3
2017-07-17,14.8
2017-07-18,14.9
2017-07-19,15.85
2017-07-20,16.25
2017-07-21,16.8
2017-07-24,16.85
2017-07-25,17.4
2017-07-26,18.0
2017-07-27,17.1
2017-07-28,18.75
2017-07-31,18.15
2017-08-01,17.7
2017-08-02,17.35
2017-08-03,16.75
2017-08-04,16.9
2017-08-07,18.2
2017-08-08,17.4
2017-08-09,16.55
2017-08-10,15.15
2017-08-11,15.45
2017-08-14,15.85
2017-08-16,15.85
2017-08-17,16.55
2017-08-18,16.45
2017-08-21,15.85
2017-08-22,15.7
2017-08-23,16.4
2017-08-24,17.3
2017-08-28,17.5
2017-08-29,17.0
2017-08-30,16.9
2017-08-31,17.95
2017-09-01,20.35
2017-09-04,21.65
2017-09-05,21.35
2017-09-06,25.6
2017-09-07,28.15
2017-09-08,26.75
2017-09-11,28.4
2017-09-12,28.6
2017-09-13,27.8
2017-09-14,29.75
2017-09-15,32.7
2017-09-18,35.95
2017-09-19,34.2
2017-09-20,32.5
2017-09-21,30.9
2017-09-22,29.4
2017-09-25,27.95
2017-09-26,26.6
2017-09-27,25.3
2017-09-28,25.35
2017-09-29,24.1
2017-10-03,23.15
2017-10-04,24.3
2017-10-05,25.5
2017-10-06,26.4
2017-10-09,25.7
2017-10-10,25.65
2017-10-11,24.4
2017-10-12,25.6
2017-10-13,26.0
2017-10-16,26.05
2017-10-17,27.35
2017-10-18,27.75
2017-10-19,28.1
2017-10-23,28.55
2017-10-24,29.95
2017-10-25,28.85
2017-10-26,28.75
2017-10-27,29.0
2017-10-30,29.65
2017-10-31,29.5
2017-11-01,28.5
2017-11-02,29.9
2017-11-03,30.55
2017-11-06,30.35
2017-11-07,31.85
2017-11-08,30.3
2017-11-09,29.0
2017-11-10,28.55
2017-11-13,28.5
2017-11-14,28.0
2017-11-15,26.8
2017-11-16,26.85
2017-11-17,26.8
2017-11-20,27.65
2017-11-21,27.75
2017-11-22,27.1
2017-11-23,26.9
2017-11-24,27.7
2017-11-27,27.05
2017-11-28,26.45
2017-11-29,27.75
2017-11-30,28.65
2017-12-01,27.95
2017-12-04,27.25
2017-12-05,27.35
2017-12-06,27.6
2017-12-07,30.3
2017-12-08,31.4
2017-12-11,30.8
2017-12-12,29.5
2017-12-13,28.1
2017-12-14,28.25
2017-12-15,28.5
2017-12-18,29.05
2017-12-19,29.4
2017-12-20,30.4
2017-12-21,31.2
2017-12-22,30.5
2017-12-26,29.9
2017-12-27,28.8
2017-12-28,28.65
2017-12-29,28.65
