Date,SUNDRMFAST
2017-01-02,287.65
2017-01-03,293.4
2017-01-04,290.4
2017-01-05,310.65
2017-01-06,304.1
2017-01-09,307.15
2017-01-10,303.6
2017-01-11,310.45
2017-01-12,310.1
2017-01-13,311.5
2017-01-16,312.05
2017-01-17,311.6
2017-01-18,315.4
2017-01-19,320.85
2017-01-20,309.65
2017-01-23,310.4
2017-01-24,315.5
2017-01-25,317.5
2017-01-27,315.35
2017-01-30,313.0
2017-01-31,318.6
2017-02-01,324.3
2017-02-02,329.1
2017-02-03,335.85
2017-02-06,346.05
2017-02-07,341.65
2017-02-08,337.9
2017-02-09,339.8
2017-02-10,341.35
2017-02-13,336.9
2017-02-14,335.7
2017-02-15,335.2
2017-02-16,338.3
2017-02-17,335.15
2017-02-20,335.3
2017-02-21,339.8
2017-02-22,336.05
2017-02-23,335.95
2017-02-27,335.65
2017-02-28,335.7
2017-03-01,335.05
2017-03-02,355.0
2017-03-03,367.3
2017-03-06,358.45
2017-03-07,354.75
2017-03-08,363.2
2017-03-09,360.45
2017-03-10,363.2
2017-03-14,366.3
2017-03-15,365.2
2017-03-16,371.55
2017-03-17,368.95
2017-03-20,375.7
2017-03-21,371.35
2017-03-22,372.55
2017-03-23,376.55
2017-03-24,379.7
2017-03-27,378.15
2017-03-28,376.55
2017-03-29,389.85
2017-03-30,393.65
2017-03-31,386.0
2017-04-03,402.45
2017-04-05,395.35
2017-04-06,396.5
2017-04-07,401.85
2017-04-10,400.1
2017-04-11,404.7
2017-04-12,398.9
2017-04-13,403.0
2017-04-17,404.95
2017-04-18,405.4
2017-04-19,397.95
2017-04-20,398.45
2017-04-21,398.9
2017-04-24,399.0
2017-04-25,403.1
2017-04-26,388.95
2017-04-27,383.05
2017-04-28,400.85
2017-05-02,416.3
2017-05-03,422.1
2017-05-04,416.4
2017-05-05,405.35
2017-05-08,405.1
2017-05-09,391.05
2017-05-10,399.75
2017-05-11,396.55
2017-05-12,392.85
2017-05-15,387.7
2017-05-16,389.55
2017-05-17,391.05
2017-05-18,391.4
2017-05-19,385.05
2017-05-22,387.1
2017-05-23,379.55
2017-05-24,376.7
2017-05-25,392.45
2017-05-26,398.0
2017-05-29,387.85
2017-05-30,385.25
2017-05-31,384.1
2017-06-01,391.45
2017-06-02,411.8
2017-06-05,413.6
2017-06-06,408.05
2017-06-07,404.75
2017-06-08,405.4
2017-06-09,405.6
2017-06-12,404.4
2017-06-13,410.45
2017-06-14,405.5
2017-06-15,414.05
2017-06-16,411.55
2017-06-19,433.75
2017-06-20,445.3
2017-06-21,449.3
2017-06-22,458.65
2017-06-23,441.75
2017-06-27,420.65
2017-06-28,419.1
2017-06-29,422.5
2017-06-30,429.65
2017-07-03,424.65
2017-07-04,423.65
2017-07-05,423.4
2017-07-06,423.45
2017-07-07,428.75
2017-07-10,428.65
2017-07-11,421.75
2017-07-12,420.8
2017-07-13,422.0
2017-07-14,416.35
2017-07-17,412.5
2017-07-18,406.3
2017-07-19,406.5
2017-07-20,410.35
2017-07-21,426.4
2017-07-24,424.3
2017-07-25,411.85
2017-07-26,411.55
2017-07-27,408.05
2017-07-28,408.3
2017-07-31,414.5
2017-08-01,404.7
2017-08-02,403.75
2017-08-03,398.5
2017-08-04,400.5
2017-08-07,390.3
2017-08-08,391.65
2017-08-09,384.5
2017-08-10,373.6
2017-08-11,373.15
2017-08-14,386.55
2017-08-16,385.4
2017-08-17,390.35
2017-08-18,390.5
2017-08-21,388.95
2017-08-22,386.25
2017-08-23,385.95
2017-08-24,392.55
2017-08-28,397.65
2017-08-29,400.2
2017-08-30,403.45
2017-08-31,405.8
2017-09-01,404.15
2017-09-04,407.95
2017-09-05,427.25
2017-09-06,436.95
2017-09-07,436.15
2017-09-08,435.8
2017-09-11,434.6
2017-09-12,470.15
2017-09-13,457.85
2017-09-14,465.3
2017-09-15,474.45
2017-09-18,470.1
2017-09-19,464.8
2017-09-20,446.15
2017-09-21,449.5
2017-09-22,433.5
2017-09-25,441.75
2017-09-26,452.35
2017-09-27,440.85
2017-09-28,436.8
2017-09-29,439.85
2017-10-03,442.05
2017-10-04,440.7
2017-10-05,435.5
2017-10-06,449.9
2017-10-09,453.7
2017-10-10,453.8
2017-10-11,464.3
2017-10-12,500.75
2017-10-13,510.55
2017-10-16,516.3
2017-10-17,512.2
2017-10-18,511.05
2017-10-19,509.3
2017-10-23,517.55
2017-10-24,530.7
2017-10-25,512.9
2017-10-26,511.9
2017-10-27,510.7
2017-10-30,514.35
2017-10-31,516.8
2017-11-01,526.55
2017-11-02,514.5
2017-11-03,500.6
2017-11-06,496.0
2017-11-07,485.4
2017-11-08,473.35
2017-11-09,482.9
2017-11-10,485.3
2017-11-13,478.7
2017-11-14,476.95
2017-11-15,472.95
2017-11-16,474.0
2017-11-17,476.15
2017-11-20,495.1
2017-11-21,491.9
2017-11-22,495.55
2017-11-23,495.7
2017-11-24,498.0
2017-11-27,503.0
2017-11-28,503.1
2017-11-29,499.1
2017-11-30,499.1
2017-12-01,488.6
2017-12-04,493.9
2017-12-05,494.1
2017-12-06,486.45
2017-12-07,485.9
2017-12-08,502.2
2017-12-11,506.9
2017-12-12,503.3
2017-12-13,502.5
2017-12-14,496.75
2017-12-15,537.35
2017-12-18,561.4
2017-12-19,579.5
2017-12-20,592.05
2017-12-21,582.85
2017-12-22,582.55
2017-12-26,586.3
2017-12-27,582.25
2017-12-28,573.5
2017-12-29,585.25
