Date,INGERRAND
2017-01-02,682.15
2017-01-03,683.2
2017-01-04,681.35
2017-01-05,689.55
2017-01-06,676.7
2017-01-09,675.0
2017-01-10,669.5
2017-01-11,668.75
2017-01-12,669.4
2017-01-13,667.55
2017-01-16,661.6
2017-01-17,668.45
2017-01-18,667.3
2017-01-19,669.7
2017-01-20,667.05
2017-01-23,663.05
2017-01-24,665.7
2017-01-25,669.7
2017-01-27,667.5
2017-01-30,667.4
2017-01-31,651.0
2017-02-01,669.2
2017-02-02,683.55
2017-02-03,697.45
2017-02-06,705.85
2017-02-07,701.3
2017-02-08,698.75
2017-02-09,697.9
2017-02-10,694.0
2017-02-13,692.3
2017-02-14,690.55
2017-02-15,670.7
2017-02-16,679.3
2017-02-17,681.25
2017-02-20,697.75
2017-02-21,703.1
2017-02-22,702.0
2017-02-23,706.25
2017-02-27,696.35
2017-02-28,700.4
2017-03-01,701.0
2017-03-02,694.25
2017-03-03,688.0
2017-03-06,687.05
2017-03-07,686.0
2017-03-08,683.05
2017-03-09,680.65
2017-03-10,676.65
2017-03-14,681.55
2017-03-15,673.85
2017-03-16,681.05
2017-03-17,692.25
2017-03-20,688.8
2017-03-21,699.0
2017-03-22,701.95
2017-03-23,727.75
2017-03-24,721.5
2017-03-27,731.8
2017-03-28,741.95
2017-03-29,752.05
2017-03-30,754.1
2017-03-31,773.15
2017-04-03,773.7
2017-04-05,785.9
2017-04-06,780.5
2017-04-07,809.6
2017-04-10,817.8
2017-04-11,862.95
2017-04-12,872.3
2017-04-13,857.8
2017-04-17,855.15
2017-04-18,843.85
2017-04-19,832.55
2017-04-20,823.35
2017-04-21,819.55
2017-04-24,857.35
2017-04-25,903.0
2017-04-26,877.75
2017-04-27,908.35
2017-04-28,901.6
2017-05-02,902.25
2017-05-03,921.5
2017-05-04,907.55
2017-05-05,882.2
2017-05-08,898.65
2017-05-09,891.75
2017-05-10,898.95
2017-05-11,885.65
2017-05-12,881.4
2017-05-15,888.95
2017-05-16,881.7
2017-05-17,874.45
2017-05-18,857.3
2017-05-19,846.45
2017-05-22,821.4
2017-05-23,831.95
2017-05-24,794.8
2017-05-25,794.5
2017-05-26,799.2
2017-05-29,789.2
2017-05-30,771.3
2017-05-31,749.35
2017-06-01,762.95
2017-06-02,784.35
2017-06-05,813.0
2017-06-06,816.6
2017-06-07,800.45
2017-06-08,809.4
2017-06-09,812.15
2017-06-12,803.55
2017-06-13,804.15
2017-06-14,805.05
2017-06-15,854.25
2017-06-16,859.25
2017-06-19,852.15
2017-06-20,856.0
2017-06-21,877.25
2017-06-22,879.25
2017-06-23,842.55
2017-06-27,831.55
2017-06-28,844.6
2017-06-29,851.8
2017-06-30,843.3
2017-07-03,840.6
2017-07-04,847.25
2017-07-05,876.6
2017-07-06,888.1
2017-07-07,911.5
2017-07-10,904.5
2017-07-11,888.0
2017-07-12,888.8
2017-07-13,877.3
2017-07-14,889.0
2017-07-17,883.35
2017-07-18,872.95
2017-07-19,879.4
2017-07-20,883.4
2017-07-21,881.85
2017-07-24,877.15
2017-07-25,874.9
2017-07-26,865.35
2017-07-27,849.55
2017-07-28,853.95
2017-07-31,861.95
2017-08-01,873.5
2017-08-02,857.5
2017-08-03,833.7
2017-08-04,844.8
2017-08-07,830.8
2017-08-08,815.2
2017-08-09,800.7
2017-08-10,787.55
2017-08-11,778.6
2017-08-14,795.1
2017-08-16,806.45
2017-08-17,810.05
2017-08-18,805.45
2017-08-21,790.5
2017-08-22,778.85
2017-08-23,803.6
2017-08-24,809.05
2017-08-28,808.75
2017-08-29,798.2
2017-08-30,804.6
2017-08-31,803.75
2017-09-01,817.2
2017-09-04,810.8
2017-09-05,813.25
2017-09-06,816.8
2017-09-07,799.45
2017-09-08,795.5
2017-09-11,799.4
2017-09-12,804.8
2017-09-13,796.0
2017-09-14,793.75
2017-09-15,782.9
2017-09-18,801.45
2017-09-19,797.25
2017-09-20,801.6
2017-09-21,796.1
2017-09-22,794.05
2017-09-25,781.2
2017-09-26,787.35
2017-09-27,770.95
2017-09-28,768.25
2017-09-29,774.75
2017-10-03,776.75
2017-10-04,778.75
2017-10-05,765.15
2017-10-06,771.05
2017-10-09,769.45
2017-10-10,773.3
2017-10-11,806.95
2017-10-12,801.25
2017-10-13,808.15
2017-10-16,797.9
2017-10-17,798.15
2017-10-18,790.0
2017-10-19,797.9
2017-10-23,801.1
2017-10-24,800.9
2017-10-25,801.5
2017-10-26,812.1
2017-10-27,812.85
2017-10-30,806.65
2017-10-31,796.15
2017-11-01,792.4
2017-11-02,789.3
2017-11-03,796.4
2017-11-06,794.45
2017-11-07,787.4
2017-11-08,799.4
2017-11-09,793.9
2017-11-10,785.75
2017-11-13,785.3
2017-11-14,796.3
2017-11-15,785.45
2017-11-16,785.75
2017-11-17,793.1
2017-11-20,799.75
2017-11-21,803.15
2017-11-22,816.4
2017-11-23,815.4
2017-11-24,805.1
2017-11-27,795.45
2017-11-28,797.8
2017-11-29,792.65
2017-11-30,790.9
2017-12-01,784.3
2017-12-04,785.65
2017-12-05,775.9
2017-12-06,760.45
2017-12-07,766.9
2017-12-08,764.95
2017-12-11,767.1
2017-12-12,759.4
2017-12-13,758.7
2017-12-14,757.0
2017-12-15,764.05
2017-12-18,759.5
2017-12-19,770.0
2017-12-20,777.5
2017-12-21,806.4
2017-12-22,806.65
2017-12-26,805.5
2017-12-27,805.3
2017-12-28,805.4
2017-12-29,805.7
