Date,SUNCLAYLTD
2017-01-02,2992.9
2017-01-03,2994.85
2017-01-04,2985.95
2017-01-05,2990.25
2017-01-06,2994.45
2017-01-09,2977.0
2017-01-10,2985.35
2017-01-11,3007.95
2017-01-12,3024.7
2017-01-13,3031.25
2017-01-16,3024.9
2017-01-17,3039.4
2017-01-18,3045.55
2017-01-19,3047.45
2017-01-20,3022.6
2017-01-23,3055.15
2017-01-24,3133.4
2017-01-25,3200.65
2017-01-27,3192.75
2017-01-30,3185.85
2017-01-31,3184.75
2017-02-01,3205.5
2017-02-02,3199.5
2017-02-03,3218.55
2017-02-06,3230.9
2017-02-07,3439.0
2017-02-08,3526.3
2017-02-09,3485.9
2017-02-10,3521.2
2017-02-13,3506.65
2017-02-14,3494.8
2017-02-15,3425.25
2017-02-16,3420.0
2017-02-17,3379.4
2017-02-20,3328.0
2017-02-21,3307.55
2017-02-22,3347.6
2017-02-23,3375.1
2017-02-27,3395.1
2017-02-28,3377.95
2017-03-01,3360.0
2017-03-02,3341.4
2017-03-03,3322.7
2017-03-06,3355.15
2017-03-07,3331.8
2017-03-08,3289.8
2017-03-09,3324.0
2017-03-10,3333.65
2017-03-14,3349.15
2017-03-15,3325.25
2017-03-16,3351.3
2017-03-17,3356.4
2017-03-20,3347.2
2017-03-21,3348.95
2017-03-22,3354.5
2017-03-23,3409.5
2017-03-24,3469.7
2017-03-27,3461.1
2017-03-28,3420.65
2017-03-29,3794.4
2017-03-30,3696.9
2017-03-31,3642.35
2017-04-03,3671.45
2017-04-05,3694.95
2017-04-06,3721.6
2017-04-07,3795.15
2017-04-10,3830.55
2017-04-11,3866.4
2017-04-12,3919.05
2017-04-13,3973.75
2017-04-17,4082.95
2017-04-18,4095.7
2017-04-19,4143.45
2017-04-20,4252.05
2017-04-21,4332.9
2017-04-24,4405.25
2017-04-25,4431.7
2017-04-26,4452.0
2017-04-27,4392.95
2017-04-28,4320.4
2017-05-02,4326.4
2017-05-03,4290.25
2017-05-04,4221.6
2017-05-05,4275.45
2017-05-08,4267.9
2017-05-09,4171.5
2017-05-10,4137.55
2017-05-11,4126.45
2017-05-12,4089.3
2017-05-15,4067.5
2017-05-16,4119.85
2017-05-17,4086.5
2017-05-18,4068.65
2017-05-19,4069.7
2017-05-22,4082.95
2017-05-23,4061.25
2017-05-24,4066.0
2017-05-25,4059.9
2017-05-26,4092.4
2017-05-29,4061.25
2017-05-30,4084.7
2017-05-31,4207.05
2017-06-01,4295.95
2017-06-02,4259.05
2017-06-05,4224.15
2017-06-06,4281.6
2017-06-07,4201.2
2017-06-08,4199.85
2017-06-09,4178.4
2017-06-12,4179.3
2017-06-13,4130.3
2017-06-14,4112.25
2017-06-15,4092.95
2017-06-16,4058.6
2017-06-19,4134.2
2017-06-20,4090.35
2017-06-21,4127.95
2017-06-22,4126.75
2017-06-23,4093.2
2017-06-27,4142.95
2017-06-28,4289.2
2017-06-29,4351.1
2017-06-30,4398.0
2017-07-03,4358.25
2017-07-04,4328.0
2017-07-05,4341.15
2017-07-06,4337.55
2017-07-07,4354.9
2017-07-10,4399.95
2017-07-11,4376.15
2017-07-12,4388.2
2017-07-13,4462.8
2017-07-14,4442.2
2017-07-17,4387.95
2017-07-18,4385.15
2017-07-19,4389.65
2017-07-20,4389.35
2017-07-21,4390.1
2017-07-24,4387.8
2017-07-25,4379.95
2017-07-26,4423.35
2017-07-27,4423.1
2017-07-28,4449.15
2017-07-31,4532.5
2017-08-01,4515.2
2017-08-02,4466.35
2017-08-03,4466.2
2017-08-04,4509.3
2017-08-07,4548.2
2017-08-08,4561.7
2017-08-09,4466.9
2017-08-10,4297.35
2017-08-11,4297.4
2017-08-14,4343.6
2017-08-16,4502.5
2017-08-17,4508.25
2017-08-18,4495.05
2017-08-21,4446.5
2017-08-22,4464.8
2017-08-23,4489.7
2017-08-24,4478.05
2017-08-28,4500.15
2017-08-29,4466.9
2017-08-30,4493.25
2017-08-31,4501.1
2017-09-01,4513.35
2017-09-04,4479.05
2017-09-05,4531.6
2017-09-06,4518.25
2017-09-07,4569.5
2017-09-08,4552.8
2017-09-11,4595.85
2017-09-12,4652.1
2017-09-13,4622.6
2017-09-14,4633.05
2017-09-15,4660.95
2017-09-18,4807.4
2017-09-19,4789.75
2017-09-20,4795.6
2017-09-21,4798.9
2017-09-22,4796.4
2017-09-25,4655.75
2017-09-26,4700.0
2017-09-27,4705.2
2017-09-28,4751.1
2017-09-29,4808.5
2017-10-03,4748.3
2017-10-04,4697.1
2017-10-05,4687.65
2017-10-06,4780.3
2017-10-09,5202.1
2017-10-10,5425.4
2017-10-11,5776.45
2017-10-12,5693.1
2017-10-13,5657.6
2017-10-16,5773.65
2017-10-17,5704.2
2017-10-18,5690.1
2017-10-19,5725.25
2017-10-23,5669.35
2017-10-24,5653.4
2017-10-25,5657.55
2017-10-26,5688.7
2017-10-27,5911.85
2017-10-30,5930.5
2017-10-31,5895.75
2017-11-01,5882.15
2017-11-02,5872.65
2017-11-03,5821.75
2017-11-06,5733.5
2017-11-07,5653.25
2017-11-08,5683.05
2017-11-09,5698.85
2017-11-10,5589.5
2017-11-13,5454.15
2017-11-14,5436.9
2017-11-15,5443.35
2017-11-16,5505.15
2017-11-17,5575.5
2017-11-20,5645.4
2017-11-21,5644.7
2017-11-22,5550.35
2017-11-23,5519.35
2017-11-24,5498.95
2017-11-27,5456.1
2017-11-28,5528.3
2017-11-29,5502.9
2017-11-30,5488.7
2017-12-01,5392.6
2017-12-04,5346.6
2017-12-05,5186.6
2017-12-06,5163.2
2017-12-07,5170.0
2017-12-08,5189.95
2017-12-11,5187.65
2017-12-12,5182.6
2017-12-13,5177.15
2017-12-14,5099.0
2017-12-15,5096.95
2017-12-18,5068.9
2017-12-19,5197.2
2017-12-20,5542.9
2017-12-21,5595.75
2017-12-22,5620.95
2017-12-26,5608.95
2017-12-27,5546.65
2017-12-28,5400.9
2017-12-29,5411.25
