Date,JSL
2017-01-02,38.8
2017-01-03,38.7
2017-01-04,38.7
2017-01-05,39.85
2017-01-06,39.1
2017-01-09,39.25
2017-01-10,39.45
2017-01-11,40.2
2017-01-12,39.6
2017-01-13,38.85
2017-01-16,39.0
2017-01-17,38.7
2017-01-18,41.45
2017-01-19,42.05
2017-01-20,41.0
2017-01-23,41.65
2017-01-24,41.65
2017-01-25,43.0
2017-01-27,45.1
2017-01-30,49.15
2017-01-31,47.95
2017-02-01,49.95
2017-02-02,50.7
2017-02-03,50.95
2017-02-06,56.8
2017-02-07,54.95
2017-02-08,54.25
2017-02-09,53.2
2017-02-10,51.8
2017-02-13,51.8
2017-02-14,51.05
2017-02-15,49.0
2017-02-16,50.1
2017-02-17,52.35
2017-02-20,52.55
2017-02-21,53.75
2017-02-22,51.7
2017-02-23,50.5
2017-02-27,54.7
2017-02-28,58.1
2017-03-01,59.15
2017-03-02,58.5
2017-03-03,58.75
2017-03-06,58.7
2017-03-07,60.5
2017-03-08,67.35
2017-03-09,69.9
2017-03-10,70.7
2017-03-14,73.55
2017-03-15,75.25
2017-03-16,76.75
2017-03-17,74.8
2017-03-20,72.2
2017-03-21,71.4
2017-03-22,70.55
2017-03-23,71.35
2017-03-24,73.45
2017-03-27,72.1
2017-03-28,72.15
2017-03-29,70.6
2017-03-30,70.05
2017-03-31,71.2
2017-04-03,77.3
2017-04-05,78.85
2017-04-06,80.7
2017-04-07,79.9
2017-04-10,81.8
2017-04-11,81.2
2017-04-12,79.05
2017-04-13,78.45
2017-04-17,78.3
2017-04-18,77.65
2017-04-19,73.2
2017-04-20,74.8
2017-04-21,73.85
2017-04-24,74.95
2017-04-25,75.15
2017-04-26,72.9
2017-04-27,72.7
2017-04-28,72.2
2017-05-02,72.05
2017-05-03,70.25
2017-05-04,70.6
2017-05-05,70.15
2017-05-08,70.1
2017-05-09,71.25
2017-05-10,74.25
2017-05-11,77.9
2017-05-12,78.75
2017-05-15,80.1
2017-05-16,74.65
2017-05-17,74.45
2017-05-18,71.75
2017-05-19,74.9
2017-05-22,72.75
2017-05-23,71.35
2017-05-24,69.6
2017-05-25,70.6
2017-05-26,72.5
2017-05-29,70.95
2017-05-30,69.35
2017-05-31,70.85
2017-06-01,73.1
2017-06-02,72.9
2017-06-05,72.9
2017-06-06,71.25
2017-06-07,70.85
2017-06-08,70.8
2017-06-09,73.65
2017-06-12,75.4
2017-06-13,74.95
2017-06-14,75.4
2017-06-15,75.05
2017-06-16,75.65
2017-06-19,75.85
2017-06-20,75.1
2017-06-21,73.95
2017-06-22,73.75
2017-06-23,72.3
2017-06-27,70.9
2017-06-28,71.9
2017-06-29,72.2
2017-06-30,71.25
2017-07-03,71.5
2017-07-04,71.1
2017-07-05,75.0
2017-07-06,74.5
2017-07-07,73.6
2017-07-10,77.6
2017-07-11,78.5
2017-07-12,79.1
2017-07-13,80.6
2017-07-14,77.8
2017-07-17,77.5
2017-07-18,76.45
2017-07-19,86.45
2017-07-20,86.9
2017-07-21,90.1
2017-07-24,86.9
2017-07-25,85.75
2017-07-26,87.0
2017-07-27,85.6
2017-07-28,86.6
2017-07-31,88.4
2017-08-01,88.75
2017-08-02,91.95
2017-08-03,86.85
2017-08-04,90.1
2017-08-07,89.0
2017-08-08,84.8
2017-08-09,81.2
2017-08-10,80.5
2017-08-11,78.4
2017-08-14,80.75
2017-08-16,82.45
2017-08-17,83.15
2017-08-18,82.65
2017-08-21,82.3
2017-08-22,85.25
2017-08-23,89.95
2017-08-24,94.35
2017-08-28,95.05
2017-08-29,93.5
2017-08-30,94.8
2017-08-31,94.45
2017-09-01,99.35
2017-09-04,100.95
2017-09-05,100.7
2017-09-06,99.95
2017-09-07,107.15
2017-09-08,110.0
2017-09-11,111.55
2017-09-12,113.0
2017-09-13,117.25
2017-09-14,118.6
2017-09-15,117.15
2017-09-18,123.45
2017-09-19,121.45
2017-09-20,118.3
2017-09-21,119.9
2017-09-22,110.95
2017-09-25,105.6
2017-09-26,115.25
2017-09-27,110.95
2017-09-28,112.65
2017-09-29,112.25
2017-10-03,111.75
2017-10-04,112.55
2017-10-05,111.0
2017-10-06,112.25
2017-10-09,111.2
2017-10-10,111.4
2017-10-11,111.85
2017-10-12,113.1
2017-10-13,114.3
2017-10-16,113.8
2017-10-17,113.35
2017-10-18,114.9
2017-10-19,113.6
2017-10-23,115.25
2017-10-24,118.35
2017-10-25,115.85
2017-10-26,116.25
2017-10-27,118.3
2017-10-30,119.5
2017-10-31,119.05
2017-11-01,119.0
2017-11-02,116.9
2017-11-03,117.25
2017-11-06,114.75
2017-11-07,110.05
2017-11-08,110.75
2017-11-09,110.85
2017-11-10,110.65
2017-11-13,112.1
2017-11-14,114.45
2017-11-15,107.25
2017-11-16,107.95
2017-11-17,109.45
2017-11-20,110.15
2017-11-21,109.9
2017-11-22,107.65
2017-11-23,108.2
2017-11-24,108.0
2017-11-27,109.75
2017-11-28,111.45
2017-11-29,108.7
2017-11-30,111.1
2017-12-01,108.85
2017-12-04,106.9
2017-12-05,103.95
2017-12-06,105.9
2017-12-07,105.9
2017-12-08,103.9
2017-12-11,102.0
2017-12-12,99.65
2017-12-13,101.7
2017-12-14,100.1
2017-12-15,100.6
2017-12-18,100.3
2017-12-19,101.7
2017-12-20,103.65
2017-12-21,105.9
2017-12-22,108.0
2017-12-26,109.65
2017-12-27,108.3
2017-12-28,105.5
2017-12-29,104.3
