Date,SUNDRMBRAK
2017-01-02,458.8
2017-01-03,471.0
2017-01-04,467.65
2017-01-05,466.95
2017-01-06,460.2
2017-01-09,459.3
2017-01-10,456.0
2017-01-11,463.7
2017-01-12,453.9
2017-01-13,456.65
2017-01-16,447.2
2017-01-17,458.4
2017-01-18,453.9
2017-01-19,452.5
2017-01-20,442.45
2017-01-23,468.85
2017-01-24,472.3
2017-01-25,460.4
2017-01-27,454.45
2017-01-30,449.05
2017-01-31,437.8
2017-02-01,457.0
2017-02-02,419.85
2017-02-03,409.25
2017-02-06,409.85
2017-02-07,404.75
2017-02-08,405.1
2017-02-09,405.45
2017-02-10,402.8
2017-02-13,397.65
2017-02-14,395.6
2017-02-15,398.1
2017-02-16,396.7
2017-02-17,395.7
2017-02-20,399.6
2017-02-21,397.85
2017-02-22,393.0
2017-02-23,391.7
2017-02-27,390.0
2017-02-28,389.25
2017-03-01,388.05
2017-03-02,391.05
2017-03-03,392.1
2017-03-06,388.45
2017-03-07,385.35
2017-03-08,383.75
2017-03-09,380.1
2017-03-10,382.0
2017-03-14,385.8
2017-03-15,382.3
2017-03-16,382.65
2017-03-17,383.9
2017-03-20,372.05
2017-03-21,374.8
2017-03-22,372.45
2017-03-23,366.45
2017-03-24,365.6
2017-03-27,373.75
2017-03-28,370.35
2017-03-29,369.4
2017-03-30,411.95
2017-03-31,411.25
2017-04-03,406.1
2017-04-05,403.65
2017-04-06,407.3
2017-04-07,404.0
2017-04-10,404.25
2017-04-11,407.7
2017-04-12,404.0
2017-04-13,405.8
2017-04-17,403.4
2017-04-18,415.9
2017-04-19,407.95
2017-04-20,427.1
2017-04-21,428.2
2017-04-24,424.15
2017-04-25,419.9
2017-04-26,413.0
2017-04-27,408.25
2017-04-28,409.4
2017-05-02,394.65
2017-05-03,454.5
2017-05-04,436.75
2017-05-05,423.0
2017-05-08,461.15
2017-05-09,449.75
2017-05-10,442.7
2017-05-11,493.6
2017-05-12,481.4
2017-05-15,470.7
2017-05-16,466.75
2017-05-17,467.35
2017-05-18,462.05
2017-05-19,457.1
2017-05-22,449.4
2017-05-23,439.3
2017-05-24,432.05
2017-05-25,452.8
2017-05-26,465.3
2017-05-29,457.25
2017-05-30,443.05
2017-05-31,432.95
2017-06-01,460.45
2017-06-02,461.1
2017-06-05,452.85
2017-06-06,445.35
2017-06-07,450.65
2017-06-08,455.5
2017-06-09,453.45
2017-06-12,452.35
2017-06-13,449.9
2017-06-14,446.25
2017-06-15,443.3
2017-06-16,447.35
2017-06-19,451.5
2017-06-20,451.95
2017-06-21,511.1
2017-06-22,497.85
2017-06-23,492.3
2017-06-27,479.3
2017-06-28,488.5
2017-06-29,500.1
2017-06-30,492.4
2017-07-03,496.5
2017-07-04,495.05
2017-07-05,545.0
2017-07-06,532.85
2017-07-07,541.55
2017-07-10,535.25
2017-07-11,527.35
2017-07-12,520.7
2017-07-13,531.75
2017-07-14,522.55
2017-07-17,535.9
2017-07-18,524.75
2017-07-19,529.4
2017-07-20,531.4
2017-07-21,525.3
2017-07-24,525.25
2017-07-25,524.5
2017-07-26,528.5
2017-07-27,511.2
2017-07-28,517.9
2017-07-31,518.05
2017-08-01,509.7
2017-08-02,514.1
2017-08-03,503.2
2017-08-04,540.1
2017-08-07,547.55
2017-08-08,526.55
2017-08-09,524.2
2017-08-10,496.2
2017-08-11,491.65
2017-08-14,506.25
2017-08-16,509.8
2017-08-17,513.75
2017-08-18,503.25
2017-08-21,502.15
2017-08-22,496.45
2017-08-23,500.2
2017-08-24,495.05
2017-08-28,500.65
2017-08-29,496.65
2017-08-30,503.95
2017-08-31,501.4
2017-09-01,506.8
2017-09-04,504.8
2017-09-05,515.2
2017-09-06,512.7
2017-09-07,508.45
2017-09-08,506.4
2017-09-11,496.05
2017-09-12,494.7
2017-09-13,500.8
2017-09-14,496.95
2017-09-15,498.05
2017-09-18,494.5
2017-09-19,498.15
2017-09-20,530.0
2017-09-21,532.3
2017-09-22,533.0
2017-09-25,544.25
2017-09-26,546.6
2017-09-27,532.15
2017-09-28,533.85
2017-09-29,540.45
2017-10-03,540.75
2017-10-04,579.8
2017-10-05,593.75
2017-10-06,712.25
2017-10-09,777.85
2017-10-10,747.15
2017-10-11,758.6
2017-11-14,618.8
2017-11-15,613.95
2017-11-16,620.5
2017-11-17,625.4
2017-11-20,611.3
2017-11-21,623.25
2017-11-22,619.75
2017-11-23,628.0
2017-11-24,629.7
2017-11-27,628.15
2017-11-28,637.3
2017-11-29,642.85
2017-11-30,630.9
2017-12-01,621.2
2017-12-04,612.6
2017-12-05,612.9
2017-12-06,609.8
2017-12-07,629.05
2017-12-08,658.3
2017-12-11,670.45
2017-12-12,664.55
2017-12-13,652.25
2017-12-14,645.6
2017-12-15,659.35
2017-12-18,663.9
2017-12-19,667.25
2017-12-20,712.65
2017-12-21,730.05
2017-12-22,735.9
2017-12-26,734.35
2017-12-27,713.3
2017-12-28,716.1
2017-12-29,708.8
