Date,SHIVAMAUTO
2017-01-02,44.45
2017-01-03,44.15
2017-01-04,45.45
2017-01-05,45.6
2017-01-06,44.65
2017-01-09,44.0
2017-01-10,43.6
2017-01-11,43.85
2017-01-12,43.45
2017-01-13,42.75
2017-01-16,42.75
2017-01-17,42.75
2017-01-18,42.8
2017-01-19,43.55
2017-01-20,43.1
2017-01-23,43.05
2017-01-24,43.1
2017-01-25,43.35
2017-01-27,48.25
2017-01-30,46.95
2017-01-31,45.4
2017-02-01,46.9
2017-02-02,46.6
2017-02-03,46.8
2017-02-06,47.3
2017-02-07,47.35
2017-02-08,47.95
2017-02-09,49.3
2017-02-10,48.3
2017-02-13,48.25
2017-02-14,44.1
2017-02-15,43.95
2017-02-16,44.0
2017-02-17,44.6
2017-02-20,44.2
2017-02-21,44.5
2017-02-22,43.65
2017-02-23,43.25
2017-02-27,42.65
2017-02-28,42.5
2017-03-01,43.35
2017-03-02,42.85
2017-03-03,43.95
2017-03-06,43.35
2017-03-07,43.4
2017-03-08,42.35
2017-03-09,42.85
2017-03-10,42.35
2017-03-14,42.9
2017-03-15,43.15
2017-03-16,44.35
2017-03-17,43.5
2017-03-20,45.1
2017-03-21,45.15
2017-03-22,43.8
2017-03-23,44.45
2017-03-24,43.95
2017-03-27,43.2
2017-03-28,43.5
2017-03-29,44.25
2017-03-30,45.8
2017-03-31,45.1
2017-04-03,44.75
2017-04-05,47.8
2017-04-06,47.6
2017-04-07,47.7
2017-04-10,48.6
2017-04-11,48.55
2017-04-12,46.95
2017-04-13,49.25
2017-04-17,48.55
2017-04-18,47.35
2017-04-19,47.3
2017-04-20,49.4
2017-04-21,59.25
2017-04-24,59.5
2017-04-25,60.35
2017-04-26,58.05
2017-04-27,57.85
2017-04-28,56.55
2017-05-02,59.85
2017-05-03,58.6
2017-05-04,59.3
2017-05-05,57.65
2017-05-08,57.05
2017-05-09,58.2
2017-05-10,57.65
2017-05-11,57.1
2017-05-12,56.5
2017-05-15,55.65
2017-05-16,56.0
2017-05-17,55.45
2017-05-18,54.15
2017-05-19,53.8
2017-05-22,52.35
2017-05-23,51.35
2017-05-24,50.65
2017-05-25,52.2
2017-05-26,51.8
2017-05-29,50.05
2017-05-30,51.45
2017-05-31,51.6
2017-06-01,50.85
2017-06-02,50.6
2017-06-05,50.9
2017-06-06,53.7
2017-06-07,52.5
2017-06-08,62.9
2017-06-09,60.0
2017-06-12,58.6
2017-06-13,59.95
2017-06-14,60.15
2017-06-15,60.55
2017-06-16,58.95
2017-06-19,64.55
2017-06-20,69.8
2017-06-21,72.2
2017-06-22,68.15
2017-06-23,66.9
2017-06-27,64.55
2017-06-28,64.15
2017-06-29,67.9
2017-06-30,67.55
2017-07-03,68.95
2017-07-04,69.7
2017-07-05,68.95
2017-07-06,69.45
2017-07-07,68.85
2017-07-10,68.8
2017-07-11,67.45
2017-07-12,68.5
2017-07-13,73.7
2017-07-14,71.95
2017-07-17,70.6
2017-07-18,71.9
2017-07-19,71.95
2017-07-20,70.8
2017-07-21,69.25
2017-07-24,68.25
2017-07-25,68.55
2017-07-26,70.55
2017-07-27,70.0
2017-07-28,69.4
2017-07-31,70.8
2017-08-01,69.3
2017-08-02,69.45
2017-08-03,67.65
2017-08-04,68.4
2017-08-07,69.2
2017-08-08,67.35
2017-08-09,66.4
2017-08-10,61.2
2017-08-11,62.95
2017-08-14,64.95
2017-08-16,65.5
2017-08-17,65.0
2017-08-18,64.0
2017-08-21,62.65
2017-08-22,61.7
2017-08-23,62.8
2017-08-24,62.3
2017-08-28,62.5
2017-08-29,61.7
2017-08-30,62.6
2017-08-31,64.7
2017-09-01,65.45
2017-09-04,66.35
2017-09-05,66.85
2017-09-06,67.5
2017-09-07,68.9
2017-09-08,67.4
2017-09-11,68.75
2017-09-12,67.7
2017-09-13,66.45
2017-09-14,64.9
2017-09-15,64.6
2017-09-18,63.75
2017-09-19,69.2
2017-09-20,71.55
2017-09-21,70.25
2017-09-22,66.9
2017-09-25,67.9
2017-09-26,69.95
2017-09-27,66.8
2017-09-28,67.65
2017-09-29,67.25
2017-10-03,66.6
2017-10-04,67.65
2017-10-05,71.1
2017-10-06,69.6
2017-10-09,77.1
2017-10-10,75.8
2017-10-11,79.1
2017-10-12,82.3
2017-10-13,93.8
2017-10-16,89.25
2017-10-17,98.7
2017-10-18,100.75
2017-10-19,99.6
2017-10-23,104.25
2017-10-24,101.3
2017-10-25,97.0
2017-10-26,99.45
2017-10-27,97.65
2017-10-30,99.2
2017-10-31,101.85
2017-11-01,99.85
2017-11-02,98.9
2017-11-03,98.6
2017-11-06,98.05
2017-11-07,93.8
2017-11-08,91.75
2017-11-09,91.7
2017-11-10,91.05
2017-11-13,92.5
2017-11-14,90.0
2017-11-15,87.1
2017-11-16,88.1
2017-11-17,88.8
2017-11-20,90.85
2017-11-21,91.05
2017-11-22,91.1
2017-11-23,89.3
2017-11-24,90.1
2017-11-27,89.35
2017-11-28,88.8
2017-11-29,85.45
2017-11-30,88.1
2017-12-01,87.15
2017-12-04,86.35
2017-12-05,85.2
2017-12-06,85.95
2017-12-07,86.8
2017-12-08,87.9
2017-12-11,86.25
2017-12-12,90.7
2017-12-13,88.9
2017-12-14,86.4
2017-12-15,87.85
2017-12-18,86.15
2017-12-19,86.5
2017-12-20,90.75
2017-12-21,90.9
2017-12-22,89.85
2017-12-26,93.7
2017-12-27,91.7
2017-12-28,90.55
2017-12-29,91.95
