Date,NESCO
2017-01-02,1956.9
2017-01-03,2014.75
2017-01-04,2087.55
2017-01-05,2099.25
2017-01-06,2084.6
2017-01-09,2092.5
2017-01-10,2080.6
2017-01-11,2075.7
2017-01-12,2059.75
2017-01-13,2066.5
2017-01-16,2058.65
2017-01-17,2055.4
2017-01-18,2038.65
2017-01-19,2049.85
2017-01-20,2040.55
2017-01-23,2066.8
2017-01-24,2102.9
2017-01-25,2058.0
2017-01-27,2116.75
2017-01-30,2115.25
2017-01-31,2089.9
2017-02-01,2102.55
2017-02-02,2119.2
2017-02-03,2097.45
2017-02-06,2092.65
2017-02-07,2081.2
2017-02-08,2094.85
2017-02-09,2115.4
2017-02-10,2218.3
2017-02-13,2259.5
2017-02-14,2231.8
2017-02-15,2165.15
2017-02-16,2253.15
2017-02-17,2259.4
2017-02-20,2253.05
2017-02-21,2253.8
2017-02-22,2244.05
2017-02-23,2234.7
2017-02-27,2230.15
2017-02-28,2210.65
2017-03-01,2215.95
2017-03-02,2201.1
2017-03-03,2251.4
2017-03-06,2230.4
2017-03-07,2247.45
2017-03-08,2236.2
2017-03-09,2223.45
2017-03-10,2212.5
2017-03-14,2259.9
2017-03-15,2333.15
2017-03-16,2297.8
2017-03-17,2384.75
2017-03-20,2384.7
2017-03-21,2335.75
2017-03-22,2337.9
2017-03-23,2361.55
2017-03-24,2350.1
2017-03-27,2334.35
2017-03-28,2351.5
2017-03-29,2337.3
2017-03-30,2361.4
2017-03-31,2348.2
2017-04-03,2399.9
2017-04-05,2398.95
2017-04-06,2504.1
2017-04-07,2493.4
2017-04-10,2498.5
2017-04-11,2474.55
2017-04-12,2448.25
2017-04-13,2450.95
2017-04-17,2472.25
2017-04-18,2490.55
2017-04-19,2550.3
2017-04-20,2597.3
2017-04-21,2543.3
2017-04-24,2591.3
2017-04-25,2549.05
2017-04-26,2535.3
2017-04-27,2535.2
2017-04-28,2537.85
2017-05-02,2563.25
2017-05-03,2551.05
2017-05-04,2549.55
2017-05-05,2537.35
2017-05-08,2537.1
2017-05-09,2549.3
2017-05-10,2571.95
2017-05-11,2553.1
2017-05-12,2564.85
2017-05-15,2585.85
2017-05-16,2565.05
2017-05-17,2582.95
2017-05-18,2563.65
2017-05-19,2535.05
2017-05-22,2634.05
2017-05-23,2600.7
2017-05-24,2551.3
2017-05-25,2542.5
2017-05-26,2614.95
2017-05-29,2669.65
2017-05-30,2512.65
2017-05-31,2502.35
2017-06-01,2520.9
2017-06-02,2493.7
2017-06-05,2475.05
2017-06-06,2475.65
2017-06-07,2490.4
2017-06-08,2495.7
2017-06-09,2493.65
2017-06-12,2493.9
2017-06-13,2500.8
2017-06-14,2478.3
2017-06-15,2483.35
2017-06-16,2484.4
2017-06-19,2495.75
2017-06-20,2484.3
2017-06-21,2480.0
2017-06-22,2471.4
2017-06-23,2424.7
2017-06-27,2371.25
2017-06-28,2370.25
2017-06-29,2381.35
2017-06-30,2385.3
2017-07-03,2411.55
2017-07-04,2416.6
2017-07-05,2420.65
2017-07-06,2345.65
2017-07-07,2407.7
2017-07-10,2439.1
2017-07-11,2512.65
2017-07-12,2529.95
2017-07-13,2518.25
2017-07-14,2499.8
2017-07-17,2508.15
2017-07-18,2469.3
2017-07-19,2500.25
2017-07-20,2491.25
2017-07-21,2490.45
2017-07-24,2481.45
2017-07-25,2481.7
2017-07-26,2472.4
2017-07-27,2457.95
2017-07-28,2496.6
2017-07-31,2460.8
2017-08-01,2455.85
2017-08-02,2447.95
2017-08-03,2425.95
2017-08-04,2398.05
2017-08-07,2427.65
2017-08-08,2412.0
2017-08-09,2406.55
2017-08-10,2357.55
2017-08-11,2354.85
2017-08-14,2395.35
2017-08-16,2393.7
2017-08-17,2375.4
2017-08-18,2384.1
2017-08-21,2375.7
2017-08-22,2379.45
2017-08-23,2396.45
2017-08-24,2387.2
2017-08-28,2399.75
2017-08-29,2417.75
2017-08-30,2397.85
2017-08-31,2364.0
2017-09-01,2427.0
2017-09-04,2620.9
2017-09-05,2636.75
2017-09-06,2824.05
2017-09-07,2894.35
2017-09-08,2867.65
2017-09-11,2856.1
2017-09-12,2793.7
2017-09-13,2741.45
2017-09-14,2838.75
2017-09-15,571.55
2017-09-18,579.05
2017-09-19,562.7
2017-09-20,547.65
2017-09-21,535.85
2017-09-22,519.7
2017-09-25,533.8
2017-09-26,520.9
2017-09-27,513.0
2017-09-28,523.05
2017-09-29,526.55
2017-10-03,518.15
2017-10-04,517.15
2017-10-05,523.65
2017-10-06,543.2
2017-10-09,542.85
2017-10-10,532.95
2017-10-11,524.8
2017-10-12,529.2
2017-10-13,531.3
2017-10-16,535.85
2017-10-17,534.05
2017-10-18,528.05
2017-10-19,535.4
2017-10-23,528.5
2017-10-24,521.65
2017-10-25,509.15
2017-10-26,508.5
2017-10-27,507.6
2017-10-30,510.3
2017-10-31,513.3
2017-11-01,511.45
2017-11-02,508.0
2017-11-03,506.1
2017-11-06,512.2
2017-11-07,505.0
2017-11-08,517.4
2017-11-09,515.6
2017-11-10,515.1
2017-11-13,509.05
2017-11-14,515.75
2017-11-15,513.7
2017-11-16,510.75
2017-11-17,513.1
2017-11-20,512.5
2017-11-21,510.45
2017-11-22,509.25
2017-11-23,542.45
2017-11-24,536.65
2017-11-27,533.35
2017-11-28,527.4
2017-11-29,525.75
2017-11-30,521.6
2017-12-01,516.25
2017-12-04,515.85
2017-12-05,517.75
2017-12-06,523.4
2017-12-07,520.85
2017-12-08,521.85
2017-12-11,518.2
2017-12-12,516.55
2017-12-13,516.35
2017-12-14,516.45
2017-12-15,521.7
2017-12-18,516.8
2017-12-19,515.6
2017-12-20,516.65
2017-12-21,520.55
2017-12-22,525.0
2017-12-26,528.0
2017-12-27,523.45
2017-12-28,530.85
2017-12-29,527.2
