Date,YESBANK
2017-01-02,1144.65
2017-01-03,1162.9
2017-01-04,1163.15
2017-01-05,1210.2
2017-01-06,1246.75
2017-01-09,1256.2
2017-01-10,1264.6
2017-01-11,1317.85
2017-01-12,1325.5
2017-01-13,1318.05
2017-01-16,1328.75
2017-01-17,1323.8
2017-01-18,1345.95
2017-01-19,1347.5
2017-01-20,1358.7
2017-01-23,1382.95
2017-01-24,1358.9
2017-01-25,1406.8
2017-01-27,1398.75
2017-01-30,1389.0
2017-01-31,1396.0
2017-02-01,1413.1
2017-02-02,1387.0
2017-02-03,1397.8
2017-02-06,1398.45
2017-02-07,1396.8
2017-02-08,1410.25
2017-02-09,1408.2
2017-02-10,1412.85
2017-02-13,1452.85
2017-02-14,1457.15
2017-02-15,1430.95
2017-02-16,1436.95
2017-02-17,1440.9
2017-02-20,1429.25
2017-02-21,1449.75
2017-02-22,1446.95
2017-02-23,1446.75
2017-02-27,1421.9
2017-02-28,1452.7
2017-03-01,1454.65
2017-03-02,1424.7
2017-03-03,1433.75
2017-03-06,1461.5
2017-03-07,1448.2
2017-03-08,1474.45
2017-03-09,1465.25
2017-03-10,1481.35
2017-03-14,1531.75
2017-03-15,1529.05
2017-03-16,1527.95
2017-03-17,1507.9
2017-03-20,1515.75
2017-03-21,1484.75
2017-03-22,1470.85
2017-03-23,1518.6
2017-03-24,1529.05
2017-03-27,1527.95
2017-03-28,1534.85
2017-03-29,1544.95
2017-03-30,1552.15
2017-03-31,1546.75
2017-04-03,1538.85
2017-04-05,1567.5
2017-04-06,1564.75
2017-04-07,1556.55
2017-04-10,1599.6
2017-04-11,1614.75
2017-04-12,1631.45
2017-04-13,1616.4
2017-04-17,1610.6
2017-04-18,1605.9
2017-04-19,1605.45
2017-04-20,1545.15
2017-04-21,1544.15
2017-04-24,1554.3
2017-04-25,1556.95
2017-04-26,1582.05
2017-04-27,1642.4
2017-04-28,1630.25
2017-05-02,1633.9
2017-05-03,1632.95
2017-05-04,1626.85
2017-05-05,1608.75
2017-05-08,1615.45
2017-05-09,1602.5
2017-05-10,1598.4
2017-05-11,1577.3
2017-05-12,1483.1
2017-05-15,1472.05
2017-05-16,1483.4
2017-05-17,1454.65
2017-05-18,1401.15
2017-05-19,1430.1
2017-05-22,1405.8
2017-05-23,1403.15
2017-05-24,1425.05
2017-05-25,1464.25
2017-05-26,1493.6
2017-05-29,1438.3
2017-05-30,1438.35
2017-05-31,1431.35
2017-06-01,1444.6
2017-06-02,1481.75
2017-06-05,1523.55
2017-06-06,1506.15
2017-06-07,1493.75
2017-06-08,1476.2
2017-06-09,1488.8
2017-06-12,1483.6
2017-06-13,1493.85
2017-06-14,1449.0
2017-06-15,1446.15
2017-06-16,1443.5
2017-06-19,1430.95
2017-06-20,1447.05
2017-06-21,1432.7
2017-06-22,1452.0
2017-06-23,1435.4
2017-06-27,1415.5
2017-06-28,1449.7
2017-06-29,1438.5
2017-06-30,1463.5
2017-07-03,1492.75
2017-07-04,1485.05
2017-07-05,1505.95
2017-07-06,1504.05
2017-07-07,1505.75
2017-07-10,1512.9
2017-07-11,1514.8
2017-07-12,1515.45
2017-07-13,1582.0
2017-07-14,1564.6
2017-07-17,1547.45
2017-07-18,1557.8
2017-07-19,1570.15
2017-07-20,1571.6
2017-07-21,1577.65
2017-07-24,1593.25
2017-07-25,1617.85
2017-07-26,1711.95
2017-07-27,1785.85
2017-07-28,1841.85
2017-07-31,1809.5
2017-08-01,1827.25
2017-08-02,1829.0
2017-08-03,1785.45
