Date,CRISIL
2017-01-02,2205.4
2017-01-03,2274.5
2017-01-04,2237.3
2017-01-05,2235.9
2017-01-06,2234.35
2017-01-09,2216.8
2017-01-10,2229.95
2017-01-11,2209.95
2017-01-12,2175.2
2017-01-13,2152.7
2017-01-16,2161.05
2017-01-17,2146.9
2017-01-18,2170.05
2017-01-19,2168.05
2017-01-20,2149.55
2017-01-23,2117.15
2017-01-24,2120.4
2017-01-25,2113.55
2017-01-27,2097.4
2017-01-30,2087.05
2017-01-31,2071.0
2017-02-01,2054.15
2017-02-02,1998.35
2017-02-03,2029.95
2017-02-06,2089.25
2017-02-07,2075.65
2017-02-08,2047.9
2017-02-09,2059.8
2017-02-10,2069.55
2017-02-13,2078.05
2017-02-14,2069.95
2017-02-15,2051.35
2017-02-16,2060.4
2017-02-17,2057.85
2017-02-20,2058.0
2017-02-21,2055.5
2017-02-22,2031.85
2017-02-23,2036.0
2017-02-27,2029.1
2017-02-28,2013.4
2017-03-01,2002.35
2017-03-02,2009.5
2017-03-03,2003.6
2017-03-06,1997.5
2017-03-07,2015.9
2017-03-08,1997.35
2017-03-09,1984.5
2017-03-10,1975.65
2017-03-14,1978.1
2017-03-15,1967.7
2017-03-16,1969.15
2017-03-17,1877.45
2017-03-20,1897.95
2017-03-21,1891.0
2017-03-22,1885.65
2017-03-23,1893.45
2017-03-24,1886.15
2017-03-27,1903.25
2017-03-28,1915.9
2017-03-29,1905.8
2017-03-30,1904.3
2017-03-31,1904.5
2017-04-03,1937.6
2017-04-05,1970.65
2017-04-06,1976.55
2017-04-07,1960.95
2017-04-10,1983.65
2017-04-11,1999.3
2017-04-12,1999.0
2017-04-13,1999.1
2017-04-17,1994.7
2017-04-18,1990.25
2017-04-19,1990.3
2017-04-20,1953.85
2017-04-21,1911.45
2017-04-24,1911.65
2017-04-25,1910.75
2017-04-26,1921.5
2017-04-27,1951.05
2017-04-28,1967.05
2017-05-02,1938.35
2017-05-03,1914.05
2017-05-04,1909.95
2017-05-05,1893.5
