Date,PAPERPROD
2017-01-02,240.3
2017-01-03,244.25
2017-01-04,242.75
2017-01-05,241.75
2017-01-06,243.35
2017-01-09,242.55
2017-01-10,244.25
2017-01-11,244.0
2017-01-12,245.05
2017-01-13,242.0
2017-01-16,241.9
2017-01-17,243.95
2017-01-18,241.45
2017-01-19,245.2
2017-01-20,242.9
2017-01-23,242.0
2017-01-24,242.05
2017-01-25,242.25
2017-01-27,248.45
2017-01-30,243.5
2017-01-31,244.4
2017-02-01,247.45
2017-02-02,250.55
2017-02-03,256.75
2017-02-06,249.9
2017-02-07,243.45
2017-02-08,241.25
2017-02-09,241.15
2017-02-10,241.85
2017-02-13,239.35
2017-02-14,241.8
2017-02-15,237.9
2017-02-16,245.7
2017-02-17,244.15
2017-02-20,245.55
2017-02-21,242.75
2017-02-22,238.25
2017-02-23,234.05
2017-02-27,233.4
2017-02-28,239.35
2017-03-01,242.15
2017-03-02,239.5
2017-03-03,233.55
2017-03-06,240.95
2017-03-07,241.85
2017-03-08,240.05
2017-03-09,238.15
2017-03-10,240.0
2017-03-14,240.0
2017-03-15,240.05
2017-03-16,238.3
2017-03-17,238.65
2017-03-20,233.75
2017-03-21,239.5
2017-03-22,237.15
2017-03-23,238.45
2017-03-24,238.45
2017-03-27,232.1
2017-03-28,232.1
2017-03-29,227.9
2017-03-30,239.95
2017-03-31,239.2
2017-04-03,245.7
2017-04-05,257.95
2017-04-06,257.35
2017-04-07,268.9
2017-04-10,266.0
2017-04-11,266.4
2017-04-12,262.75
2017-04-13,258.15
2017-04-17,256.0
2017-04-18,254.95
2017-04-19,257.25
2017-04-20,255.15
2017-04-21,259.5
2017-04-24,258.8
2017-04-25,264.95
2017-04-26,265.55
2017-04-27,269.65
2017-04-28,271.25
2017-05-02,268.65
2017-05-03,268.25
2017-05-04,265.35
2017-05-05,263.05
2017-05-08,265.4
2017-05-09,265.45
2017-05-10,269.85
2017-05-11,270.25
2017-05-12,270.5
2017-05-15,257.5
2017-05-16,259.7
2017-05-17,260.55
2017-05-18,256.8
2017-05-19,252.05
2017-05-22,250.25
2017-05-23,248.95
2017-05-24,242.6
2017-05-25,236.7
2017-05-26,239.4
2017-05-29,235.65
2017-05-30,236.0
2017-05-31,232.7
2017-06-01,235.2
2017-06-02,243.15
2017-06-05,242.9
2017-06-06,241.85
2017-06-07,243.75
2017-06-08,242.85
2017-06-09,242.8
2017-06-12,238.9
2017-06-13,242.0
2017-06-14,248.0
2017-06-15,246.15
2017-06-16,249.75
2017-06-19,254.3
2017-06-20,254.1
2017-06-21,263.6
2017-06-22,264.2
2017-06-23,257.7
2017-06-27,257.15
2017-06-28,254.75
2017-06-29,257.0
2017-06-30,257.15
2017-07-03,260.45
2017-07-04,262.15
2017-07-05,262.8
2017-07-06,260.2
2017-07-07,258.25
2017-07-10,260.9
2017-07-11,260.9
2017-07-12,261.4
2017-07-13,261.6
2017-07-14,261.5
2017-07-17,260.9
2017-07-18,263.25
2017-07-19,266.05
2017-07-20,271.0
2017-07-21,268.0
2017-07-24,252.95
2017-07-25,257.1
2017-07-26,260.6
2017-07-27,261.85
2017-07-28,258.95
2017-07-31,254.1
2017-08-01,250.05
2017-08-02,250.55
2017-08-03,246.0
2017-08-04,244.0
2017-08-07,242.85
2017-08-08,242.35
2017-08-09,240.1
2017-08-10,232.65
2017-08-11,233.0
2017-08-14,226.75
2017-08-16,233.75
2017-08-17,240.75
2017-08-18,230.05
2017-08-21,220.8
2017-08-22,219.6
2017-08-23,220.65
2017-08-24,220.25
2017-08-28,222.4
2017-08-29,219.5
2017-08-30,222.9
2017-08-31,219.4
2017-09-01,221.85
2017-09-04,218.1
2017-09-05,222.65
2017-09-06,221.95
2017-09-07,218.95
2017-09-08,219.85
2017-09-11,221.2
2017-09-12,218.9
2017-09-13,223.0
2017-09-14,225.15
2017-09-15,219.5
2017-09-18,222.65
2017-09-19,221.5
2017-09-20,220.1
2017-09-21,219.05
2017-09-22,215.05
2017-09-25,208.85
2017-09-26,204.2
2017-09-27,211.75
2017-09-28,220.45
2017-09-29,220.65
2017-10-03,218.55
2017-10-04,218.2
2017-10-05,219.05
2017-10-06,220.7
2017-10-09,220.5
2017-10-10,234.0
2017-10-11,228.75
2017-10-12,231.3
2017-10-13,231.65
2017-10-16,233.75
2017-10-17,233.55
2017-10-18,233.95
2017-10-19,237.7
2017-10-23,232.0
2017-10-24,240.55
2017-10-25,241.2
2017-10-26,251.45
2017-10-27,254.25
2017-10-30,256.8
2017-10-31,258.0
2017-11-01,261.65
2017-11-02,269.6
2017-11-03,295.95
2017-11-06,289.75
2017-11-07,288.85
2017-11-08,287.3
2017-11-09,282.95
2017-11-10,279.35
2017-11-13,278.35
2017-11-14,280.65
2017-11-15,286.3
2017-11-16,285.0
2017-11-17,285.0
2017-11-20,287.95
2017-11-21,285.1
2017-11-22,292.5
2017-11-23,290.6
2017-11-24,295.7
2017-11-27,296.95
2017-11-28,300.95
2017-11-29,301.7
2017-11-30,304.75
2017-12-01,319.4
2017-12-04,328.6
2017-12-05,330.65
2017-12-06,327.95
2017-12-07,330.35
2017-12-08,340.35
2017-12-11,360.3
2017-12-12,359.35
2017-12-13,355.95
2017-12-14,355.45
2017-12-15,355.1
2017-12-18,350.9
2017-12-19,360.7
2017-12-20,355.75
2017-12-21,356.4
2017-12-22,359.55
2017-12-26,356.9
2017-12-27,355.15
2017-12-28,355.0
2017-12-29,355.0
