Date,JAIBALAJI
2017-01-02,11.5
2017-01-03,12.05
2017-01-04,11.9
2017-01-05,12.1
2017-01-06,12.5
2017-01-09,12.7
2017-01-10,12.55
2017-01-11,13.15
2017-01-12,13.75
2017-01-13,13.15
2017-01-16,13.8
2017-01-17,14.45
2017-01-18,15.0
2017-01-19,14.4
2017-01-20,13.9
2017-01-23,14.15
2017-01-24,13.8
2017-01-25,14.05
2017-01-27,14.0
2017-01-30,13.8
2017-01-31,13.35
2017-02-01,14.0
2017-02-02,13.5
2017-02-03,14.05
2017-02-06,14.2
2017-02-07,13.95
2017-02-08,14.7
2017-02-09,14.05
2017-02-10,14.0
2017-02-13,14.25
2017-02-14,13.95
2017-02-15,13.1
2017-02-16,13.1
2017-02-17,12.9
2017-02-20,13.1
2017-02-21,12.8
2017-02-22,12.85
2017-02-23,13.1
2017-02-27,13.2
2017-02-28,13.25
2017-03-01,13.3
2017-03-02,13.4
2017-03-03,14.4
2017-03-06,14.6
2017-03-07,14.9
2017-03-08,14.7
2017-03-09,14.2
2017-03-10,14.6
2017-03-14,14.5
2017-03-15,14.5
2017-03-16,14.5
2017-03-17,14.55
2017-03-20,15.1
2017-03-21,15.1
2017-03-22,15.15
2017-03-23,16.65
2017-03-24,17.8
2017-03-27,16.65
2017-03-28,17.8
2017-03-29,16.7
2017-03-30,17.0
2017-03-31,16.8
2017-04-03,17.25
2017-04-05,17.95
2017-04-06,19.7
2017-04-07,21.5
2017-04-10,22.55
2017-04-11,23.65
2017-04-12,22.6
2017-04-13,21.5
2017-04-17,20.45
2017-04-18,20.0
2017-04-19,20.3
2017-04-20,19.95
2017-04-21,19.95
2017-04-24,20.0
2017-04-25,19.65
2017-04-26,19.05
2017-04-27,18.15
2017-04-28,18.15
2017-05-02,18.45
2017-05-03,17.95
2017-05-04,18.8
2017-05-05,19.7
2017-05-08,18.75
2017-05-09,18.45
2017-05-10,18.6
2017-05-11,18.65
2017-05-12,18.25
2017-05-15,18.55
2017-05-16,19.05
2017-05-17,19.95
2017-05-18,19.5
2017-05-19,18.65
2017-05-22,18.25
2017-05-23,17.6
2017-05-24,16.8
2017-05-25,17.1
2017-05-26,17.85
2017-05-29,17.25
2017-05-30,16.8
2017-05-31,16.0
2017-06-01,15.55
2017-06-02,16.3
2017-06-05,16.9
2017-06-06,16.1
2017-06-07,15.7
2017-06-08,15.65
2017-06-09,15.45
2017-06-12,15.9
2017-06-13,16.9
2017-06-14,16.4
2017-06-15,17.35
2017-06-16,15.7
2017-06-19,15.8
2017-06-20,14.3
2017-06-21,14.45
2017-06-22,14.8
2017-06-23,14.95
2017-06-27,14.7
2017-06-28,14.15
2017-06-29,14.5
2017-06-30,15.35
2017-07-03,15.8
2017-07-04,15.65
2017-07-05,16.35
2017-07-06,15.0
2017-07-07,14.85
2017-07-10,15.1
2017-07-11,13.8
2017-07-12,12.8
2017-07-13,12.4
2017-07-14,12.05
2017-07-17,12.65
2017-07-18,13.25
2017-07-19,13.9
2017-07-20,14.55
2017-07-21,14.35
2017-07-24,14.0
2017-07-25,13.95
2017-07-26,14.5
2017-07-27,14.15
2017-07-28,13.95
2017-07-31,13.95
2017-08-01,13.85
2017-08-02,13.55
2017-08-03,13.95
2017-08-04,13.7
2017-08-07,13.5
2017-08-08,12.65
2017-08-09,12.15
2017-08-10,11.45
2017-08-11,10.6
2017-08-14,11.1
2017-08-16,11.65
2017-08-17,11.95
2017-08-18,11.55
2017-08-21,11.05
2017-08-22,11.3
2017-08-23,11.7
2017-08-24,12.25
2017-08-28,12.65
2017-08-29,12.15
2017-08-30,11.55
2017-08-31,11.0
2017-09-01,10.65
2017-09-04,10.35
2017-09-05,10.3
2017-09-06,10.65
2017-09-07,11.15
2017-09-08,11.7
2017-09-11,12.25
2017-09-12,11.8
2017-09-13,11.35
2017-09-14,11.15
2017-09-15,11.7
2017-09-18,12.25
2017-09-19,12.75
2017-09-20,13.3
2017-09-21,13.25
2017-09-22,12.8
2017-09-25,12.2
2017-09-26,11.85
2017-09-27,11.45
2017-09-28,11.5
2017-09-29,11.45
2017-10-03,11.85
2017-10-04,11.95
2017-10-05,11.85
2017-10-06,11.35
2017-10-09,11.45
2017-10-10,11.4
2017-10-11,11.35
2017-10-12,11.0
2017-10-13,11.7
2017-10-16,11.35
2017-10-17,11.5
2017-10-18,11.45
2017-10-19,11.7
2017-10-23,12.85
2017-10-24,14.1
2017-10-25,15.5
2017-10-26,16.25
2017-10-27,16.95
2017-10-30,16.15
2017-10-31,15.35
2017-11-01,14.6
2017-11-02,14.55
2017-11-03,13.85
2017-11-06,14.5
2017-11-07,13.8
2017-11-08,13.25
2017-11-09,13.15
2017-11-10,12.8
2017-11-13,13.4
2017-11-14,12.95
2017-11-15,12.85
2017-11-16,13.45
2017-11-17,13.45
2017-11-20,13.85
2017-11-21,13.9
2017-11-22,13.75
2017-11-23,13.5
2017-11-24,13.7
2017-11-27,14.35
2017-11-28,15.05
2017-11-29,15.8
2017-11-30,16.55
2017-12-01,17.35
2017-12-04,18.2
2017-12-05,19.1
2017-12-06,18.15
