Date,VIPIND
2017-01-02,118.3
2017-01-03,123.2
2017-01-04,121.6
2017-01-05,124.55
2017-01-06,122.0
2017-01-09,119.95
2017-01-10,119.95
2017-01-11,121.0
2017-01-12,121.15
2017-01-13,120.4
2017-01-16,125.3
2017-01-17,126.9
2017-01-18,125.9
2017-01-19,125.25
2017-01-20,123.4
2017-01-23,123.4
2017-01-24,122.45
2017-01-25,126.5
2017-01-27,132.4
2017-01-30,131.2
2017-01-31,129.85
2017-02-01,134.15
2017-02-02,136.65
2017-02-03,135.9
2017-02-06,135.45
2017-02-07,135.45
2017-02-08,136.85
2017-02-09,136.0
2017-02-10,137.4
2017-02-13,138.3
2017-02-14,148.15
2017-02-15,145.05
2017-02-16,149.1
2017-02-17,150.2
2017-02-20,151.65
2017-02-21,150.05
2017-02-22,146.85
2017-02-23,147.0
2017-02-27,148.55
2017-02-28,152.25
2017-03-01,152.4
2017-03-02,148.65
2017-03-03,147.7
2017-03-06,148.55
2017-03-07,153.1
2017-03-08,150.55
2017-03-09,153.7
2017-03-10,158.2
2017-03-14,180.5
2017-03-15,179.6
2017-03-16,174.7
2017-03-17,176.1
2017-03-20,170.0
2017-03-21,168.1
2017-03-22,164.5
2017-03-23,169.0
2017-03-24,173.9
2017-03-27,179.8
2017-03-28,182.9
2017-03-29,187.5
2017-03-30,194.1
2017-03-31,197.9
2017-04-03,209.25
2017-04-05,215.45
2017-04-06,204.5
2017-04-07,201.1
2017-04-10,201.2
2017-04-11,198.15
2017-04-12,192.75
2017-04-13,189.45
2017-04-17,196.35
2017-04-18,188.55
2017-04-19,192.95
2017-04-20,194.9
2017-04-21,199.35
2017-04-24,198.7
2017-04-25,201.3
2017-04-26,196.1
2017-04-27,197.9
2017-04-28,198.8
2017-05-02,201.2
2017-05-03,209.1
2017-05-04,206.65
2017-05-05,202.25
2017-05-08,198.3
2017-05-09,198.05
2017-05-10,196.85
2017-05-11,197.6
2017-05-12,202.05
2017-05-15,199.2
2017-05-16,200.9
2017-05-17,199.65
2017-05-18,193.3
2017-05-19,195.95
2017-05-22,192.85
2017-05-23,183.2
2017-05-24,183.4
2017-05-25,187.55
2017-05-26,193.75
2017-05-29,189.6
2017-05-30,189.35
2017-05-31,192.7
2017-06-01,197.9
2017-06-02,197.9
2017-06-05,198.7
2017-06-06,197.35
2017-06-07,194.25
2017-06-08,194.65
2017-06-09,195.25
2017-06-12,195.45
2017-06-13,197.0
2017-06-14,195.45
2017-06-15,192.55
2017-06-16,194.6
2017-06-19,195.2
2017-06-20,195.0
2017-06-21,196.3
2017-06-22,193.2
2017-06-23,190.2
2017-06-27,186.4
2017-06-28,180.75
2017-06-29,184.1
2017-06-30,182.1
2017-07-03,184.8
2017-07-04,190.45
2017-07-05,192.9
2017-07-06,196.05
2017-07-07,192.75
2017-07-10,189.8
2017-07-11,186.0
2017-07-12,185.0
2017-07-13,186.95
2017-07-14,182.2
2017-07-17,181.6
2017-07-18,178.75
2017-07-19,178.85
2017-07-20,178.3
2017-07-21,178.1
2017-07-24,178.0
2017-07-25,177.95
2017-07-26,180.6
2017-07-27,175.45
2017-07-28,175.1
2017-07-31,172.45
2017-08-01,176.6
2017-08-02,179.35
2017-08-03,185.95
2017-08-04,194.3
2017-08-07,199.6
2017-08-08,191.85
2017-08-09,190.05
2017-08-10,183.8
2017-08-11,188.55
2017-08-14,195.45
2017-08-16,196.1
2017-08-17,195.45
2017-08-18,195.05
2017-08-21,206.1
2017-08-22,208.3
2017-08-23,206.8
2017-08-24,211.6
2017-08-28,222.05
2017-08-29,216.2
2017-08-30,220.65
2017-08-31,226.5
2017-09-01,236.65
2017-09-04,238.45
2017-09-05,236.4
2017-09-06,234.7
2017-09-07,233.35
2017-09-08,226.6
2017-09-11,228.15
2017-09-12,232.0
2017-09-13,230.4
2017-09-14,230.15
2017-09-15,224.55
2017-09-18,260.4
2017-09-19,248.45
2017-09-20,248.4
2017-09-21,249.7
2017-09-22,244.2
2017-09-25,234.2
2017-09-26,245.2
2017-09-27,240.75
2017-09-28,240.1
2017-09-29,249.95
2017-10-03,255.3
2017-10-04,255.8
2017-10-05,256.1
2017-10-06,261.85
2017-10-09,264.75
2017-10-10,272.5
2017-10-11,263.6
2017-10-12,264.5
2017-10-13,265.2
2017-10-16,265.65
2017-10-17,262.15
2017-10-18,264.95
2017-10-19,262.15
2017-10-23,264.85
2017-10-24,270.65
2017-10-25,280.25
2017-10-26,278.95
2017-10-27,278.85
2017-10-30,292.7
2017-10-31,289.2
2017-11-01,287.95
2017-11-02,280.05
2017-11-03,280.05
2017-11-06,287.7
2017-11-07,300.55
2017-11-08,298.2
2017-11-09,302.8
2017-11-10,305.95
2017-11-13,314.1
2017-11-14,316.75
2017-11-15,306.15
2017-11-16,309.6
2017-11-17,314.0
2017-11-20,306.35
2017-11-21,309.7
2017-11-22,345.95
2017-11-23,345.05
2017-11-24,343.15
2017-11-27,348.6
2017-11-28,371.7
2017-11-29,353.7
2017-11-30,357.15
2017-12-01,361.2
2017-12-04,351.55
2017-12-05,336.1
2017-12-06,343.4
2017-12-07,352.8
2017-12-08,354.55
2017-12-11,355.4
2017-12-12,342.55
2017-12-13,340.45
2017-12-14,337.7
2017-12-15,346.3
2017-12-18,349.55
2017-12-19,359.45
2017-12-20,351.15
2017-12-21,352.8
2017-12-22,353.8
2017-12-26,350.6
2017-12-27,348.8
2017-12-28,347.35
2017-12-29,351.35
