Date,VAKRANGEE
2017-01-02,274.55
2017-01-03,275.45
2017-01-04,275.7
2017-01-05,275.3
2017-01-06,270.5
2017-01-09,270.4
2017-01-10,272.65
2017-01-11,270.85
2017-01-12,281.95
2017-01-13,290.5
2017-01-16,293.8
2017-01-17,292.1
2017-01-18,293.1
2017-01-19,299.7
2017-01-20,304.0
2017-01-23,304.55
2017-01-24,298.85
2017-01-25,302.55
2017-01-27,305.6
2017-01-30,307.2
2017-01-31,305.6
2017-02-01,307.55
2017-02-02,311.65
2017-02-03,309.5
2017-02-06,304.5
2017-02-07,304.2
2017-02-08,301.9
2017-02-09,303.2
2017-02-10,304.0
2017-02-13,304.35
2017-02-14,305.0
2017-02-15,308.7
2017-02-16,310.65
2017-02-17,312.35
2017-02-20,313.25
2017-02-21,311.95
2017-02-22,313.9
2017-02-23,314.8
2017-02-27,315.05
2017-02-28,317.2
2017-03-01,315.45
2017-03-02,310.25
2017-03-03,309.2
2017-03-06,309.05
2017-03-07,309.7
2017-03-08,309.85
2017-03-09,309.3
2017-03-10,308.95
2017-03-14,311.8
2017-03-15,313.1
2017-03-16,317.5
2017-03-17,319.5
2017-03-20,317.95
2017-03-21,317.95
2017-03-22,318.95
2017-03-23,323.8
2017-03-24,328.95
2017-03-27,331.3
2017-03-28,336.25
2017-03-29,330.65
2017-03-30,330.7
2017-03-31,328.95
2017-04-03,329.15
2017-04-05,329.45
2017-04-06,329.5
2017-04-07,328.9
2017-04-10,335.0
2017-04-11,334.5
2017-04-12,331.15
2017-04-13,332.0
2017-04-17,337.3
2017-04-18,345.95
2017-04-19,348.45
2017-04-20,349.75
2017-04-21,346.35
2017-04-24,346.5
2017-04-25,347.6
2017-04-26,344.55
2017-04-27,343.9
2017-04-28,342.15
2017-05-02,341.1
2017-05-03,342.7
2017-05-04,345.55
2017-05-05,349.65
2017-05-08,350.15
2017-05-09,351.05
2017-05-10,351.4
2017-05-11,351.8
2017-05-12,348.6
2017-05-15,349.25
2017-05-16,349.0
2017-05-17,349.0
2017-05-18,346.95
2017-05-19,349.05
2017-05-22,355.25
2017-05-23,355.35
2017-05-24,351.65
2017-05-25,352.55
2017-05-26,351.95
2017-05-29,350.9
2017-05-30,357.9
2017-05-31,364.9
2017-06-01,389.0
2017-06-02,389.95
2017-06-05,406.45
2017-06-06,403.65
2017-06-07,410.0
2017-06-08,415.15
2017-06-09,415.5
2017-06-12,421.15
2017-06-13,424.6
2017-06-14,435.7
2017-06-15,450.75
2017-06-16,445.15
2017-06-19,424.55
2017-06-20,424.3
2017-06-21,432.35
2017-06-22,431.65
2017-06-23,424.25
2017-06-27,409.7
2017-06-28,411.5
2017-06-29,419.15
2017-06-30,430.8
2017-07-03,439.75
2017-07-04,440.7
2017-07-05,438.05
2017-07-06,440.0
2017-07-07,440.2
2017-07-10,444.55
2017-07-11,450.0
2017-07-12,453.9
2017-07-13,445.3
2017-07-14,444.3
2017-07-17,445.65
2017-07-18,445.6
2017-07-19,443.15
2017-07-20,449.5
2017-07-21,437.6
2017-07-24,440.3
2017-07-25,437.6
2017-07-26,439.6
2017-07-27,447.0
2017-07-28,452.75
2017-07-31,441.25
2017-08-01,446.55
2017-08-02,451.8
2017-08-03,451.0
2017-08-04,448.7
2017-08-07,462.55
2017-08-08,453.2
2017-08-09,450.25
2017-08-10,449.35
2017-08-11,442.95
2017-08-14,448.65
2017-08-16,456.15
2017-08-17,449.95
2017-08-18,449.6
2017-08-21,450.1
2017-08-22,446.45
2017-08-23,459.6
2017-08-24,472.1
2017-08-28,475.8
2017-08-29,478.45
2017-08-30,502.2
2017-08-31,512.0
2017-09-01,506.4
2017-09-04,496.65
2017-09-05,491.9
2017-09-06,489.9
2017-09-07,486.35
2017-09-08,475.0
2017-09-11,459.35
2017-09-12,460.45
2017-09-13,478.8
2017-09-14,486.55
2017-09-15,500.75
2017-09-18,508.9
2017-09-19,514.55
2017-09-20,509.8
2017-09-21,509.75
2017-09-22,513.25
2017-09-25,498.5
2017-09-26,493.05
2017-09-27,486.3
2017-09-28,501.5
2017-09-29,494.0
2017-10-03,494.75
2017-10-04,492.7
2017-10-05,494.0
2017-10-06,486.0
2017-10-09,493.8
2017-10-10,505.15
2017-10-11,504.3
2017-10-12,505.9
2017-10-13,505.05
2017-10-16,501.85
2017-10-17,539.25
2017-10-18,545.0
2017-10-19,542.55
2017-10-23,552.65
2017-10-24,549.3
2017-10-25,548.85
2017-10-26,548.2
2017-10-27,537.05
2017-10-30,538.3
2017-10-31,562.3
2017-11-01,549.95
2017-11-02,542.6
2017-11-03,527.45
2017-11-06,550.0
2017-11-07,558.35
2017-11-08,555.3
2017-11-09,588.1
2017-11-10,592.25
2017-11-13,618.45
2017-11-14,649.9
2017-11-15,645.45
2017-11-16,654.0
2017-11-17,658.55
2017-11-20,694.45
2017-11-21,706.85
2017-11-22,705.7
2017-11-23,704.35
2017-11-24,711.3
2017-11-27,719.6
2017-11-28,702.15
2017-11-29,702.2
2017-11-30,713.5
2017-12-01,712.8
2017-12-04,740.4
2017-12-05,748.75
2017-12-06,729.0
2017-12-07,744.35
2017-12-08,759.0
2017-12-11,762.55
2017-12-12,747.85
2017-12-13,745.25
2017-12-14,746.5
2017-12-15,745.45
2017-12-18,747.35
2017-12-19,762.4
2017-12-20,761.7
2017-12-21,392.05
2017-12-22,399.55
2017-12-26,427.3
2017-12-27,413.7
2017-12-28,415.25
2017-12-29,420.25
