Date,BATAINDIA
2017-01-02,447.15
2017-01-03,463.15
2017-01-04,463.35
2017-01-05,470.4
2017-01-06,472.25
2017-01-09,463.05
2017-01-10,466.0
2017-01-11,476.75
2017-01-12,485.5
2017-01-13,476.2
2017-01-16,476.1
2017-01-17,470.95
2017-01-18,464.95
2017-01-19,468.3
2017-01-20,461.25
2017-01-23,466.75
2017-01-24,464.15
2017-01-25,479.35
2017-01-27,483.4
2017-01-30,481.85
2017-01-31,479.45
2017-02-01,489.25
2017-02-02,485.8
2017-02-03,493.55
2017-02-06,508.7
2017-02-07,504.9
2017-02-08,507.85
2017-02-09,509.2
2017-02-10,499.6
2017-02-13,496.15
2017-02-14,502.65
2017-02-15,488.05
2017-02-16,496.2
2017-02-17,500.85
2017-02-20,500.65
2017-02-21,504.0
2017-02-22,503.3
2017-02-23,496.95
2017-02-27,500.25
2017-02-28,508.55
2017-03-01,506.6
2017-03-02,495.65
2017-03-03,497.75
2017-03-06,497.95
2017-03-07,504.25
2017-03-08,497.2
2017-03-09,497.05
2017-03-10,508.75
2017-03-14,530.1
2017-03-15,525.6
2017-03-16,531.85
2017-03-17,529.85
2017-03-20,535.75
2017-03-21,540.3
2017-03-22,535.0
2017-03-23,543.95
2017-03-24,540.4
2017-03-27,543.5
2017-03-28,552.1
2017-03-29,544.35
2017-03-30,569.45
2017-03-31,567.95
2017-04-03,561.4
2017-04-05,565.7
2017-04-06,559.75
2017-04-07,557.5
2017-04-10,566.05
2017-04-11,578.75
2017-04-12,570.4
2017-04-13,567.0
2017-04-17,580.2
2017-04-18,571.6
2017-04-19,563.65
2017-04-20,578.15
2017-04-21,570.4
2017-04-24,580.85
2017-04-25,579.6
2017-04-26,584.05
2017-04-27,584.55
2017-04-28,583.0
2017-05-02,584.95
2017-05-03,577.95
2017-05-04,584.8
2017-05-05,572.95
2017-05-08,572.5
2017-05-09,578.15
2017-05-10,574.85
2017-05-11,573.15
2017-05-12,568.6
2017-05-15,575.3
2017-05-16,562.85
2017-05-17,558.0
2017-05-18,552.3
2017-05-19,547.0
2017-05-22,543.9
2017-05-23,525.5
2017-05-24,521.15
2017-05-25,527.3
2017-05-26,536.7
2017-05-29,529.95
2017-05-30,540.15
2017-05-31,545.2
2017-06-01,546.6
2017-06-02,550.1
2017-06-05,555.45
2017-06-06,546.8
2017-06-07,549.15
2017-06-08,553.55
2017-06-09,554.4
2017-06-12,550.05
2017-06-13,552.35
2017-06-14,547.85
2017-06-15,539.1
2017-06-16,539.1
2017-06-19,540.25
2017-06-20,531.4
2017-06-21,527.6
2017-06-22,523.4
2017-06-23,521.45
2017-06-27,530.05
2017-06-28,529.05
2017-06-29,529.7
2017-06-30,537.25
2017-07-03,549.5
2017-07-04,575.85
2017-07-05,570.2
2017-07-06,563.95
2017-07-07,573.65
2017-07-10,577.7
2017-07-11,559.65
2017-07-12,561.85
2017-07-13,564.95
2017-07-14,558.85
2017-07-17,554.9
2017-07-18,569.2
2017-07-19,572.6
2017-07-20,572.0
2017-07-21,579.65
2017-07-24,587.6
2017-07-25,583.05
2017-07-26,584.3
2017-07-27,571.15
2017-07-28,575.4
2017-07-31,588.15
2017-08-01,586.1
2017-08-02,585.0
2017-08-03,621.5
2017-08-04,631.35
2017-08-07,641.3
2017-08-08,634.25
2017-08-09,636.55
2017-08-10,632.05
2017-08-11,635.5
2017-08-14,659.75
2017-08-16,673.5
2017-08-17,676.0
2017-08-18,679.65
2017-08-21,669.4
2017-08-22,683.2
2017-08-23,678.15
2017-08-24,667.75
2017-08-28,681.05
2017-08-29,675.75
2017-08-30,687.05
2017-08-31,680.85
2017-09-01,684.35
2017-09-04,680.85
2017-09-05,686.8
2017-09-06,693.8
2017-09-07,692.25
2017-09-08,692.3
2017-09-11,719.45
2017-09-12,718.0
2017-09-13,710.55
2017-09-14,722.9
2017-09-15,720.8
2017-09-18,731.05
2017-09-19,734.35
2017-09-20,727.0
2017-09-21,744.6
2017-09-22,725.4
2017-09-25,709.3
2017-09-26,690.05
2017-09-27,680.85
2017-09-28,693.75
2017-09-29,689.95
2017-10-03,694.35
2017-10-04,730.55
2017-10-05,724.8
2017-10-06,739.5
2017-10-09,760.2
2017-10-10,778.7
2017-10-11,767.2
2017-10-12,773.45
2017-10-13,789.5
2017-10-16,783.65
2017-10-17,785.0
2017-10-18,801.7
2017-10-19,791.35
2017-10-23,794.05
2017-10-24,788.8
2017-10-25,781.6
2017-10-26,775.5
2017-10-27,778.0
2017-10-30,821.0
2017-10-31,811.1
2017-11-01,813.1
2017-11-02,813.35
2017-11-03,813.05
2017-11-06,811.2
2017-11-07,781.95
2017-11-08,773.9
2017-11-09,805.65
2017-11-10,797.9
2017-11-13,790.05
2017-11-14,782.3
2017-11-15,744.3
2017-11-16,743.25
2017-11-17,752.05
2017-11-20,742.15
2017-11-21,766.65
2017-11-22,748.8
2017-11-23,748.5
2017-11-24,740.6
2017-11-27,752.65
2017-11-28,741.5
2017-11-29,744.9
2017-11-30,734.25
2017-12-01,728.4
2017-12-04,716.55
2017-12-05,723.65
2017-12-06,733.2
2017-12-07,729.7
2017-12-08,736.15
2017-12-11,736.0
2017-12-12,717.75
2017-12-13,719.0
2017-12-14,718.9
2017-12-15,731.05
2017-12-18,728.6
2017-12-19,734.4
2017-12-20,750.4
2017-12-21,750.6
2017-12-22,750.65
2017-12-26,755.15
2017-12-27,752.7
2017-12-28,742.45
2017-12-29,747.3
