Date,CIGNITITEC
2017-01-02,414.8
2017-01-03,408.85
2017-01-04,403.95
2017-01-05,403.9
2017-01-06,410.1
2017-01-09,422.05
2017-01-10,428.45
2017-01-11,430.2
2017-01-12,447.25
2017-01-13,440.35
2017-01-16,464.95
2017-01-17,465.75
2017-01-18,477.0
2017-01-19,478.0
2017-01-20,465.45
2017-01-23,468.5
2017-01-24,468.6
2017-01-25,463.45
2017-01-27,449.0
2017-01-30,441.55
2017-01-31,437.65
2017-02-01,438.7
2017-02-02,444.95
2017-02-03,450.1
2017-02-06,449.15
2017-02-07,443.4
2017-02-08,443.25
2017-02-09,442.8
2017-02-10,436.9
2017-02-13,411.15
2017-02-14,390.9
2017-02-15,384.7
2017-02-16,385.05
2017-02-17,382.45
2017-02-20,397.95
2017-02-21,389.05
2017-02-22,394.55
2017-02-23,388.3
2017-02-27,387.05
2017-02-28,391.7
2017-03-01,390.7
2017-03-02,383.1
2017-03-03,379.85
2017-03-06,380.15
2017-03-07,379.8
2017-03-08,377.55
2017-03-09,374.75
2017-03-10,374.65
2017-03-14,370.55
2017-03-15,362.6
2017-03-16,360.7
2017-03-17,359.05
2017-03-20,354.8
2017-03-21,358.7
2017-03-22,355.0
2017-03-23,354.2
2017-03-24,359.9
2017-03-27,359.45
2017-03-28,358.65
2017-03-29,377.55
2017-03-30,384.05
2017-03-31,384.1
2017-04-03,361.75
2017-04-05,357.0
2017-04-06,351.3
2017-04-07,337.5
2017-04-10,312.85
2017-04-11,328.1
2017-04-12,323.95
2017-04-13,323.75
2017-04-17,327.45
2017-04-18,339.85
2017-04-19,343.15
2017-04-20,340.5
2017-04-21,332.7
2017-04-24,324.75
2017-04-25,326.55
2017-04-26,324.3
2017-04-27,325.75
2017-04-28,320.25
2017-05-02,313.5
2017-05-03,322.25
2017-05-04,320.15
2017-05-05,330.35
2017-05-08,329.85
2017-05-09,326.5
2017-05-10,327.4
2017-05-11,326.95
2017-05-12,327.15
2017-05-15,324.95
2017-05-16,321.6
2017-05-17,306.85
2017-05-18,261.0
2017-05-19,271.75
2017-05-22,269.4
2017-05-23,268.25
2017-05-24,268.6
2017-05-25,267.05
2017-05-26,279.25
2017-05-29,277.75
2017-05-30,273.75
2017-05-31,264.4
2017-06-01,264.85
2017-06-02,264.1
2017-06-05,265.2
2017-06-06,263.45
2017-06-07,264.2
2017-06-08,264.05
2017-06-09,264.1
2017-06-12,260.05
2017-06-13,261.05
2017-06-14,260.0
2017-06-15,262.5
2017-06-16,261.3
2017-06-19,261.9
2017-06-20,258.05
2017-06-21,273.8
2017-06-22,264.35
2017-06-23,303.35
2017-06-27,311.1
2017-06-28,310.8
2017-06-29,311.45
2017-06-30,310.25
2017-07-03,304.25
2017-07-04,302.7
2017-07-05,301.7
2017-07-06,295.75
2017-07-07,296.65
2017-07-10,296.2
2017-07-11,301.05
2017-07-12,297.3
2017-07-13,297.05
2017-07-14,289.7
2017-07-17,295.4
2017-07-18,292.55
2017-07-19,292.3
2017-07-20,291.8
2017-07-21,284.1
2017-07-24,282.3
2017-07-25,274.55
2017-07-26,271.25
2017-07-27,272.8
2017-07-28,269.2
2017-07-31,266.5
2017-08-01,266.0
2017-08-02,270.75
2017-08-03,268.75
2017-08-04,272.55
2017-08-07,267.35
2017-08-08,261.65
2017-08-09,244.4
2017-08-10,195.55
2017-08-11,164.15
2017-08-14,180.55
2017-08-16,198.6
2017-08-17,217.1
2017-08-18,213.3
2017-08-21,209.5
2017-08-22,209.65
2017-08-23,216.45
2017-08-24,217.35
2017-08-28,218.65
2017-08-29,218.65
2017-08-30,217.6
2017-08-31,219.4
2017-09-01,220.7
2017-09-04,214.8
2017-09-05,218.0
2017-09-06,213.9
2017-09-07,216.95
2017-09-08,216.25
2017-09-11,227.05
2017-09-12,238.4
2017-09-13,250.3
2017-09-14,258.25
2017-09-15,255.15
2017-09-18,248.7
2017-09-19,241.6
2017-09-20,242.65
2017-09-21,243.7
2017-09-22,238.3
2017-09-25,236.7
2017-09-26,240.05
2017-09-27,235.05
2017-09-28,234.15
2017-09-29,237.6
2017-10-03,247.2
2017-10-04,253.3
2017-10-05,250.0
2017-10-06,252.8
2017-10-09,272.1
2017-10-10,278.45
2017-10-11,278.3
2017-10-12,279.0
2017-10-13,283.7
2017-10-16,284.4
2017-10-17,282.35
2017-10-18,269.35
2017-10-19,276.6
2017-10-23,267.1
2017-10-24,267.0
2017-10-25,278.55
2017-10-26,266.5
2017-10-27,265.1
2017-10-30,263.1
2017-10-31,267.5
2017-11-01,254.45
2017-11-02,254.3
2017-11-03,251.05
2017-11-06,249.7
2017-11-07,252.65
2017-11-08,249.25
2017-11-09,247.5
2017-11-10,248.0
2017-11-13,241.5
2017-11-14,246.4
2017-11-15,235.1
2017-11-16,248.1
2017-11-17,249.35
2017-11-20,250.1
2017-11-21,248.35
2017-11-22,249.3
2017-11-23,253.55
2017-11-24,253.1
2017-11-27,253.95
2017-11-28,261.05
2017-11-29,265.1
2017-11-30,264.45
2017-12-01,264.4
2017-12-04,264.9
2017-12-05,260.1
2017-12-06,259.55
2017-12-07,266.2
2017-12-08,268.25
2017-12-11,275.55
2017-12-12,282.7
2017-12-13,280.6
2017-12-14,282.4
2017-12-15,282.2
2017-12-18,283.45
2017-12-19,285.5
2017-12-20,289.8
2017-12-21,298.75
2017-12-22,302.25
2017-12-26,304.9
