Date,EICHERMOT
2017-01-02,22523.95
2017-01-03,22500.7
2017-01-04,22196.5
2017-01-05,22324.35
2017-01-06,22717.75
2017-01-09,22999.95
2017-01-10,23005.0
2017-01-11,23161.35
2017-01-12,22826.5
2017-01-13,22793.55
2017-01-16,22343.3
2017-01-17,22350.15
2017-01-18,22449.95
2017-01-19,22822.05
2017-01-20,22789.15
2017-01-23,22736.95
2017-01-24,23000.7
2017-01-25,22990.95
2017-01-27,23482.65
2017-01-30,23234.4
2017-01-31,23028.45
2017-02-01,24029.65
2017-02-02,23779.15
2017-02-03,23385.9
2017-02-06,23815.4
2017-02-07,23783.9
2017-02-08,23959.35
2017-02-09,23893.25
2017-02-10,24013.05
2017-02-13,24858.85
2017-02-14,25315.35
2017-02-15,24750.45
2017-02-16,25331.3
2017-02-17,25040.3
2017-02-20,25139.05
2017-02-21,25253.5
2017-02-22,25070.3
2017-02-23,24877.7
2017-02-27,24337.35
2017-02-28,24130.1
2017-03-01,23709.7
2017-03-02,23448.95
2017-03-03,23089.3
2017-03-06,23061.45
2017-03-07,23211.15
2017-03-08,23448.35
2017-03-09,23396.95
2017-03-10,23356.55
2017-03-14,24001.25
2017-03-15,24133.4
2017-03-16,24514.8
2017-03-17,24691.4
2017-03-20,25099.3
2017-03-21,24961.95
2017-03-22,24541.0
2017-03-23,24373.55
2017-03-24,24350.15
2017-03-27,24163.65
2017-03-28,24897.75
2017-03-29,25056.1
2017-03-30,25658.55
2017-03-31,25587.5
2017-04-03,25543.65
2017-04-05,25765.25
2017-04-06,25596.3
2017-04-07,25806.85
2017-04-10,25578.25
2017-04-11,25880.45
2017-04-12,26422.5
2017-04-13,26085.65
2017-04-17,26125.45
2017-04-18,25532.6
2017-04-19,25457.6
2017-04-20,25501.8
2017-04-21,25610.55
2017-04-24,26093.15
2017-04-25,26082.3
2017-04-26,26041.15
2017-04-27,25973.9
2017-04-28,26068.0
2017-05-02,25790.75
2017-05-03,25914.95
2017-05-04,25764.3
2017-05-05,25833.4
2017-05-08,26919.45
2017-05-09,27128.5
2017-05-10,27869.3
2017-05-11,29469.05
2017-05-12,29178.35
2017-05-15,28930.6
2017-05-16,29362.5
2017-05-17,29093.55
2017-05-18,28357.3
2017-05-19,27936.05
2017-05-22,27189.9
2017-05-23,27598.25
2017-05-24,27364.7
2017-05-25,28009.45
2017-05-26,28351.35
2017-05-29,28172.1
2017-05-30,28323.4
2017-05-31,28435.0
2017-06-01,28793.4
2017-06-02,29180.1
2017-06-05,29325.5
2017-06-06,29191.2
2017-06-07,29713.2
2017-06-08,29691.05
2017-06-09,29764.85
2017-06-12,29353.45
2017-06-13,29121.25
2017-06-14,29049.5
2017-06-15,28772.0
2017-06-16,28746.9
2017-06-19,28445.2
2017-06-20,27917.4
2017-06-21,27533.2
2017-06-22,27680.85
2017-06-23,27166.7
2017-06-27,26661.05
2017-06-28,27224.85
2017-06-29,27340.05
2017-06-30,27039.4
2017-07-03,27766.8
2017-07-04,27850.95
2017-07-05,28067.1
2017-07-06,27689.1
2017-07-07,27852.25
2017-07-10,27931.3
2017-07-11,28130.9
2017-07-12,28258.5
2017-07-13,28055.95
2017-07-14,27907.15
2017-07-17,28059.55
2017-07-18,28598.5
2017-07-19,29215.0
2017-07-20,29252.65
2017-07-21,28903.15
2017-07-24,28843.75
2017-07-25,28407.45
2017-07-26,29002.45
2017-07-27,29102.25
2017-07-28,29388.4
2017-07-31,30081.2
2017-08-01,31504.8
2017-08-02,31153.8
2017-08-03,30726.05
2017-08-04,31637.25
2017-08-07,31969.85
2017-08-08,32120.85
2017-08-09,31489.1
2017-08-10,30111.7
2017-08-11,29627.35
2017-08-14,30385.6
2017-08-16,30617.0
2017-08-17,30928.0
2017-08-18,31511.45
2017-08-21,31634.25
2017-08-22,30977.15
2017-08-23,30648.25
2017-08-24,30750.9
2017-08-28,31288.35
2017-08-29,30859.15
2017-08-30,30984.0
2017-08-31,31450.85
2017-09-01,31772.4
2017-09-04,31753.55
2017-09-05,31935.3
2017-09-06,32082.6
2017-09-07,32861.95
2017-09-08,32617.75
2017-09-11,32498.6
2017-09-12,32661.85
2017-09-13,32226.4
2017-09-14,32065.2
2017-09-15,32007.95
2017-09-18,32766.1
2017-09-19,32403.95
2017-09-20,32443.5
2017-09-21,31824.3
2017-09-22,31579.6
2017-09-25,30979.85
2017-09-26,30827.25
2017-09-27,30470.2
2017-09-28,30185.2
2017-09-29,31213.3
2017-10-03,31147.3
2017-10-04,30884.6
2017-10-05,30788.7
2017-10-06,31541.15
2017-10-09,31874.15
2017-10-10,31545.15
2017-10-11,31243.25
2017-10-12,31335.95
2017-10-13,31399.25
2017-10-16,31739.95
2017-10-17,31863.5
2017-10-18,31521.35
2017-10-19,31489.1
2017-10-23,31170.8
2017-10-24,31483.3
2017-10-25,31716.4
2017-10-26,31617.55
2017-10-27,31811.75
2017-10-30,32371.05
2017-10-31,32233.4
2017-11-01,30929.8
2017-11-02,31140.4
2017-11-03,31235.1
2017-11-06,31088.35
2017-11-07,31159.85
2017-11-08,31195.3
2017-11-09,30853.3
2017-11-10,30551.65
2017-11-13,30584.1
2017-11-14,30089.55
2017-11-15,30483.35
2017-11-16,30399.1
2017-11-17,30707.45
2017-11-20,30639.7
2017-11-21,30420.55
2017-11-22,30178.2
2017-11-23,30619.95
2017-11-24,30812.35
2017-11-27,30755.7
2017-11-28,30536.55
2017-11-29,30220.25
2017-11-30,29944.05
2017-12-01,29280.95
2017-12-04,29403.7
2017-12-05,28928.8
2017-12-06,28157.8
2017-12-07,28810.5
2017-12-08,28999.95
2017-12-11,29247.9
2017-12-12,28598.65
2017-12-13,28721.25
2017-12-14,28738.7
2017-12-15,29478.7
2017-12-18,29909.4
2017-12-19,30823.35
2017-12-20,30174.6
2017-12-21,30248.5
2017-12-22,30250.75
2017-12-26,30251.15
2017-12-27,30190.65
2017-12-28,29832.45
2017-12-29,30340.85
